GeneSymbol,logFC,color,Pval
AUNIP,-0.426036046462914,Not Significant,3.29302632382382
AURKAIP1,-0.254078243957895,Not Significant,3.71152719940022
AZGP1,0.733357860624275,Not Significant,5.53061986415007
AZIN2,-0.32328411649905,Not Significant,3.02710321556346
AZU1,-0.305923900070783,GWAS pval < 1.0E-6,8.37018280398148
B3GALNT1,-0.3144466738595,Not Significant,2.5598783968122
B3GALT1,-0.394545580974826,Not Significant,2.55736347421777
B3GALT5-AS1,0.260106211469219,Not Significant,4.06686717627327
B3GALT6,-0.22981493251743,Not Significant,2.87127771566157
B3GAT3,-0.198206336951759,Not Significant,4.17502853887631
B3GNT4,-0.348642622395693,Not Significant,3.57430278663741
B4GALT4,0.177692783314265,Not Significant,2.7667499904589
B4GALT7,-0.23751228873576,Not Significant,4.55052160081264
B4GAT1,-0.365974133792768,Not Significant,4.17256610459922
B9D1,-0.427247536271294,Not Significant,2.3429441471429
BAALC-AS2,-0.376108709339334,Not Significant,3.26600071346161
BABAM1,-0.212942303762111,Not Significant,2.77702355010661
BAIAP2-AS1,-0.19094501872125,Not Significant,4.86838133565087
BAIAP2L2,-0.445305898169068,Not Significant,3.09130056764778
BASP1,-0.446200909799482,Not Significant,2.82885884897162
BATF3,-0.250829721396374,Not Significant,3.85201467931619
BAZ1A,0.237016547091275,Not Significant,4.29132420727346
BBOF1,-0.324462290047561,Not Significant,2.90135627418294
BBS5,-0.233338931339136,Not Significant,2.55736347421777
BCAS2,-0.293347922228225,Not Significant,2.92299567320665
BCAS3,-0.221012488546856,Not Significant,4.10496440254768
BCDIN3D-AS1,-0.463614060480517,Not Significant,3.2894595520667
BCKDK,-0.334241319725011,Not Significant,4.08815020350058
BCL2,0.218005170500368,Not Significant,3.03254563181726
BCL6B,0.443180377904602,Not Significant,2.78093966755114
BCL7A,-0.322957231684797,Not Significant,3.57430278663741
BDH1,-0.37661655270384,eQTL pval < 1.0E-6,2.2611401979278
BDH2,0.273874167280967,Not Significant,4.59040498060318
BDNF,-0.537680482864666,Not Significant,2.56129946709926
BEGAIN,-0.32501548999336,Not Significant,2.93967997131171
BEND5,-0.330804441396498,Not Significant,2.7325935812471
BEND7,0.240520372374955,Not Significant,3.43344466911695
BFSP1,-0.46578071076606,Not Significant,3.72330847115496
BHLHA9,-0.713121232664943,Not Significant,3.55972078676441
BICDL2,-0.523936656798928,Not Significant,2.82623117686335
BLM,0.212103749514706,Not Significant,3.96257350205938
BLVRA,-0.251312847352421,Not Significant,3.03348282355321
BLVRB,-0.211254932802372,Not Significant,4.02738066094038
BMP1,0.182976009481922,Not Significant,2.93070198788447
BMPER,-0.394775371673467,Not Significant,3.79344395590097
BMS1P1,-0.275329160785808,Not Significant,2.53655496822957
BNIPL,0.411747367977357,Not Significant,3.01372104409401
BOD1L1,-0.222194274241593,Not Significant,3.61457248519487
BOLA3,-0.24109123855857,Not Significant,2.25766771764285
BORCS5,-0.331688672630508,Not Significant,3.14508697769214
BORCS8,-0.219264607518004,Not Significant,4.6976690713156
BRAP,-0.217186087654359,Not Significant,3.48624984991818
BRD9,-0.215285381772084,Not Significant,3.60941812144956
BRF2,-0.240517845975142,Not Significant,3.26632134432291
BRINP2,-0.260561546957722,Not Significant,3.1880900195799
BRWD1,-0.458631361088076,eQTL pval < 1.0E-6,4.06686717627327
BSCL2,-0.275241576822664,Not Significant,4.17502853887631
BSN,-0.31804510814912,Not Significant,2.98800688534074
BTC,-0.328966140062726,Not Significant,3.49512154058978
BTG1,0.175939672820935,Not Significant,2.37830453767072
BTNL8,0.372408248340777,Not Significant,2.85449282859034
BYSL,-0.236790930594976,Not Significant,4.67202837637699
BZW2,-0.278389626485784,Not Significant,2.91470942176994
C10orf53,-0.226714530748729,Not Significant,2.95860731484178
C10orf90,0.240207098945856,Not Significant,3.12205304837081
C11orf24,-0.161468177824645,Not Significant,3.51173138450454
C11orf49,-0.172853973263332,Not Significant,5.84163750790475
C11orf52,0.385063654545622,Not Significant,3.93892467637021
C11orf65,-0.436442552945438,Not Significant,3.46067293646062
C11orf80,-0.260150681172398,Not Significant,4.17256610459922
C11orf87,-0.533865352916809,Not Significant,2.51598503733244
C12orf43,-0.30900924285595,Not Significant,3.24450627158488
C12orf45,-0.225527454185261,Not Significant,4.06078036414518
C12orf65,-0.175069670284483,Not Significant,3.64320953964828
C14orf37,-0.252401475302663,eQTL pval < 1.0E-6,3.91793306571489
C14orf93,0.158942831009962,Not Significant,3.25289906863501
C15orf61,-0.253247532673424,Not Significant,2.91721462968355
C15orf62,0.35564796265144,Not Significant,3.55705013042214
C16orf45,-0.349602217799738,Not Significant,2.11673614041503
C16orf58,-0.384149843124791,Not Significant,4.08815020350058
C16orf87,-0.255504212007033,Not Significant,3.17153345264732
C16orf91,-0.258974726925698,Not Significant,4.05423607688883
C17orf102,-0.806248239386749,Not Significant,2.50765874674503
C17orf107,-0.554283710449981,Not Significant,5.54196680750349
C17orf58,-0.269251269557616,Not Significant,2.64073383539325
C17orf97,-0.288504835471713,eQTL pval < 1.0E-6,3.05114709380029
C18orf54,0.237935606833574,Not Significant,3.34804393046693
C19orf18,0.355811665520993,Not Significant,3.11724784438692
C19orf48,-0.284409293766894,GWAS pval < 1.0E-6,7.29073003902417
C19orf53,-0.163779637290644,Not Significant,2.46801044858745
C19orf54,0.201392693851662,Not Significant,3.1670442493954
C19orf70,-0.296462339899676,Not Significant,3.43144628795056
C1orf115,-0.350570851879463,Not Significant,3.50113831100712
C1orf159,-0.323721667193414,Not Significant,2.78887945874195
C1orf167,-0.427791207434807,Not Significant,3.8843894883257
C1orf220,-0.368125340981366,Not Significant,3.1880900195799
C1orf74,-0.370001457269252,Not Significant,2.89143497626717
C1orf87,0.557374898837798,Not Significant,3.09156860103399
C1orf94,-0.423780469250512,Not Significant,3.02710321556346
C1QL3,-0.687325251451165,Not Significant,3.04450467081587
C1QTNF3,0.215892701889731,Not Significant,3.3669357273085
C1QTNF4,-0.859856297366838,Not Significant,5.84163750790475
C1QTNF5,0.395540837078258,Not Significant,3.36101184065632
C20orf194,-0.177585536744152,Not Significant,3.87811201489632
C20orf203,-0.404519550947025,Not Significant,2.79751168293991
C20orf27,-0.210476162745037,Not Significant,3.87811201489632
C21orf2,-0.3697961123501,Not Significant,3.1387046064733
C21orf33,-0.139945202539432,Not Significant,3.1387046064733
C21orf59,-0.191137125942608,Not Significant,4.79209646961395
C21orf62,0.682112229730936,Not Significant,3.2786841193941
C22orf24,-0.545929293144066,Not Significant,3.21374560421022
C22orf31,-0.526256807666898,Not Significant,3.36673358884458
C22orf34,0.443796109433119,eQTL pval < 1.0E-6,3.48704892002751
C22orf39,-0.132242085224537,Not Significant,3.64244628025692
C22orf46,0.216669103315912,Not Significant,4.37171326891049
C2CD2L,-0.321789736753664,Not Significant,3.36101184065632
C2orf16,-0.325061473225229,Not Significant,2.54898154784454
C2orf48,-0.600572122308521,Not Significant,3.45395113359827
C2orf50,-0.492382319871575,Not Significant,3.45395113359827
C2orf80,-0.505851090470149,Not Significant,3.002002363592
C3orf14,-0.33000766619478,Not Significant,4.02067930261798
C3orf80,-0.565339610166832,Not Significant,2.68761105062941
C4A,0.430818688778663,GWAS pval < 1.0E-6,8.1793388653564
C4B,0.50967208575931,GWAS pval < 1.0E-6,8.20307892466983
C4orf19,0.319347773596105,Not Significant,4.0087296108049
C5orf22,-0.307286168845962,Not Significant,3.23025353282055
C6orf118,0.633606538430522,Not Significant,3.40627100129209
C6orf141,-0.629720887164105,Not Significant,2.78357016912375
C6orf222,-0.258190376126454,Not Significant,3.22163165664413
C6orf62,-0.180935294267523,Not Significant,3.36875921976449
C7orf50,-0.353233904592839,Not Significant,3.7440042732776
C8orf31,-0.400969760132305,Not Significant,2.73189027019152
C8orf34,-0.503496561273439,Not Significant,4.22870655737094
C8orf34-AS1,-0.490577885644853,Not Significant,4.22870655737094
C8orf44,-0.208750712174732,Not Significant,5.28642546222793
C8orf58,0.191428631390102,Not Significant,2.93070198788447
C8orf86,-0.340053481062824,Not Significant,3.26632134432291
C9orf106,-0.608535366417838,Not Significant,3.69164905141327
C9orf129,-0.448871117427066,Not Significant,3.67489501702859
C9orf163,-0.279276478431275,Not Significant,4.82333006733185
C9orf24,-0.291036050838962,Not Significant,3.95939765988593
C9orf50,-0.399764530649899,Not Significant,3.69164905141327
CA10,-0.387711995530421,Not Significant,2.97224279530945
CA11,-0.181464729450406,Not Significant,4.14466259553046
CA12,-0.443688753378884,Not Significant,4.18782222584125
CAB39L,0.226947485339096,Not Significant,4.10275789719463
CABLES2,-0.223536876731619,Not Significant,3.07774177656703
CABP1,-0.283361541832776,Not Significant,2.98970004336019
CABYR,-0.320070907844966,Not Significant,3.39891827221598
CACNA1B,-0.400480223486558,Not Significant,4.62911698322239
CACNA1C,-0.225433091098256,Not Significant,4.15397232463562
CACNA1E,-0.287682160667786,Not Significant,3.4350973274708
CACNA1G,-0.345022370344044,Not Significant,2.8353497840657
CACNA1G-AS1,-0.512826466049023,Not Significant,2.8353497840657
CACNA2D3,-0.384031136773631,Not Significant,4.03673174847377
CACNB1,-0.310134580488894,Not Significant,3.5003129173816
CACNG3,-0.528761491340406,Not Significant,3.62433638603911
CACNG8,-0.296720134076342,Not Significant,3.40815658877522
CACYBP,-0.335276803328192,Not Significant,2.44502654166676
CALB1,-0.543400617028498,Not Significant,2.26003230324049
CALCB,-0.372625377436128,Not Significant,4.71602071576152
CALD1,0.258460511802102,Not Significant,3.72769415559791
CALHM1,-0.467492418065335,Not Significant,2.65403845818686
CALM3,-0.561978924287917,GWAS pval < 1.0E-6,20.8699880503281
CALML3,-0.649207498527846,Not Significant,3.34447740374658
CALR,-0.269733793808875,Not Significant,2.84013215290743
CALY,-0.544643958229264,Not Significant,4.2548471049231
CAMK1D,-0.244514496996566,Not Significant,5.70952018666933
CAMK1G,-0.404724635843452,Not Significant,2.89143497626717
CAMK2A,-0.294530976506379,Not Significant,3.43004118190341
CAMK2D,-0.398754660612683,Not Significant,2.85823676972421
CAMK4,-0.412821248362142,Not Significant,4.00859669741996
CAMKK2,-0.394412332314704,Not Significant,3.35291057128345
CAMKV,-0.364514378931867,Not Significant,2.11935787359572
CAND2,-0.283873359033425,Not Significant,3.14697138528701
CAP2,-0.568033780910634,Not Significant,3.14636261804141
CAPN5,-0.26705898051735,Not Significant,4.47482557216473
CAPRIN2,-0.293659520907295,Not Significant,4.09039048950983
CAPZB,-0.192921111188257,Not Significant,3.21745571598999
CARD6,0.35925487876109,Not Significant,3.1516261161554
CARHSP1,0.30383544146849,Not Significant,3.42608455957845
CARM1,-0.223162079878863,Not Significant,3.15633127702086
CARTPT,-0.674615881925447,Not Significant,5.07206531825882
CASC3,0.221356227726377,Not Significant,2.95233580539844
CASP6,0.235348890815971,Not Significant,4.43985416015095
CASP9,-0.200534934830912,Not Significant,3.46750041390534
CATSPER2P1,-0.299881639536547,Not Significant,3.01587791713889
CAV1,0.289515498797911,Not Significant,4.96297212024422
CBFA2T2,-0.193243717957571,Not Significant,2.99567862621736
CBLN4,-0.634053509584999,Not Significant,5.97715938912347
CBR3-AS1,-0.254161647390578,Not Significant,2.87484417041947
CBX4,-0.370907237793046,Not Significant,4.86838133565087
CBX6,-0.232177826401266,Not Significant,3.09130056764778
CBY3,-0.347994325755718,Not Significant,4.15839028783156
CCAR2,-0.19223059934973,Not Significant,2.93070198788447
CCBE1,-0.485405414444171,Not Significant,3.4171415377755
CCDC102A,0.395013131598252,Not Significant,4.04129280891271
CCDC102B,-0.182154696348422,Not Significant,3.06213120343614
CCDC113,-0.42373966535662,Not Significant,4.04129280891271
CCDC115,-0.224592825851718,Not Significant,2.76522970483908
CCDC124,-0.268131028232716,Not Significant,4.6976690713156
CCDC13,-0.286782084073294,Not Significant,2.90868484030278
CCDC136,-0.401264166885523,Not Significant,2.64301859900687
CCDC152,-0.194590193079653,Not Significant,2.50390100786743
CCDC166,-0.462942912784981,Not Significant,3.80826960663714
CCDC171,-0.286174833921711,Not Significant,3.67840156953466
CCDC183,-0.307351496123326,Not Significant,4.82333006733185
CCDC184,-0.495162616171913,Not Significant,3.2894595520667
CCDC24,-0.251499123080581,Not Significant,2.68465952337271
CCDC30,-0.235156473125233,Not Significant,2.68465952337271
CCDC69,0.401927375839008,Not Significant,3.43004118190341
CCDC71,-0.22483198203862,Not Significant,2.98800688534074
CCDC78,-0.242777735063176,Not Significant,4.05423607688883
CCDC85C,0.21193283770371,Not Significant,3.54729377348897
CCDC92B,-0.581291065063474,Not Significant,3.08291480935943
CCDC96,-0.421703465227821,Not Significant,3.16089921729285
CCIN,-0.355352359682363,Not Significant,3.12366667091362
CCK,-0.463315798025986,Not Significant,2.90868484030278
CCKBR,-0.652688405466328,Not Significant,3.65306053730101
CCL2,0.785198585949147,Not Significant,3.22731164531786
CCNA1,-0.348282024688525,Not Significant,3.14502632627358
CCND2-AS1,-0.302830876707825,Not Significant,3.02099825152528
CCNI2,0.328887862798327,Not Significant,2.87127771566157
CCNL2,-0.151679624304252,Not Significant,3.71152719940022
