Gene 1	Gene 2	Weight	Network group	Network
TBXA2R	AVPR1B	0.014277507	Co-expression	Ramaswamy-Golub-2001
TBXA2R	ADRA1A	0.016791949	Co-expression	Ramaswamy-Golub-2001
ADRA1D	CACNA1S	0.008109378	Co-expression	Ramaswamy-Golub-2001
DRD5	ADCY8	0.015264058	Co-expression	Ramaswamy-Golub-2001
DRD5	CACNA1D	0.019067215	Co-expression	Ramaswamy-Golub-2001
HTR2B	PDE1A	0.027841078	Co-expression	Ramaswamy-Golub-2001
PPP3CB	VDAC1	0.017153518	Co-expression	Ramaswamy-Golub-2001
HTR2A	PLCD4	0.009516646	Co-expression	Ramaswamy-Golub-2001
SLC25A5	SLC25A6	0.014364844	Co-expression	Ramaswamy-Golub-2001
TNNC1	PTGER3	0.010112426	Co-expression	Ramaswamy-Golub-2001
TNNC1	ADRA1A	0.00925225	Co-expression	Ramaswamy-Golub-2001
TNNC1	ADRB3	0.014568556	Co-expression	Ramaswamy-Golub-2001
TNNC1	PHKG1	0.008394567	Co-expression	Ramaswamy-Golub-2001
ADORA2B	GRIN2C	0.010716692	Co-expression	Ramaswamy-Golub-2001
MYLK	TRPC1	0.010365064	Co-expression	Ramaswamy-Golub-2001
CAMK4	P2RX5	0.020110004	Co-expression	Ramaswamy-Golub-2001
CAMK4	TBXA2R	0.017042609	Co-expression	Ramaswamy-Golub-2001
TACR2	TRHR	0.015819358	Co-expression	Ramaswamy-Golub-2001
TACR2	AVPR1A	0.015525551	Co-expression	Ramaswamy-Golub-2001
PHKG2	CACNA1D	0.006583269	Co-expression	Ramaswamy-Golub-2001
PHKG2	RYR1	0.0074989316	Co-expression	Ramaswamy-Golub-2001
PHKG2	GRM1	0.008478977	Co-expression	Ramaswamy-Golub-2001
PHKG2	GRPR	0.0043893675	Co-expression	Ramaswamy-Golub-2001
PHKG2	PDE1B	0.0054192166	Co-expression	Ramaswamy-Golub-2001
PRKX	PPP3CC	0.011880432	Co-expression	Ramaswamy-Golub-2001
PRKCG	ADRA1A	0.005023675	Co-expression	Ramaswamy-Golub-2001
PRKCG	PLCD1	0.0051263096	Co-expression	Ramaswamy-Golub-2001
PRKCG	PHKG1	0.0044819866	Co-expression	Ramaswamy-Golub-2001
PRKCG	CALML3	0.0072578834	Co-expression	Ramaswamy-Golub-2001
PRKCG	CACNA1B	0.006074724	Co-expression	Ramaswamy-Golub-2001
PRKCG	GRIN2C	0.002762719	Co-expression	Ramaswamy-Golub-2001
PRKCG	AVPR1A	0.005802119	Co-expression	Ramaswamy-Golub-2001
PRKCG	TACR3	0.005627754	Co-expression	Ramaswamy-Golub-2001
PRKCG	TBXA2R	0.005839654	Co-expression	Ramaswamy-Golub-2001
PRKCG	TNNC1	0.0031108002	Co-expression	Ramaswamy-Golub-2001
PRKCG	TACR2	0.0042132973	Co-expression	Ramaswamy-Golub-2001
GRIN2A	PRKCG	0.0067936536	Co-expression	Ramaswamy-Golub-2001
NOS3	PLCD1	0.014760184	Co-expression	Ramaswamy-Golub-2001
NOS3	ADORA2B	0.016671475	Co-expression	Ramaswamy-Golub-2001
NOS3	PRKCG	0.0042574	Co-expression	Ramaswamy-Golub-2001
PDGFRA	SLC8A1	0.016273668	Co-expression	Ramaswamy-Golub-2001
PDGFRA	BDKRB2	0.023598414	Co-expression	Ramaswamy-Golub-2001
F2R	ADCY3	0.019114027	Co-expression	Ramaswamy-Golub-2001
ERBB2	CACNA1S	0.0066465433	Co-expression	Ramaswamy-Golub-2001
PTK2B	PPP3CC	0.00823179	Co-expression	Ramaswamy-Golub-2001
PTK2B	PRKX	0.012848647	Co-expression	Ramaswamy-Golub-2001
PPP3CA	PHKB	0.01776872	Co-expression	Ramaswamy-Golub-2001
PRKCA	CHRM5	0.006726021	Co-expression	Ramaswamy-Golub-2001
PRKCA	NTSR1	0.014373222	Co-expression	Ramaswamy-Golub-2001
PRKCA	PRKCG	0.0042417585	Co-expression	Ramaswamy-Golub-2001
PRKCB	P2RX1	0.011906237	Co-expression	Ramaswamy-Golub-2001
PRKCB	ATP2A3	0.011254441	Co-expression	Ramaswamy-Golub-2001
PRKCB	ITPR1	0.020204201	Co-expression	Ramaswamy-Golub-2001
PRKACB	PPID	0.01880906	Co-expression	Ramaswamy-Golub-2001
PDGFRB	TNNC1	0.009927139	Co-expression	Ramaswamy-Golub-2001
ADRB2	ITPKA	0.022192992	Co-expression	Ramaswamy-Golub-2001
EGFR	BDKRB2	0.022496529	Co-expression	Ramaswamy-Golub-2001
EGFR	ADRA1D	0.021605786	Co-expression	Ramaswamy-Golub-2001
GNAL	PLCD4	0.007915959	Co-expression	Ramaswamy-Golub-2001
ADCY5	SLC8A2	0.0051110303	Co-expression	Ramaswamy-Golub-2001
TOMM40L	PLCD4	0.0063350517	Co-expression	Ramaswamy-Golub-2001
GUCY1A2	ADRA1A	0.019787379	Co-expression	Ramaswamy-Golub-2001
GUCY1A2	PRKCG	0.0059448406	Co-expression	Ramaswamy-Golub-2001
GRIA1	PLCD4	0.008785243	Co-expression	Ramaswamy-Golub-2001
GUCY1A3	PHKB	0.017340075	Co-expression	Ramaswamy-Golub-2001
GUCY1B3	ATP2B4	0.020064043	Co-expression	Ramaswamy-Golub-2001
GUCY1B3	ATP2A3	0.013667112	Co-expression	Ramaswamy-Golub-2001
GUCY1B3	PRKCB	0.012829059	Co-expression	Ramaswamy-Golub-2001
GNAZ	ATP2B3	0.02157271	Co-expression	Ramaswamy-Golub-2001
GNAI2	ATP2B1	0.01299178	Co-expression	Ramaswamy-Golub-2001
PDE1C	P2RX7	0.009044853	Co-expression	Roth-Zlotnik-2006
CACNA1F	SLC8A3	0.013545257	Co-expression	Roth-Zlotnik-2006
CACNA1F	HRH2	0.011605065	Co-expression	Roth-Zlotnik-2006
LTB4R2	CACNA1I	0.0074261683	Co-expression	Roth-Zlotnik-2006
PLCD3	ADCY8	0.014770896	Co-expression	Roth-Zlotnik-2006
RYR2	PLN	0.009045179	Co-expression	Roth-Zlotnik-2006
SLC8A2	PDE1A	0.0098923985	Co-expression	Roth-Zlotnik-2006
PHKA1	CACNA1S	0.013259824	Co-expression	Roth-Zlotnik-2006
ATP2A1	CACNA1S	0.014175901	Co-expression	Roth-Zlotnik-2006
CCKBR	SLC8A2	0.009611461	Co-expression	Roth-Zlotnik-2006
SLC8A1	PLN	0.011006012	Co-expression	Roth-Zlotnik-2006
SLC8A1	RYR2	0.016606158	Co-expression	Roth-Zlotnik-2006
CACNA1H	LTB4R2	0.0064130626	Co-expression	Roth-Zlotnik-2006
MYLK3	PLN	0.012877468	Co-expression	Roth-Zlotnik-2006
MYLK3	RYR2	0.015696146	Co-expression	Roth-Zlotnik-2006
PLCD4	CACNA1S	0.013358536	Co-expression	Roth-Zlotnik-2006
ADCY9	LTB4R2	0.0055236635	Co-expression	Roth-Zlotnik-2006
RYR1	CACNA1S	0.006411656	Co-expression	Roth-Zlotnik-2006
RYR1	PHKA1	0.010056677	Co-expression	Roth-Zlotnik-2006
RYR1	ATP2A1	0.010487667	Co-expression	Roth-Zlotnik-2006
RYR1	PLCD4	0.009654864	Co-expression	Roth-Zlotnik-2006
RYR1	VDAC1	0.0078076227	Co-expression	Roth-Zlotnik-2006
HTR7	LTB4R2	0.0068851714	Co-expression	Roth-Zlotnik-2006
GRM1	SLC8A2	0.00957919	Co-expression	Roth-Zlotnik-2006
GRM1	HTR5A	0.023005327	Co-expression	Roth-Zlotnik-2006
PHKG1	PLCD3	0.024537204	Co-expression	Roth-Zlotnik-2006
GRIN1	CHRM1	0.012861221	Co-expression	Roth-Zlotnik-2006
ATP2B1	ADCY3	0.008435462	Co-expression	Roth-Zlotnik-2006
ATP2B1	RYR3	0.0088088475	Co-expression	Roth-Zlotnik-2006
ADRB1	RYR2	0.01616083	Co-expression	Roth-Zlotnik-2006
NTSR1	CHRM5	0.013448333	Co-expression	Roth-Zlotnik-2006
AVPR1A	ADCY4	0.008553628	Co-expression	Roth-Zlotnik-2006
AVPR1A	AGTR1	0.020773474	Co-expression	Roth-Zlotnik-2006
ITPR1	ATP2B1	0.009723137	Co-expression	Roth-Zlotnik-2006
CHRM2	CYSLTR2	0.0124182915	Co-expression	Roth-Zlotnik-2006
CHRM2	PLCE1	0.011140438	Co-expression	Roth-Zlotnik-2006
GRPR	CYSLTR2	0.008814938	Co-expression	Roth-Zlotnik-2006
GRPR	TRHR	0.005168671	Co-expression	Roth-Zlotnik-2006
GRPR	PLCE1	0.0069917035	Co-expression	Roth-Zlotnik-2006
GRPR	CHRM2	0.004507115	Co-expression	Roth-Zlotnik-2006
CHRM3	CHRM1	0.015185228	Co-expression	Roth-Zlotnik-2006
MYLK2	CACNA1S	0.0070944587	Co-expression	Roth-Zlotnik-2006
MYLK2	PHKA1	0.0111019965	Co-expression	Roth-Zlotnik-2006
MYLK2	ATP2A1	0.012131558	Co-expression	Roth-Zlotnik-2006
MYLK2	PLCD4	0.011016306	Co-expression	Roth-Zlotnik-2006
MYLK2	RYR1	0.0050941887	Co-expression	Roth-Zlotnik-2006
TACR3	TRHR	0.011397311	Co-expression	Roth-Zlotnik-2006
PDE1B	ADCY3	0.01034249	Co-expression	Roth-Zlotnik-2006
PDE1B	ADRB1	0.011223064	Co-expression	Roth-Zlotnik-2006
HTR2C	ATP2B1	0.0068594688	Co-expression	Roth-Zlotnik-2006
HTR2C	PDE1B	0.009178209	Co-expression	Roth-Zlotnik-2006
ADRA1D	P2RX2	0.030996475	Co-expression	Roth-Zlotnik-2006
ITPKA	CHRM1	0.007369441	Co-expression	Roth-Zlotnik-2006
ITPKA	ATP2B2	0.011507316	Co-expression	Roth-Zlotnik-2006
ITPKA	CACNA1E	0.010698484	Co-expression	Roth-Zlotnik-2006
ITPKA	GRM5	0.010712541	Co-expression	Roth-Zlotnik-2006
ITPKA	ATP2B1	0.004754527	Co-expression	Roth-Zlotnik-2006
ITPKA	ITPR1	0.009085528	Co-expression	Roth-Zlotnik-2006
ITPKA	CHRM3	0.010137587	Co-expression	Roth-Zlotnik-2006
ITPKA	PLCB1	0.010554704	Co-expression	Roth-Zlotnik-2006
DRD5	CCKBR	0.025946809	Co-expression	Roth-Zlotnik-2006
DRD5	AVPR1B	0.008106552	Co-expression	Roth-Zlotnik-2006
DRD5	CHRM5	0.011712119	Co-expression	Roth-Zlotnik-2006
DRD5	GRPR	0.007020143	Co-expression	Roth-Zlotnik-2006
HTR6	HTR4	0.022544382	Co-expression	Roth-Zlotnik-2006
HTR6	ADRB1	0.014599949	Co-expression	Roth-Zlotnik-2006
CCKAR	GRPR	0.0112078665	Co-expression	Roth-Zlotnik-2006
HTR2A	CHRM3	0.014709597	Co-expression	Roth-Zlotnik-2006
GRIN2D	CACNA1F	0.015761377	Co-expression	Roth-Zlotnik-2006
GRIN2D	CHRM5	0.015361559	Co-expression	Roth-Zlotnik-2006
DRD1	ADCY3	0.013246338	Co-expression	Roth-Zlotnik-2006
DRD1	ATP2B1	0.006233946	Co-expression	Roth-Zlotnik-2006
DRD1	PDE1B	0.009418011	Co-expression	Roth-Zlotnik-2006
DRD1	HTR2C	0.012310278	Co-expression	Roth-Zlotnik-2006
PPP3R1	ATP2B1	0.0098326085	Co-expression	Roth-Zlotnik-2006
SLC25A5	SLC25A6	0.014517513	Co-expression	Roth-Zlotnik-2006
TNNC2	CALML6	0.011430785	Co-expression	Roth-Zlotnik-2006
TNNC2	CACNA1S	0.0063934424	Co-expression	Roth-Zlotnik-2006
TNNC2	PHKA1	0.011161847	Co-expression	Roth-Zlotnik-2006
TNNC2	ATP2A1	0.011447115	Co-expression	Roth-Zlotnik-2006
TNNC2	RYR1	0.0050080405	Co-expression	Roth-Zlotnik-2006
TNNC1	PLN	0.0036537906	Co-expression	Roth-Zlotnik-2006
TNNC1	VDAC3	0.0062218104	Co-expression	Roth-Zlotnik-2006
TNNC1	ATP2A2	0.00796607	Co-expression	Roth-Zlotnik-2006
CAMK2B	SLC8A2	0.008412706	Co-expression	Roth-Zlotnik-2006
NOS2	ADRA1B	0.019448303	Co-expression	Roth-Zlotnik-2006
CAMK4	SLC8A2	0.0088857105	Co-expression	Roth-Zlotnik-2006
CAMK4	ATP2B1	0.009141854	Co-expression	Roth-Zlotnik-2006
CAMK4	CAMK2B	0.018080233	Co-expression	Roth-Zlotnik-2006
GNA15	PLCD1	0.00964888	Co-expression	Roth-Zlotnik-2006
GNA15	SPHK1	0.005210593	Co-expression	Roth-Zlotnik-2006
GNA15	CALML3	0.008481034	Co-expression	Roth-Zlotnik-2006
TACR2	ATP2B4	0.02031394	Co-expression	Roth-Zlotnik-2006
TACR2	GNA14	0.018387243	Co-expression	Roth-Zlotnik-2006
TACR2	HTR2B	0.017126985	Co-expression	Roth-Zlotnik-2006
TACR2	MYLK	0.023919525	Co-expression	Roth-Zlotnik-2006
NOS1	HTR6	0.017899064	Co-expression	Roth-Zlotnik-2006
PRKCG	SLC8A2	0.008278639	Co-expression	Roth-Zlotnik-2006
PRKCG	CHRM1	0.013208906	Co-expression	Roth-Zlotnik-2006
PRKCG	CAMK2B	0.017302241	Co-expression	Roth-Zlotnik-2006
GRIN2A	CHRM3	0.015456328	Co-expression	Roth-Zlotnik-2006
GRIN2A	PLCB1	0.014820216	Co-expression	Roth-Zlotnik-2006
GRIN2A	HTR2A	0.009253991	Co-expression	Roth-Zlotnik-2006
NOS3	LTB4R2	0.005742265	Co-expression	Roth-Zlotnik-2006
CAMK2A	CHRM3	0.013110097	Co-expression	Roth-Zlotnik-2006
CAMK2A	PLCB1	0.012526495	Co-expression	Roth-Zlotnik-2006
CAMK2A	ITPKA	0.005243019	Co-expression	Roth-Zlotnik-2006
CAMK2A	GRIN2A	0.008402483	Co-expression	Roth-Zlotnik-2006
ERBB2	BDKRB2	0.023863345	Co-expression	Roth-Zlotnik-2006
PTK2B	CAMK2B	0.018764408	Co-expression	Roth-Zlotnik-2006
PPP3CA	ATP2B1	0.0067819376	Co-expression	Roth-Zlotnik-2006
PPP3CA	ITPR1	0.012308226	Co-expression	Roth-Zlotnik-2006
PPP3CA	PLCB1	0.01334291	Co-expression	Roth-Zlotnik-2006
PPP3CA	ITPKA	0.005866265	Co-expression	Roth-Zlotnik-2006
PPP3CA	DRD1	0.007931868	Co-expression	Roth-Zlotnik-2006
PPP3CA	PPP3R1	0.011802422	Co-expression	Roth-Zlotnik-2006
PPP3CA	CAMK4	0.012278057	Co-expression	Roth-Zlotnik-2006
PRKCA	GRPR	0.009225481	Co-expression	Roth-Zlotnik-2006
PRKCB	ATP2B1	0.00876261	Co-expression	Roth-Zlotnik-2006
PRKCB	PLCB1	0.018595075	Co-expression	Roth-Zlotnik-2006
PRKCB	ITPKA	0.008041539	Co-expression	Roth-Zlotnik-2006
PRKCB	DRD1	0.010519149	Co-expression	Roth-Zlotnik-2006
PRKCB	PPP3CA	0.010590761	Co-expression	Roth-Zlotnik-2006
PDGFRB	ATP2B4	0.0066510416	Co-expression	Roth-Zlotnik-2006
PDGFRB	PTGFR	0.0076622046	Co-expression	Roth-Zlotnik-2006
PDGFRB	HTR2B	0.0056229196	Co-expression	Roth-Zlotnik-2006
PDGFRB	EDNRA	0.005016225	Co-expression	Roth-Zlotnik-2006
PDGFRB	PDGFRA	0.0060075065	Co-expression	Roth-Zlotnik-2006
PRKACA	ADRA1B	0.023830948	Co-expression	Roth-Zlotnik-2006
CALM1	PPP3R1	0.018289583	Co-expression	Roth-Zlotnik-2006
CALM1	CAMK2A	0.010448536	Co-expression	Roth-Zlotnik-2006
GNAL	ADCY3	0.0130776195	Co-expression	Roth-Zlotnik-2006
GNAL	RYR3	0.0132538425	Co-expression	Roth-Zlotnik-2006
GNAL	ATP2B1	0.00658443	Co-expression	Roth-Zlotnik-2006
GNAL	PDE1B	0.00809537	Co-expression	Roth-Zlotnik-2006
GNAL	HTR2C	0.012278709	Co-expression	Roth-Zlotnik-2006
GNAL	DRD1	0.010809423	Co-expression	Roth-Zlotnik-2006
GNAL	PPP3CA	0.0077024517	Co-expression	Roth-Zlotnik-2006
GNAL	PRKCB	0.0105291195	Co-expression	Roth-Zlotnik-2006
C12orf76	P2RX7	0.0081252465	Co-expression	Roth-Zlotnik-2006
ADCY5	PDE1B	0.011539209	Co-expression	Roth-Zlotnik-2006
ADCY5	DRD1	0.013111874	Co-expression	Roth-Zlotnik-2006
ADCY5	GNAL	0.012745692	Co-expression	Roth-Zlotnik-2006
TOMM40L	CAMK2D	0.016182307	Co-expression	Roth-Zlotnik-2006
TAC1	HTR2C	0.017070414	Co-expression	Roth-Zlotnik-2006
TAC1	DRD1	0.012908343	Co-expression	Roth-Zlotnik-2006
TAC1	GNAL	0.013342891	Co-expression	Roth-Zlotnik-2006
TOMM40	LTB4R2	0.0049310015	Co-expression	Roth-Zlotnik-2006
CCK	ADCY2	0.012409536	Co-expression	Roth-Zlotnik-2006
CCK	CHRM3	0.013403366	Co-expression	Roth-Zlotnik-2006
CCK	HTR2A	0.007984497	Co-expression	Roth-Zlotnik-2006
CCK	GRIN2A	0.008133942	Co-expression	Roth-Zlotnik-2006
CCK	CAMK2A	0.0067272657	Co-expression	Roth-Zlotnik-2006
CYCS	TOMM40L	0.017732078	Co-expression	Roth-Zlotnik-2006
TAC3	SLC8A3	0.017438881	Co-expression	Roth-Zlotnik-2006
TAC3	ADCY2	0.01747528	Co-expression	Roth-Zlotnik-2006
TAC3	GRPR	0.004630596	Co-expression	Roth-Zlotnik-2006
GUCY1A2	ATP2B1	0.009662215	Co-expression	Roth-Zlotnik-2006
GUCY1A2	PDE1B	0.010645683	Co-expression	Roth-Zlotnik-2006
GUCY1A2	DRD1	0.012420878	Co-expression	Roth-Zlotnik-2006
GUCY1A2	PPP3R1	0.017161224	Co-expression	Roth-Zlotnik-2006
GUCY1A2	PPP3CA	0.011369244	Co-expression	Roth-Zlotnik-2006
GUCY1A2	PRKCB	0.015035523	Co-expression	Roth-Zlotnik-2006
GUCY1A2	GNAL	0.012477338	Co-expression	Roth-Zlotnik-2006
GRIA1	SLC8A2	0.007991395	Co-expression	Roth-Zlotnik-2006
GRIA1	CAMK2B	0.015721325	Co-expression	Roth-Zlotnik-2006
GRIA1	PRKCG	0.01936125	Co-expression	Roth-Zlotnik-2006
GRIA1	CAMK2A	0.009877391	Co-expression	Roth-Zlotnik-2006
TRPM5	CACNA1I	0.014973372	Co-expression	Roth-Zlotnik-2006
TRPM5	LTB4R2	0.003098876	Co-expression	Roth-Zlotnik-2006
GUCY1A3	ATP2B1	0.0077793435	Co-expression	Roth-Zlotnik-2006
GUCY1A3	HTR2C	0.013888594	Co-expression	Roth-Zlotnik-2006
GUCY1A3	DRD1	0.01177729	Co-expression	Roth-Zlotnik-2006
GUCY1A3	GNAL	0.012763319	Co-expression	Roth-Zlotnik-2006
ADCY10	PRKACG	0.011308837	Co-expression	Roth-Zlotnik-2006
GUCY1B3	ATP2B1	0.012578756	Co-expression	Roth-Zlotnik-2006
GUCY1B3	GUCY1A2	0.025504516	Co-expression	Roth-Zlotnik-2006
GNAZ	SPHK2	0.0065139728	Co-expression	Roth-Zlotnik-2006
P2RX4	BST1	0.02648694	Co-expression	Wu-Garvey-2007
P2RX5	P2RX1	0.014023952	Co-expression	Wu-Garvey-2007
CACNA1F	P2RX1	0.005437453	Co-expression	Wu-Garvey-2007
CACNA1F	P2RX5	0.009937365	Co-expression	Wu-Garvey-2007
CACNA1F	CACNA1D	0.009934373	Co-expression	Wu-Garvey-2007
PHKA1	CACNA1S	0.018592056	Co-expression	Wu-Garvey-2007
ATP2A1	CACNA1S	0.008430241	Co-expression	Wu-Garvey-2007
PTGFR	BST1	0.014329514	Co-expression	Wu-Garvey-2007
ADRA1A	ADCY8	0.0113514485	Co-expression	Wu-Garvey-2007
SPHK2	AVPR1B	0.019408664	Co-expression	Wu-Garvey-2007
CACNA1H	CACNA1D	0.01397464	Co-expression	Wu-Garvey-2007
CACNA1H	CACNA1F	0.004658646	Co-expression	Wu-Garvey-2007
RYR1	CACNA1S	0.0144696785	Co-expression	Wu-Garvey-2007
RYR1	PHKA1	0.013331891	Co-expression	Wu-Garvey-2007
RYR1	ATP2A1	0.0064214207	Co-expression	Wu-Garvey-2007
ADRB3	SLC8A2	0.008512143	Co-expression	Wu-Garvey-2007
PTGER1	CACNA1F	0.0061190976	Co-expression	Wu-Garvey-2007
HTR7	P2RX1	0.015685916	Co-expression	Wu-Garvey-2007
HTR7	PTGER1	0.017018698	Co-expression	Wu-Garvey-2007
ATP2A2	PLN	0.016999634	Co-expression	Wu-Garvey-2007
PHKG1	CACNA1S	0.017965958	Co-expression	Wu-Garvey-2007
PHKG1	PHKA1	0.019124327	Co-expression	Wu-Garvey-2007
PHKG1	ATP2A1	0.0080231065	Co-expression	Wu-Garvey-2007
PHKG1	RYR1	0.013333631	Co-expression	Wu-Garvey-2007
GRIN1	P2RX6	0.0052178274	Co-expression	Wu-Garvey-2007
GRIN1	PTGER1	0.0071997	Co-expression	Wu-Garvey-2007
GRIN1	PLCD1	0.008002076	Co-expression	Wu-Garvey-2007
CACNA1B	P2RX1	0.0051908703	Co-expression	Wu-Garvey-2007
CACNA1B	PTGER1	0.0056633386	Co-expression	Wu-Garvey-2007
CHP2	P2RX1	0.0117466925	Co-expression	Wu-Garvey-2007
CHP2	CACNA1F	0.008098125	Co-expression	Wu-Garvey-2007
CHP2	PTGER1	0.012819573	Co-expression	Wu-Garvey-2007
CHP2	CACNA1B	0.0071870363	Co-expression	Wu-Garvey-2007
NTSR1	SLC8A2	0.0073192623	Co-expression	Wu-Garvey-2007
NTSR1	BDKRB2	0.010976933	Co-expression	Wu-Garvey-2007
NTSR1	CACNA1E	0.010718758	Co-expression	Wu-Garvey-2007
NTSR1	ADRB3	0.004162109	Co-expression	Wu-Garvey-2007
ITPR1	TRHR	0.019645078	Co-expression	Wu-Garvey-2007
GRPR	SLC8A2	0.00800049	Co-expression	Wu-Garvey-2007
GRPR	BDKRB2	0.010406353	Co-expression	Wu-Garvey-2007
GRPR	CACNA1E	0.0106905075	Co-expression	Wu-Garvey-2007
GRPR	ADRB3	0.0042303526	Co-expression	Wu-Garvey-2007
GRPR	NTSR1	0.004010168	Co-expression	Wu-Garvey-2007
EDNRB	TRPC1	0.0129364235	Co-expression	Wu-Garvey-2007
EDNRB	ITPR1	0.012848338	Co-expression	Wu-Garvey-2007
HTR2C	PLCB4	0.015557738	Co-expression	Wu-Garvey-2007
TBXA2R	P2RX6	0.0072062104	Co-expression	Wu-Garvey-2007
TBXA2R	PTAFR	0.0070513147	Co-expression	Wu-Garvey-2007
ITPKA	ITPR3	0.010460422	Co-expression	Wu-Garvey-2007
SLC25A4	PLN	0.017108962	Co-expression	Wu-Garvey-2007
SLC25A4	VDAC3	0.01565843	Co-expression	Wu-Garvey-2007
EDNRA	ITPR1	0.019738689	Co-expression	Wu-Garvey-2007
HTR6	PLCD1	0.010491667	Co-expression	Wu-Garvey-2007
HTR6	PDE1B	0.01186032	Co-expression	Wu-Garvey-2007
CCKAR	CCKBR	0.011248066	Co-expression	Wu-Garvey-2007
CCKAR	CACNA1E	0.010157811	Co-expression	Wu-Garvey-2007
CCKAR	NTSR1	0.003722862	Co-expression	Wu-Garvey-2007
CCKAR	GRPR	0.003617559	Co-expression	Wu-Garvey-2007
ITPKB	AGTR1	0.015300848	Co-expression	Wu-Garvey-2007
HTR2A	BDKRB1	0.011515438	Co-expression	Wu-Garvey-2007
GNAQ	ITPR1	0.01603109	Co-expression	Wu-Garvey-2007
GNAQ	EDNRB	0.009439548	Co-expression	Wu-Garvey-2007
GRIN2D	P2RX7	0.007056113	Co-expression	Wu-Garvey-2007
GRIN2D	ADRB1	0.0047542485	Co-expression	Wu-Garvey-2007
LHCGR	ADCY8	0.011119756	Co-expression	Wu-Garvey-2007
LHCGR	HTR2B	0.010045065	Co-expression	Wu-Garvey-2007
PPP3R1	ITPR1	0.011238485	Co-expression	Wu-Garvey-2007
TNNC2	ATP2A1	0.0039105034	Co-expression	Wu-Garvey-2007
TNNC2	PLCD1	0.005953263	Co-expression	Wu-Garvey-2007
TNNC1	ATP2A1	0.003654246	Co-expression	Wu-Garvey-2007
TNNC1	PLCD1	0.005804565	Co-expression	Wu-Garvey-2007
TNNC1	TNNC2	0.0031830776	Co-expression	Wu-Garvey-2007
NOS2	ITPKA	0.009389942	Co-expression	Wu-Garvey-2007
GNA15	PDE1C	0.02264779	Co-expression	Wu-Garvey-2007
GNA15	PTGFR	0.014072871	Co-expression	Wu-Garvey-2007
PRKACG	TACR3	0.013841273	Co-expression	Wu-Garvey-2007
TACR2	BDKRB2	0.016693538	Co-expression	Wu-Garvey-2007
TACR2	CACNA1E	0.016548557	Co-expression	Wu-Garvey-2007
TACR2	ADRB3	0.00618563	Co-expression	Wu-Garvey-2007
TACR2	NTSR1	0.0060858917	Co-expression	Wu-Garvey-2007
TACR2	CCKAR	0.005560888	Co-expression	Wu-Garvey-2007
