Gene 1	Gene 2	Weight	Network group	Network
GRIN2A	EPHA4	0.017933136	Co-expression	Roth-Zlotnik-2006
GRIN2A	DLGAP1	0.017843515	Co-expression	Roth-Zlotnik-2006
GRIN2A	KCNB1	0.011938059	Co-expression	Roth-Zlotnik-2006
GRIN2A	CLSTN1	0.0040831943	Co-expression	Roth-Zlotnik-2006
RTN4	ATL1	0.008206983	Co-expression	Roth-Zlotnik-2006
NELL2	STXBP5	0.01148166	Co-expression	Roth-Zlotnik-2006
NELL2	EPHA5	0.01199038	Co-expression	Roth-Zlotnik-2006
NELL2	CLSTN2	0.008849692	Co-expression	Roth-Zlotnik-2006
NELL2	GABRA2	0.007469558	Co-expression	Roth-Zlotnik-2006
NELL2	OLFM1	0.011123672	Co-expression	Roth-Zlotnik-2006
NELL2	CDK5R1	0.013018227	Co-expression	Roth-Zlotnik-2006
NELL2	CAMK2N1	0.008108989	Co-expression	Roth-Zlotnik-2006
NELL2	EPHA4	0.012904721	Co-expression	Roth-Zlotnik-2006
NELL2	PCDH8	0.008952388	Co-expression	Roth-Zlotnik-2006
NELL2	DCLK1	0.0129482215	Co-expression	Roth-Zlotnik-2006
NELL2	CLSTN1	0.0029824933	Co-expression	Roth-Zlotnik-2006
NELL2	GRIA3	0.009332256	Co-expression	Roth-Zlotnik-2006
NELL2	GRIN2A	0.007176081	Co-expression	Roth-Zlotnik-2006
TRIM9	CADM2	0.0030764984	Co-expression	Roth-Zlotnik-2006
TRIM9	MAGEE1	0.0026373533	Co-expression	Roth-Zlotnik-2006
TRIM9	DMXL2	0.008542002	Co-expression	Roth-Zlotnik-2006
TRIM9	PCLO	0.008941258	Co-expression	Roth-Zlotnik-2006
TRIM9	KIF5C	0.006208561	Co-expression	Roth-Zlotnik-2006
TRIM9	NRXN1	0.009798726	Co-expression	Roth-Zlotnik-2006
TRIM9	NRXN3	0.0034717629	Co-expression	Roth-Zlotnik-2006
TRIM9	ATP2B2	0.008678341	Co-expression	Roth-Zlotnik-2006
TRIM9	KCNA1	0.007599019	Co-expression	Roth-Zlotnik-2006
TRIM9	ANK2	0.008610031	Co-expression	Roth-Zlotnik-2006
TRIM9	NLGN1	0.0056592007	Co-expression	Roth-Zlotnik-2006
TRIM9	DLGAP1	0.009114756	Co-expression	Roth-Zlotnik-2006
TRIM9	SLC6A1	0.0031332015	Co-expression	Roth-Zlotnik-2006
TRIM9	SLC12A5	0.0032175563	Co-expression	Roth-Zlotnik-2006
TRIM9	SPOCK1	0.0050980393	Co-expression	Roth-Zlotnik-2006
TRIM9	CLSTN1	0.002252765	Co-expression	Roth-Zlotnik-2006
TRIM9	DNM1L	0.009138012	Co-expression	Roth-Zlotnik-2006
TRIM9	SCAMP1	0.007177559	Co-expression	Roth-Zlotnik-2006
TRIM9	KCND2	0.004954895	Co-expression	Roth-Zlotnik-2006
PLS3	SDC2	0.01209376	Co-expression	Roth-Zlotnik-2006
PLS3	CYFIP1	0.01288487	Co-expression	Roth-Zlotnik-2006
PLS3	LAMP1	0.017026294	Co-expression	Roth-Zlotnik-2006
ENC1	CLSTN2	0.00936949	Co-expression	Roth-Zlotnik-2006
ENC1	GABRA2	0.008304058	Co-expression	Roth-Zlotnik-2006
ENC1	OLFM1	0.0131013775	Co-expression	Roth-Zlotnik-2006
ENC1	CAMK2N1	0.009507173	Co-expression	Roth-Zlotnik-2006
ENC1	EPHA4	0.0140285585	Co-expression	Roth-Zlotnik-2006
ENC1	PCDH8	0.009574251	Co-expression	Roth-Zlotnik-2006
ENC1	RAPGEF2	0.01100625	Co-expression	Roth-Zlotnik-2006
ENC1	CLSTN1	0.0032688056	Co-expression	Roth-Zlotnik-2006
ENC1	GRIA3	0.011410115	Co-expression	Roth-Zlotnik-2006
ENC1	GRIN2A	0.007740146	Co-expression	Roth-Zlotnik-2006
ENC1	NELL2	0.005864238	Co-expression	Roth-Zlotnik-2006
NPTN	ATP6AP2	0.014206202	Co-expression	Roth-Zlotnik-2006
NPTN	NCOA1	0.013077815	Co-expression	Roth-Zlotnik-2006
NPTN	SLC12A5	0.004825105	Co-expression	Roth-Zlotnik-2006
NPTN	CLSTN1	0.003256326	Co-expression	Roth-Zlotnik-2006
NPTN	EPHA7	0.010173949	Co-expression	Roth-Zlotnik-2006
NPTN	BMPR2	0.012143747	Co-expression	Roth-Zlotnik-2006
CAPRIN1	SNX14	0.022897221	Co-expression	Roth-Zlotnik-2006
PAFAH1B1	ATL1	0.008119387	Co-expression	Roth-Zlotnik-2006
CRH	LRRTM1	0.013171464	Co-expression	Roth-Zlotnik-2006
CRH	SEZ6L	0.018707704	Co-expression	Roth-Zlotnik-2006
CRH	KCND2	0.012627116	Co-expression	Roth-Zlotnik-2006
CRH	NRCAM	0.007962086	Co-expression	Roth-Zlotnik-2006
GPM6A	GABRA2	0.013187283	Co-expression	Roth-Zlotnik-2006
GPM6A	DLGAP1	0.02231391	Co-expression	Roth-Zlotnik-2006
GPM6A	SLC12A5	0.007862143	Co-expression	Roth-Zlotnik-2006
GPM6A	NELL2	0.008563164	Co-expression	Roth-Zlotnik-2006
GPM6A	TRIM9	0.0062565496	Co-expression	Roth-Zlotnik-2006
PFN2	EPHA5	0.00827188	Co-expression	Roth-Zlotnik-2006
PFN2	ATP6AP2	0.00877714	Co-expression	Roth-Zlotnik-2006
PFN2	CDK5R1	0.009739238	Co-expression	Roth-Zlotnik-2006
PFN2	USP9X	0.007947665	Co-expression	Roth-Zlotnik-2006
PFN2	ANK2	0.008609177	Co-expression	Roth-Zlotnik-2006
PFN2	NCOA1	0.008028941	Co-expression	Roth-Zlotnik-2006
PFN2	PCDH8	0.0067503117	Co-expression	Roth-Zlotnik-2006
PFN2	DCLK1	0.010427024	Co-expression	Roth-Zlotnik-2006
PFN2	PTPRN2	0.007227315	Co-expression	Roth-Zlotnik-2006
PFN2	CHL1	0.009734915	Co-expression	Roth-Zlotnik-2006
PFN2	DNM1L	0.009986844	Co-expression	Roth-Zlotnik-2006
PFN2	GNAQ	0.010141228	Co-expression	Roth-Zlotnik-2006
PFN2	KIF5A	0.0075744297	Co-expression	Roth-Zlotnik-2006
PFN2	GRIN2A	0.0052354536	Co-expression	Roth-Zlotnik-2006
PFN2	NELL2	0.0040288963	Co-expression	Roth-Zlotnik-2006
PFN2	NPTN	0.0042981706	Co-expression	Roth-Zlotnik-2006
PFN2	PAFAH1B1	0.009888012	Co-expression	Roth-Zlotnik-2006
PFN2	GPM6A	0.007062333	Co-expression	Roth-Zlotnik-2006
GABRG2	KCNA2	0.007766737	Co-expression	Roth-Zlotnik-2006
GABRG2	STXBP5	0.008584072	Co-expression	Roth-Zlotnik-2006
GABRG2	CADM2	0.0030193536	Co-expression	Roth-Zlotnik-2006
GABRG2	NRSN1	0.0022737721	Co-expression	Roth-Zlotnik-2006
GABRG2	MAGEE1	0.0026609353	Co-expression	Roth-Zlotnik-2006
GABRG2	ATP6AP2	0.0074050217	Co-expression	Roth-Zlotnik-2006
GABRG2	CDK5R1	0.008775641	Co-expression	Roth-Zlotnik-2006
GABRG2	MYO5A	0.009392247	Co-expression	Roth-Zlotnik-2006
GABRG2	NRXN1	0.009552727	Co-expression	Roth-Zlotnik-2006
GABRG2	ATP2B2	0.008602983	Co-expression	Roth-Zlotnik-2006
GABRG2	ANK2	0.0077596256	Co-expression	Roth-Zlotnik-2006
GABRG2	SV2B	0.0086596105	Co-expression	Roth-Zlotnik-2006
GABRG2	EPHA4	0.00766358	Co-expression	Roth-Zlotnik-2006
GABRG2	DLGAP1	0.008793791	Co-expression	Roth-Zlotnik-2006
GABRG2	DCLK1	0.009135718	Co-expression	Roth-Zlotnik-2006
GABRG2	CHL1	0.008228846	Co-expression	Roth-Zlotnik-2006
GABRG2	SLC12A5	0.0031748062	Co-expression	Roth-Zlotnik-2006
GABRG2	CLSTN1	0.0021998994	Co-expression	Roth-Zlotnik-2006
GABRG2	DNM1L	0.009069543	Co-expression	Roth-Zlotnik-2006
GABRG2	SCAMP1	0.0071953195	Co-expression	Roth-Zlotnik-2006
GABRG2	KIF5A	0.0069794985	Co-expression	Roth-Zlotnik-2006
GABRG2	GRIN2A	0.0049230284	Co-expression	Roth-Zlotnik-2006
GABRG2	NELL2	0.0033624384	Co-expression	Roth-Zlotnik-2006
GABRG2	TRIM9	0.0025127074	Co-expression	Roth-Zlotnik-2006
GABRG2	PAFAH1B1	0.008713425	Co-expression	Roth-Zlotnik-2006
GABRG2	GPM6A	0.005908698	Co-expression	Roth-Zlotnik-2006
GABRG2	PFN2	0.0027853127	Co-expression	Roth-Zlotnik-2006
ARF4	AP3S1	0.008094129	Co-expression	Roth-Zlotnik-2006
ATP2B1	SYNPR	0.0068493006	Co-expression	Roth-Zlotnik-2006
ATP2B1	NPTN	0.0052763964	Co-expression	Roth-Zlotnik-2006
CLU	CLIP2	0.009207173	Co-expression	Roth-Zlotnik-2006
CCK	OLFM1	0.014154732	Co-expression	Roth-Zlotnik-2006
CCK	CAMK2N1	0.009522043	Co-expression	Roth-Zlotnik-2006
CCK	SV2B	0.014365745	Co-expression	Roth-Zlotnik-2006
CCK	EPHA4	0.013618895	Co-expression	Roth-Zlotnik-2006
CCK	KCNB1	0.009754808	Co-expression	Roth-Zlotnik-2006
CCK	CLSTN1	0.0034554154	Co-expression	Roth-Zlotnik-2006
CCK	GRIN2A	0.008133942	Co-expression	Roth-Zlotnik-2006
CCK	NELL2	0.0056950883	Co-expression	Roth-Zlotnik-2006
CCK	ENC1	0.0071662124	Co-expression	Roth-Zlotnik-2006
GNB1	ATP6AP2	0.021399047	Co-expression	Roth-Zlotnik-2006
GNB1	NCOA1	0.020050447	Co-expression	Roth-Zlotnik-2006
GNB1	CLSTN1	0.00546061	Co-expression	Roth-Zlotnik-2006
GNB1	SCAMP1	0.01971467	Co-expression	Roth-Zlotnik-2006
GNB1	BMPR2	0.017808214	Co-expression	Roth-Zlotnik-2006
GNB1	NPTN	0.010708471	Co-expression	Roth-Zlotnik-2006
GNB1	PFN2	0.007091861	Co-expression	Roth-Zlotnik-2006
GLRB	STXBP5	0.008916731	Co-expression	Roth-Zlotnik-2006
GLRB	CADM2	0.0033447535	Co-expression	Roth-Zlotnik-2006
GLRB	NRSN1	0.0025282146	Co-expression	Roth-Zlotnik-2006
GLRB	DMXL2	0.0087890625	Co-expression	Roth-Zlotnik-2006
GLRB	ATP6AP2	0.007829027	Co-expression	Roth-Zlotnik-2006
GLRB	MYO5A	0.01016153	Co-expression	Roth-Zlotnik-2006
GLRB	DCLK1	0.010147236	Co-expression	Roth-Zlotnik-2006
GLRB	SLC12A5	0.0033931034	Co-expression	Roth-Zlotnik-2006
GLRB	CLSTN1	0.0023188712	Co-expression	Roth-Zlotnik-2006
GLRB	SCAMP1	0.007802691	Co-expression	Roth-Zlotnik-2006
GLRB	KIF5A	0.0074087633	Co-expression	Roth-Zlotnik-2006
GLRB	GRIN2A	0.005235753	Co-expression	Roth-Zlotnik-2006
GLRB	NELL2	0.0035906942	Co-expression	Roth-Zlotnik-2006
GLRB	NPTN	0.004213395	Co-expression	Roth-Zlotnik-2006
GLRB	PFN2	0.0030414546	Co-expression	Roth-Zlotnik-2006
GLRB	GABRG2	0.0028824909	Co-expression	Roth-Zlotnik-2006
MAP1B	VPS35	0.012107111	Co-expression	Roth-Zlotnik-2006
MAP1B	SPTBN1	0.009874394	Co-expression	Roth-Zlotnik-2006
MAP1B	KLC1	0.011122325	Co-expression	Roth-Zlotnik-2006
MAP1B	ATL1	0.0041142474	Co-expression	Roth-Zlotnik-2006
MAP1B	NEFL	0.008313934	Co-expression	Roth-Zlotnik-2006
CAP2	GRIN2A	0.0073476555	Co-expression	Roth-Zlotnik-2006
CAP2	NELL2	0.0052661435	Co-expression	Roth-Zlotnik-2006
CAP2	ENC1	0.005885946	Co-expression	Roth-Zlotnik-2006
CAP2	PFN2	0.0042355484	Co-expression	Roth-Zlotnik-2006
CAP2	CCK	0.005914488	Co-expression	Roth-Zlotnik-2006
CDC42	GNB1	0.016636789	Co-expression	Roth-Zlotnik-2006
CDC42	MARCKS	0.023441533	Co-expression	Roth-Zlotnik-2006
DLG2	CADM2	0.0049828608	Co-expression	Roth-Zlotnik-2006
DLG2	KIF5C	0.00885486	Co-expression	Roth-Zlotnik-2006
DLG2	SYT11	0.00663857	Co-expression	Roth-Zlotnik-2006
DLG2	ANKS1B	0.009076407	Co-expression	Roth-Zlotnik-2006
DLG2	DNAJC6	0.013999497	Co-expression	Roth-Zlotnik-2006
DLG2	CDH8	0.012128939	Co-expression	Roth-Zlotnik-2006
DLG2	CAMK2N1	0.009868641	Co-expression	Roth-Zlotnik-2006
DLG2	NLGN1	0.008139551	Co-expression	Roth-Zlotnik-2006
DLG2	SLC6A1	0.005058717	Co-expression	Roth-Zlotnik-2006
DLG2	ATL1	0.0035065548	Co-expression	Roth-Zlotnik-2006
DLG2	DSCAM	0.008550927	Co-expression	Roth-Zlotnik-2006
DLG2	NRCAM	0.0061538676	Co-expression	Roth-Zlotnik-2006
DLG2	GRIA3	0.011464916	Co-expression	Roth-Zlotnik-2006
MAGI2	CADM2	0.0069463262	Co-expression	Roth-Zlotnik-2006
MAGI2	SYT11	0.010198502	Co-expression	Roth-Zlotnik-2006
MAGI2	ANKS1B	0.013327744	Co-expression	Roth-Zlotnik-2006
MAGI2	SLC6A1	0.007634976	Co-expression	Roth-Zlotnik-2006
MAGI2	SPOCK1	0.0111390455	Co-expression	Roth-Zlotnik-2006
MAGI2	DLG2	0.009473559	Co-expression	Roth-Zlotnik-2006
AMPH	STXBP5	0.008254094	Co-expression	Roth-Zlotnik-2006
AMPH	MAGEE1	0.0026703726	Co-expression	Roth-Zlotnik-2006
AMPH	EPHA5	0.00736763	Co-expression	Roth-Zlotnik-2006
AMPH	CLSTN2	0.0056995885	Co-expression	Roth-Zlotnik-2006
AMPH	SEZ6L	0.0074390615	Co-expression	Roth-Zlotnik-2006
AMPH	SYN2	0.009211823	Co-expression	Roth-Zlotnik-2006
AMPH	MYO5A	0.008970376	Co-expression	Roth-Zlotnik-2006
AMPH	NRXN1	0.009323633	Co-expression	Roth-Zlotnik-2006
AMPH	SV2B	0.008417017	Co-expression	Roth-Zlotnik-2006
AMPH	CADPS	0.009052565	Co-expression	Roth-Zlotnik-2006
AMPH	WDR7	0.008010251	Co-expression	Roth-Zlotnik-2006
AMPH	CLSTN1	0.0022408825	Co-expression	Roth-Zlotnik-2006
AMPH	DNM1L	0.008568635	Co-expression	Roth-Zlotnik-2006
AMPH	NRCAM	0.0039104815	Co-expression	Roth-Zlotnik-2006
AMPH	NELL2	0.0033022338	Co-expression	Roth-Zlotnik-2006
AMPH	GABRG2	0.0024629321	Co-expression	Roth-Zlotnik-2006
HNRNPR	ADNP	0.00923162	Co-expression	Roth-Zlotnik-2006
VDAC2	BECN1	0.010114525	Co-expression	Roth-Zlotnik-2006
APC	SLC6A1	0.011465011	Co-expression	Roth-Zlotnik-2006
APC	DLG2	0.012893873	Co-expression	Roth-Zlotnik-2006
PAK1	NRSN1	0.008512481	Co-expression	Roth-Zlotnik-2006
PAK1	CLSTN1	0.008153402	Co-expression	Roth-Zlotnik-2006
