Gene 1	Gene 2	Weight	Network group	Network
HLA-DRA	HLA-DRB1	0.009354026	Co-expression	Mallon-McKay-2013
MAPKAPK2	CLPTM1	0.016198779	Co-expression	Mallon-McKay-2013
CAV1	CD33	0.012027716	Co-expression	Mallon-McKay-2013
IL10RA	HLA-DQB1	0.018075723	Co-expression	Mallon-McKay-2013
HLA-DMB	HLA-DRB5	0.014103077	Co-expression	Mallon-McKay-2013
HLA-DMB	HLA-DQB1	0.020403005	Co-expression	Mallon-McKay-2013
HLA-DMB	HLA-DRB1	0.0133702	Co-expression	Mallon-McKay-2013
HLA-DMB	SPI1	0.016307754	Co-expression	Mallon-McKay-2013
HLA-DMB	HLA-DRA	0.012513237	Co-expression	Mallon-McKay-2013
ARPC5	PTEN	0.018858962	Co-expression	Mallon-McKay-2013
ARPC5	PTPN1	0.013924144	Co-expression	Mallon-McKay-2013
CD74	HLA-DRB5	0.009839137	Co-expression	Mallon-McKay-2013
CD74	HLA-DQB1	0.0132620325	Co-expression	Mallon-McKay-2013
CD74	HLA-DRB1	0.009237769	Co-expression	Mallon-McKay-2013
CD74	HLA-DRA	0.008660485	Co-expression	Mallon-McKay-2013
CD74	RELB	0.011065471	Co-expression	Mallon-McKay-2013
CD74	HLA-DMB	0.012332067	Co-expression	Mallon-McKay-2013
HLA-DPB1	HLA-DRB5	0.009863926	Co-expression	Mallon-McKay-2013
HLA-DPB1	HLA-DQB1	0.013910935	Co-expression	Mallon-McKay-2013
HLA-DPB1	HLA-DRB1	0.009307993	Co-expression	Mallon-McKay-2013
HLA-DPB1	HLA-DRA	0.008758969	Co-expression	Mallon-McKay-2013
HLA-DPB1	HLA-DMB	0.012784465	Co-expression	Mallon-McKay-2013
HLA-DPB1	CD74	0.00859154	Co-expression	Mallon-McKay-2013
CD226	IL10	0.0152517455	Co-expression	Mallon-McKay-2013
HLA-DMA	HLA-DRB5	0.009787992	Co-expression	Mallon-McKay-2013
HLA-DMA	MS4A2	0.011647153	Co-expression	Mallon-McKay-2013
HLA-DMA	HLA-DQB1	0.013540644	Co-expression	Mallon-McKay-2013
HLA-DMA	HLA-DRB1	0.009246677	Co-expression	Mallon-McKay-2013
HLA-DMA	HLA-DRA	0.008349682	Co-expression	Mallon-McKay-2013
HLA-DMA	HLA-DMB	0.01223134	Co-expression	Mallon-McKay-2013
HLA-DMA	CD74	0.0082353	Co-expression	Mallon-McKay-2013
HLA-DMA	HLA-DPB1	0.008472223	Co-expression	Mallon-McKay-2013
CLPTM1L	ARPC5	0.007892724	Co-expression	Mallon-McKay-2013
HLA-DQB1	HLA-DRB5	0.021149822	Co-expression	Ramaswamy-Golub-2001
HLA-DRB1	HLA-DRB5	0.012830531	Co-expression	Ramaswamy-Golub-2001
HLA-DRB1	HLA-DQB1	0.026888072	Co-expression	Ramaswamy-Golub-2001
SPI1	CD33	0.014980416	Co-expression	Ramaswamy-Golub-2001
HLA-DRA	HLA-DQB1	0.023441557	Co-expression	Ramaswamy-Golub-2001
HLA-DRA	PTK2B	0.010458751	Co-expression	Ramaswamy-Golub-2001
HLA-DRA	HLA-DRB1	0.023807118	Co-expression	Ramaswamy-Golub-2001
MEF2C	PTK2B	0.012173984	Co-expression	Ramaswamy-Golub-2001
IL10RA	RELB	0.010102211	Co-expression	Ramaswamy-Golub-2001
PTPN1	RELB	0.0094008325	Co-expression	Ramaswamy-Golub-2001
HLA-DMB	HLA-DQB1	0.02177431	Co-expression	Ramaswamy-Golub-2001
HLA-DMB	HLA-DRB1	0.020764675	Co-expression	Ramaswamy-Golub-2001
HLA-DMB	HLA-DRA	0.019492896	Co-expression	Ramaswamy-Golub-2001
CD74	HLA-DQB1	0.019913496	Co-expression	Ramaswamy-Golub-2001
CD74	HLA-DRB1	0.020926751	Co-expression	Ramaswamy-Golub-2001
CD74	HLA-DRA	0.020625805	Co-expression	Ramaswamy-Golub-2001
CD74	HLA-DMB	0.016617242	Co-expression	Ramaswamy-Golub-2001
HLA-DPB1	HLA-DQB1	0.03118435	Co-expression	Ramaswamy-Golub-2001
HLA-DPB1	HLA-DRB1	0.026161546	Co-expression	Ramaswamy-Golub-2001
HLA-DPB1	HLA-DRA	0.023764163	Co-expression	Ramaswamy-Golub-2001
HLA-DPB1	HLA-DMB	0.023715228	Co-expression	Ramaswamy-Golub-2001
HLA-DPB1	CD74	0.02019882	Co-expression	Ramaswamy-Golub-2001
HLA-DMA	HLA-DQB1	0.023531713	Co-expression	Ramaswamy-Golub-2001
HLA-DMA	HLA-DRB1	0.023817107	Co-expression	Ramaswamy-Golub-2001
HLA-DMA	HLA-DRA	0.022295121	Co-expression	Ramaswamy-Golub-2001
HLA-DMA	HLA-DMB	0.02174206	Co-expression	Ramaswamy-Golub-2001
HLA-DMA	CD74	0.01931578	Co-expression	Ramaswamy-Golub-2001
HLA-DMA	HLA-DPB1	0.024912661	Co-expression	Ramaswamy-Golub-2001
CSF1R	CD74	0.01494027	Co-expression	Ramaswamy-Golub-2001
HLA-DQB1	HLA-DRB5	0.027043223	Co-expression	Noble-Diehl-2008
HLA-DRB1	HLA-DRB5	0.020596616	Co-expression	Noble-Diehl-2008
HLA-DRB1	HLA-DQB1	0.017139316	Co-expression	Noble-Diehl-2008
HLA-DRA	HLA-DRB5	0.030092094	Co-expression	Noble-Diehl-2008
HLA-DRA	HLA-DQB1	0.02444792	Co-expression	Noble-Diehl-2008
HLA-DRA	HLA-DRB1	0.01928944	Co-expression	Noble-Diehl-2008
RELB	NR1H3	0.018518044	Co-expression	Noble-Diehl-2008
HLA-DMB	HLA-DRB5	0.02907659	Co-expression	Noble-Diehl-2008
HLA-DMB	HLA-DRB1	0.020263826	Co-expression	Noble-Diehl-2008
HLA-DMB	HLA-DRA	0.030824205	Co-expression	Noble-Diehl-2008
SYNGR2	AP2B1	0.021382518	Co-expression	Noble-Diehl-2008
ARPC5	PVRL2	0.01697347	Co-expression	Noble-Diehl-2008
CD74	HLA-DRB5	0.02343438	Co-expression	Noble-Diehl-2008
CD74	HLA-DQB1	0.020520864	Co-expression	Noble-Diehl-2008
CD74	HLA-DRB1	0.01547371	Co-expression	Noble-Diehl-2008
CD74	HLA-DRA	0.022109967	Co-expression	Noble-Diehl-2008
CD74	HLA-DMB	0.024629882	Co-expression	Noble-Diehl-2008
HLA-DPB1	HLA-DRB5	0.012978844	Co-expression	Noble-Diehl-2008
HLA-DPB1	HLA-DQB1	0.010367192	Co-expression	Noble-Diehl-2008
HLA-DPB1	HLA-DRB1	0.008529681	Co-expression	Noble-Diehl-2008
HLA-DPB1	HLA-DRA	0.013724147	Co-expression	Noble-Diehl-2008
HLA-DPB1	HLA-DMB	0.015058333	Co-expression	Noble-Diehl-2008
HLA-DPB1	CD74	0.011394747	Co-expression	Noble-Diehl-2008
HLA-DMA	HLA-DRB5	0.017352995	Co-expression	Noble-Diehl-2008
HLA-DMA	HLA-DQB1	0.016963605	Co-expression	Noble-Diehl-2008
HLA-DMA	HLA-DRB1	0.011849081	Co-expression	Noble-Diehl-2008
HLA-DMA	HLA-DRA	0.016849702	Co-expression	Noble-Diehl-2008
HLA-DMA	HLA-DMB	0.01860534	Co-expression	Noble-Diehl-2008
HLA-DMA	CD74	0.014665693	Co-expression	Noble-Diehl-2008
HLA-DMA	HLA-DPB1	0.007505978	Co-expression	Noble-Diehl-2008
CSF1R	HLA-DRB5	0.010079901	Co-expression	Noble-Diehl-2008
CSF1R	HLA-DRB1	0.0065938653	Co-expression	Noble-Diehl-2008
CSF1R	HLA-DMB	0.012309774	Co-expression	Noble-Diehl-2008
CSF1R	HLA-DPB1	0.006385167	Co-expression	Noble-Diehl-2008
CR2	CR1	0.01920486	Co-expression	Rosenwald-Staudt-2001
PTK2B	HLA-DQB1	0.014538937	Co-expression	Rosenwald-Staudt-2001
HLA-DRB1	HLA-DQB1	0.03380724	Co-expression	Rosenwald-Staudt-2001
HLA-DRA	HLA-DQB1	0.026339652	Co-expression	Rosenwald-Staudt-2001
HLA-DRA	HLA-DRB1	0.023749843	Co-expression	Rosenwald-Staudt-2001
PTEN	CR2	0.021077309	Co-expression	Rosenwald-Staudt-2001
PTPN1	IL10RA	0.015622359	Co-expression	Rosenwald-Staudt-2001
HLA-DMB	HLA-DQB1	0.020040913	Co-expression	Rosenwald-Staudt-2001
HLA-DMB	HLA-DRB1	0.019158276	Co-expression	Rosenwald-Staudt-2001
HLA-DMB	HLA-DRA	0.016710196	Co-expression	Rosenwald-Staudt-2001
CD74	HLA-DQB1	0.02148881	Co-expression	Rosenwald-Staudt-2001
CD74	HLA-DRB1	0.019870728	Co-expression	Rosenwald-Staudt-2001
CD74	HLA-DRA	0.019205796	Co-expression	Rosenwald-Staudt-2001
CD74	HLA-DMB	0.016380416	Co-expression	Rosenwald-Staudt-2001
HLA-DPB1	HLA-DQB1	0.028866502	Co-expression	Rosenwald-Staudt-2001
HLA-DPB1	PTK2B	0.0144989705	Co-expression	Rosenwald-Staudt-2001
HLA-DPB1	HLA-DRB1	0.02575574	Co-expression	Rosenwald-Staudt-2001
HLA-DPB1	HLA-DRA	0.022106722	Co-expression	Rosenwald-Staudt-2001
HLA-DPB1	IL10RA	0.012403784	Co-expression	Rosenwald-Staudt-2001
HLA-DPB1	HLA-DMB	0.017695697	Co-expression	Rosenwald-Staudt-2001
HLA-DPB1	CD74	0.019214153	Co-expression	Rosenwald-Staudt-2001
HLA-DMA	HLA-DQB1	0.019903064	Co-expression	Rosenwald-Staudt-2001
HLA-DMA	HLA-DRB1	0.01715742	Co-expression	Rosenwald-Staudt-2001
HLA-DMA	HLA-DRA	0.01638682	Co-expression	Rosenwald-Staudt-2001
HLA-DMA	IL10RA	0.011799873	Co-expression	Rosenwald-Staudt-2001
HLA-DMA	HLA-DMB	0.015213267	Co-expression	Rosenwald-Staudt-2001
HLA-DMA	CD74	0.015042045	Co-expression	Rosenwald-Staudt-2001
HLA-DMA	HLA-DPB1	0.01709192	Co-expression	Rosenwald-Staudt-2001
HLA-DQB1	HLA-DRB5	0.02675835	Co-expression	Innocenti-Brown-2011
CD33	CR1	0.011294419	Co-expression	Innocenti-Brown-2011
CR2	HIST1H3J	0.008146558	Co-expression	Innocenti-Brown-2011
CLPTM1	PVRL2	0.004744357	Co-expression	Innocenti-Brown-2011
CLPTM1	PLD2	0.0042518456	Co-expression	Innocenti-Brown-2011
HLA-DRB1	HLA-DRB5	0.012094913	Co-expression	Innocenti-Brown-2011
HLA-DRB1	MS4A2	0.0075050844	Co-expression	Innocenti-Brown-2011
HLA-DRB1	HLA-DQB1	0.011484556	Co-expression	Innocenti-Brown-2011
SPI1	CD33	0.009339347	Co-expression	Innocenti-Brown-2011
HLA-DRA	HLA-DRB5	0.012867022	Co-expression	Innocenti-Brown-2011
HLA-DRA	HLA-DQB1	0.014481245	Co-expression	Innocenti-Brown-2011
HLA-DRA	HLA-DRB1	0.0068655955	Co-expression	Innocenti-Brown-2011
PSMC3	CLPTM1	0.0020136049	Co-expression	Innocenti-Brown-2011
RELB	DAPK2	0.009526892	Co-expression	Innocenti-Brown-2011
SOX18	HIST1H3J	0.004441785	Co-expression	Innocenti-Brown-2011
IL10RA	CD33	0.01108866	Co-expression	Innocenti-Brown-2011
IL10RA	HLA-DRB1	0.008708876	Co-expression	Innocenti-Brown-2011
IL10RA	HLA-DRA	0.009739072	Co-expression	Innocenti-Brown-2011
AP2B1	CLPTM1	0.00427486	Co-expression	Innocenti-Brown-2011
AP2B1	PSMC3	0.009834032	Co-expression	Innocenti-Brown-2011
HLA-DMB	HLA-DRB5	0.019325066	Co-expression	Innocenti-Brown-2011
HLA-DMB	HLA-DRB1	0.010397415	Co-expression	Innocenti-Brown-2011
HLA-DMB	HLA-DRA	0.012726519	Co-expression	Innocenti-Brown-2011
HLA-DMB	MEF2C	0.0075550186	Co-expression	Innocenti-Brown-2011
CD74	HLA-DRB5	0.011185266	Co-expression	Innocenti-Brown-2011
CD74	HLA-DQB1	0.009781982	Co-expression	Innocenti-Brown-2011
CD74	CD33	0.005647413	Co-expression	Innocenti-Brown-2011
CD74	HLA-DRB1	0.0065020965	Co-expression	Innocenti-Brown-2011
CD74	SPI1	0.008939568	Co-expression	Innocenti-Brown-2011
CD74	HLA-DRA	0.0065162648	Co-expression	Innocenti-Brown-2011
CD74	IL10RA	0.009333567	Co-expression	Innocenti-Brown-2011
HLA-DPB1	HLA-DRB5	0.017350858	Co-expression	Innocenti-Brown-2011
HLA-DPB1	HLA-DQB1	0.017483564	Co-expression	Innocenti-Brown-2011
HLA-DPB1	HLA-DRB1	0.009867854	Co-expression	Innocenti-Brown-2011
HLA-DPB1	HLA-DRA	0.010946044	Co-expression	Innocenti-Brown-2011
HLA-DPB1	IL10RA	0.014510886	Co-expression	Innocenti-Brown-2011
HLA-DPB1	HLA-DMB	0.017880682	Co-expression	Innocenti-Brown-2011
HLA-DPB1	CD74	0.009305648	Co-expression	Innocenti-Brown-2011
HLA-DMA	HLA-DRB5	0.012487975	Co-expression	Innocenti-Brown-2011
HLA-DMA	MS4A2	0.009706715	Co-expression	Innocenti-Brown-2011
HLA-DMA	HLA-DRB1	0.007283892	Co-expression	Innocenti-Brown-2011
HLA-DMA	HLA-DRA	0.007901707	Co-expression	Innocenti-Brown-2011
HLA-DMA	IL10RA	0.011756018	Co-expression	Innocenti-Brown-2011
HLA-DMA	HLA-DMB	0.015166451	Co-expression	Innocenti-Brown-2011
HLA-DMA	CD74	0.0070519918	Co-expression	Innocenti-Brown-2011
HLA-DMA	HLA-DPB1	0.011371054	Co-expression	Innocenti-Brown-2011
CSF1R	HLA-DRB5	0.007201914	Co-expression	Innocenti-Brown-2011
CSF1R	CR1	0.008738332	Co-expression	Innocenti-Brown-2011
CSF1R	CD33	0.0051472816	Co-expression	Innocenti-Brown-2011
CSF1R	HLA-DRB1	0.0042583216	Co-expression	Innocenti-Brown-2011
CSF1R	HLA-DRA	0.0041165496	Co-expression	Innocenti-Brown-2011
CSF1R	IL10RA	0.008754125	Co-expression	Innocenti-Brown-2011
CSF1R	HLA-DMB	0.008580319	Co-expression	Innocenti-Brown-2011
CSF1R	HLA-DPB1	0.006137998	Co-expression	Innocenti-Brown-2011
CSF1R	HLA-DMA	0.004940272	Co-expression	Innocenti-Brown-2011
RORA	PLEKHA1	0.008879551	Co-expression	Wang-Cheung-2015
IL10	CARTPT	0.007002187	Co-expression	Wang-Cheung-2015
HLA-DRB1	HLA-DQB1	0.012409442	Co-expression	Wang-Cheung-2015
CLU	SCARA3	0.018735796	Co-expression	Wang-Cheung-2015
HLA-DRA	HLA-DRB1	0.021841751	Co-expression	Wang-Cheung-2015
MAPKAPK2	CLPTM1	0.009290385	Co-expression	Wang-Cheung-2015
CD74	HLA-DRB1	0.020190066	Co-expression	Wang-Cheung-2015
CD74	HLA-DRA	0.031960946	Co-expression	Wang-Cheung-2015
HLA-DPB1	IL10RA	0.01597905	Co-expression	Wang-Cheung-2015
CD226	CARTPT	0.005119401	Co-expression	Wang-Cheung-2015
HLA-DMA	HLA-DMB	0.025281122	Co-expression	Wang-Cheung-2015
CR2	CR1	0.014692526	Co-expression	Rieger-Chu-2004
PTK2B	PVRL2	0.008390885	Co-expression	Rieger-Chu-2004
PTK2B	CR2	0.005855295	Co-expression	Rieger-Chu-2004
SPI1	AP2A2	0.017638505	Co-expression	Rieger-Chu-2004
MAPKAPK2	PTK2B	0.010953479	Co-expression	Rieger-Chu-2004
MEF2C	PTK2B	0.0065479316	Co-expression	Rieger-Chu-2004
HLA-DMB	HLA-DRA	0.009153949	Co-expression	Rieger-Chu-2004
HLA-DMB	PTEN	0.0118259	Co-expression	Rieger-Chu-2004
SYNGR2	HLA-DQB1	0.018935956	Co-expression	Rieger-Chu-2004
SYNGR2	SPI1	0.015214283	Co-expression	Rieger-Chu-2004
SYNGR2	HLA-DMB	0.016040146	Co-expression	Rieger-Chu-2004
CD74	SPI1	0.0117235575	Co-expression	Rieger-Chu-2004
CD74	HLA-DRA	0.010413277	Co-expression	Rieger-Chu-2004
CD74	SYNGR2	0.010243486	Co-expression	Rieger-Chu-2004
HLA-DPB1	HLA-DRA	0.017594486	Co-expression	Rieger-Chu-2004
HLA-DPB1	HLA-DMB	0.016994305	Co-expression	Rieger-Chu-2004
HLA-DPB1	SYNGR2	0.0144858295	Co-expression	Rieger-Chu-2004
HLA-DPB1	CD74	0.013009827	Co-expression	Rieger-Chu-2004
CD226	HLA-DQB1	0.015418887	Co-expression	Rieger-Chu-2004
CD226	HLA-DMB	0.014784817	Co-expression	Rieger-Chu-2004
CD226	SYNGR2	0.015119034	Co-expression	Rieger-Chu-2004
HLA-DMA	HLA-DRA	0.009629485	Co-expression	Rieger-Chu-2004
HLA-DMA	HLA-DMB	0.021812923	Co-expression	Rieger-Chu-2004
HLA-DMA	SYNGR2	0.016816642	Co-expression	Rieger-Chu-2004
HLA-DMA	CD74	0.008264673	Co-expression	Rieger-Chu-2004
HLA-DMA	HLA-DPB1	0.016704187	Co-expression	Rieger-Chu-2004
CSF1R	CLU	0.007762262	Co-expression	Rieger-Chu-2004
CR2	CR1	0.035191987	Co-expression	Smirnov-Cheung-2009
HLA-DRB1	PVRL2	0.004822206	Co-expression	Smirnov-Cheung-2009
HLA-DRB1	CLPTM1	0.0018787396	Co-expression	Smirnov-Cheung-2009
MAPKAPK2	IL10	0.018245887	Co-expression	Smirnov-Cheung-2009
PSMC3	HLA-DRA	0.003670609	Co-expression	Smirnov-Cheung-2009
GTF2B	PSMC3	0.003931721	Co-expression	Smirnov-Cheung-2009
HLA-DMB	HLA-DQB1	0.008847424	Co-expression	Smirnov-Cheung-2009
HLA-DMB	HLA-DRA	0.0070386427	Co-expression	Smirnov-Cheung-2009
HLA-DMB	MAPKAPK2	0.009655235	Co-expression	Smirnov-Cheung-2009
SYNGR2	PSMC3	0.0061134803	Co-expression	Smirnov-Cheung-2009
SYNGR2	HLA-DMB	0.011242923	Co-expression	Smirnov-Cheung-2009
ARPC5	HLA-DRA	0.005493074	Co-expression	Smirnov-Cheung-2009
HLA-DPB1	HLA-DRA	0.015373497	Co-expression	Smirnov-Cheung-2009
HLA-DPB1	HLA-DMB	0.012559139	Co-expression	Smirnov-Cheung-2009
CD226	IL10	0.011647985	Co-expression	Smirnov-Cheung-2009
HLA-DMA	HLA-DQB1	0.00970036	Co-expression	Smirnov-Cheung-2009
HLA-DMA	HLA-DRA	0.009497954	Co-expression	Smirnov-Cheung-2009
HLA-DMA	HLA-DMB	0.010905556	Co-expression	Smirnov-Cheung-2009
HLA-DMA	SYNGR2	0.01209507	Co-expression	Smirnov-Cheung-2009
HLA-DMA	HLA-DPB1	0.016017888	Co-expression	Smirnov-Cheung-2009
HLA-DQB1	HLA-DRB5	0.004127266	Co-expression	Perou-Botstein-2000
HLA-DRB1	HLA-DRB5	0.004040633	Co-expression	Perou-Botstein-2000
HLA-DRB1	HLA-DQB1	0.0018653913	Co-expression	Perou-Botstein-2000
NR1H3	HLA-DQB1	0.004543296	Co-expression	Perou-Botstein-2000
NR1H3	HLA-DRB1	0.005329163	Co-expression	Perou-Botstein-2000
HLA-DRA	HLA-DRB5	0.0039439253	Co-expression	Perou-Botstein-2000
HLA-DRA	HLA-DQB1	0.0018836566	Co-expression	Perou-Botstein-2000
HLA-DRA	HLA-DRB1	0.0020288187	Co-expression	Perou-Botstein-2000
HLA-DRA	NR1H3	0.0048104865	Co-expression	Perou-Botstein-2000
MEF2C	SCARA3	0.007974541	Co-expression	Perou-Botstein-2000
MEF2C	HLA-DRB1	0.0029347115	Co-expression	Perou-Botstein-2000
IL10RA	HLA-DQB1	0.0027660246	Co-expression	Perou-Botstein-2000
IL10RA	HLA-DRB1	0.0026563227	Co-expression	Perou-Botstein-2000
IL10RA	HLA-DRA	0.002698934	Co-expression	Perou-Botstein-2000
PTPN1	AP2B1	0.006586789	Co-expression	Perou-Botstein-2000
HLA-DPB1	HLA-DRB5	0.004247675	Co-expression	Perou-Botstein-2000
HLA-DPB1	HLA-DQB1	0.0019346983	Co-expression	Perou-Botstein-2000
HLA-DPB1	HLA-DRB1	0.0019813862	Co-expression	Perou-Botstein-2000
HLA-DPB1	NR1H3	0.0051024156	Co-expression	Perou-Botstein-2000
HLA-DPB1	HLA-DRA	0.0020091129	Co-expression	Perou-Botstein-2000
HLA-DPB1	IL10RA	0.002634689	Co-expression	Perou-Botstein-2000
HLA-DMA	HLA-DRB5	0.0073063774	Co-expression	Perou-Botstein-2000
HLA-DMA	HLA-DQB1	0.0030495534	Co-expression	Perou-Botstein-2000
HLA-DMA	HLA-DRB1	0.003400564	Co-expression	Perou-Botstein-2000
HLA-DMA	NR1H3	0.009257678	Co-expression	Perou-Botstein-2000
HLA-DMA	HLA-DRA	0.0032829752	Co-expression	Perou-Botstein-2000
HLA-DMA	MEF2C	0.0051830285	Co-expression	Perou-Botstein-2000
HLA-DMA	HLA-DPB1	0.003497882	Co-expression	Perou-Botstein-2000
CSF1R	HLA-DRB5	0.0065567065	Co-expression	Perou-Botstein-2000
CSF1R	HLA-DQB1	0.0029944782	Co-expression	Perou-Botstein-2000
CSF1R	HLA-DRB1	0.0028652418	Co-expression	Perou-Botstein-2000
CSF1R	NR1H3	0.007306008	Co-expression	Perou-Botstein-2000
CSF1R	HLA-DRA	0.0028732484	Co-expression	Perou-Botstein-2000
CSF1R	MAPKAPK2	0.007344492	Co-expression	Perou-Botstein-2000
CSF1R	HLA-DPB1	0.00303899	Co-expression	Perou-Botstein-2000
CSF1R	HLA-DMA	0.004972408	Co-expression	Perou-Botstein-2000
RORA	PLEKHA1	0.010139677	Co-expression	Bahr-Bowler-2013
CLPTM1	AP2A2	0.006483937	Co-expression	Bahr-Bowler-2013
HLA-DRA	HLA-DQB1	0.014569459	Co-expression	Bahr-Bowler-2013
HLA-DRA	HLA-DRB1	0.019271083	Co-expression	Bahr-Bowler-2013
PSMC3	AP2A2	0.004280938	Co-expression	Bahr-Bowler-2013
PSMC3	CLPTM1	0.003240816	Co-expression	Bahr-Bowler-2013
HLA-DMB	CD33	0.010895925	Co-expression	Bahr-Bowler-2013
HLA-DMB	HLA-DRA	0.01941731	Co-expression	Bahr-Bowler-2013
HLA-DMB	MEF2C	0.0168844	Co-expression	Bahr-Bowler-2013
SYNGR2	HLA-DRA	0.012613868	Co-expression	Bahr-Bowler-2013
SYNGR2	RELB	0.016613612	Co-expression	Bahr-Bowler-2013
CD74	HLA-DRB1	0.02153259	Co-expression	Bahr-Bowler-2013
CD74	HLA-DRA	0.020013606	Co-expression	Bahr-Bowler-2013
CD74	RELB	0.017786164	Co-expression	Bahr-Bowler-2013
CD74	HLA-DMB	0.018313358	Co-expression	Bahr-Bowler-2013
CD74	SYNGR2	0.017871432	Co-expression	Bahr-Bowler-2013
HLA-DPB1	HLA-DRB1	0.021889579	Co-expression	Bahr-Bowler-2013
HLA-DPB1	HLA-DRA	0.021530217	Co-expression	Bahr-Bowler-2013
HLA-DPB1	HLA-DMB	0.024602424	Co-expression	Bahr-Bowler-2013
HLA-DPB1	SYNGR2	0.01569065	Co-expression	Bahr-Bowler-2013
HLA-DPB1	CD74	0.02345007	Co-expression	Bahr-Bowler-2013
HLA-DMA	HLA-DQB1	0.015238834	Co-expression	Bahr-Bowler-2013
HLA-DMA	HLA-DRB1	0.022027234	Co-expression	Bahr-Bowler-2013
HLA-DMA	HLA-DRA	0.020612894	Co-expression	Bahr-Bowler-2013
HLA-DMA	RELB	0.018217692	Co-expression	Bahr-Bowler-2013
HLA-DMA	HLA-DMB	0.021950297	Co-expression	Bahr-Bowler-2013
HLA-DMA	SYNGR2	0.016671598	Co-expression	Bahr-Bowler-2013
HLA-DMA	CD74	0.02342163	Co-expression	Bahr-Bowler-2013
HLA-DMA	HLA-DPB1	0.024435041	Co-expression	Bahr-Bowler-2013
CLPTM1L	PSMC3	0.006218685	Co-expression	Bahr-Bowler-2013
HLA-DQB1	HLA-DRB5	0.005824443	Co-expression	Chen-Brown-2002
HLA-DRB1	HLA-DRB5	0.008706765	Co-expression	Chen-Brown-2002
