"Entity.1","Entity.2","source","target"
"ADCY7","ADCY3",145,1
"ITPR3","TRPC1",27,134
"ADCY9","ADCY4",146,167
"ADCY9","ADCY2",146,144
"ADCY9","ADCY3",146,1
"ADCY9","ADCY7",146,145
"RYR1","RYR3",28,3
"RYR1","RYR2",28,6
"BDKRB2","AVPR1B",29,17
"PLCB2","ADCY7",31,145
"ADRB3","AVPR1B",147,17
"PTGER1","PTGER3",32,163
"PTGER1","PTGFR",32,14
"ATP2A2","ATP2B4",35,142
"AGTR1","BDKRB2",48,29
"ITPR1","RYR2",51,6
"ITPR1","TRPC1",51,134
"ITPR1","GRM1",51,33
"CHRM2","GNA14",136,10
"VDAC2","VDAC1",127,126
"TACR3","TACR1",57,15
"PPP3CC","PPP3R2",148,150
"HTR2C","AVPR1B",59,17
"HTR2C","CHRM5",59,19
"HTR2C","ADRB3",59,147
"TBXA2R","AVPR1B",60,17
"ADRA1D","ADRA1A",61,18
"ADRA1B","ADRA1A",64,18
"SLC25A4","SLC25A31",137,182
"SLC25A4","ATP2A2",137,35
"CCKAR","CCKBR",68,165
"CCKAR","HTR7",68,175
"SLC25A6","SLC25A31",69,182
"ITPKB","ITPKA",70,65
"PPP3CB","PPP3R2",71,150
"HTR2A","HTR7",72,175
"GNAQ","HTR6",73,179
"DRD1","GRIN1",138,39
"GNA11","ADCY9",77,146
"GNA11","GNAQ",77,73
"SLC25A5","SLC25A31",78,182
"ERBB4","GRIN1",140,39
"CAMK2B","ITPKA",79,65
"MYLK","CAMK2G",81,135
"GNA15","CHRM2",83,136
"PHKG2","PHKG1",86,38
"PRKX","PRKACG",87,84
"NOS1","BDKRB2",88,29
"NOS1","NOS2",88,80
"GRIN2A","GRIN2C",90,47
"GRIN2A","GRIN2D",90,74
"GRIN2A","CAMK2B",90,79
"NOS3","AGTR1",91,48
"NOS3","EDNRB",91,55
"NOS3","NOS2",91,80
"NOS3","NOS1",91,88
"CAMK2A","GRIN2A",92,90
"F2R","TACR1",93,15
"GNAS","GNAQ",96,73
"GNAS","LHCGR",96,75
"GNAS","GNA11",96,77
"PTK2B","GRIN2A",97,90
"PTK2B","ERBB2",97,94
"PLCG1","PLCG2",98,95
"PPP3CA","PPP3R2",99,150
"PPP3CA","ATP2B4",99,142
"PPP3CA","ITPR1",99,51
"PRKCA","ATP2B2",100,143
"PRKCA","PLCB1",100,63
"ERBB3","ERBB4",101,140
"ERBB3","PTK2B",101,97
"ADRB2","GNA14",105,10
"ADRB2","ADRB3",105,147
"ADRB2","GNA11",105,77
"PRKACA","PRKACG",106,84
"EGFR","AGTR1",107,48
"EGFR","ERBB4",107,140
"EGFR","PTK2B",107,97
"EGFR","PDGFRB",107,104
"EGFR","PRKACA",107,106
"ADCY5","ADCY4",109,167
"ADCY5","ADCY2",109,144
"ADCY5","ADCY3",109,1
"ADCY5","ADCY7",109,145
"ADCY5","ADCY9",109,146
"ADCY5","GNAS",109,96
"ADCY5","PRKCA",109,100
"TAC1","TACR3",111,57
"TOMM40","VDAC1",129,126
"TAC3","TACR1",114,15
"TAC3","TACR2",114,181
"GRIA1","TRPC1",116,134
"GUCY1B3","GUCY1A2",120,115
"GRIA2","GRIA1",121,116
"GNAZ","DRD5",122,178
"GNAI3","GNAQ",123,73
"GNAI3","GNA11",123,77
"GNAI2","EDNRA",124,67
"GNAI2","GNAQ",124,73
"GNAI2","LHCGR",124,75
"GNAI2","GNA11",124,77
"GNAI2","F2R",124,93
"GNAI2","EGFR",124,107
"GRM5","ADORA2A",40,176
"PPID","VDAC3",149,183
"SLC25A6","VDAC3",69,183
"SLC25A6","PPID",69,149
"PPP3R1","PPP3CC",76,148
"PPP3CA","PPP3CC",99,148
"PPP3CA","PPP3R1",99,76
"PRKACB","VDAC3",103,183
"PRKACB","SLC25A6",103,69
"PPP3R1","PPP3CC",76,148
"PPP3CA","PPP3CC",99,148
"PPP3CA","PPP3R1",99,76
"DRD1","GRIN1",138,39
"NOS1","ADRA1A",88,18
"NOS1","ADRA1D",88,61
"GRIN2A","GRIN1",90,39
"ERBB2","ERBB4",94,140
"PLCG1","BDKRB2",98,29
"ERBB3","ERBB2",101,94
"ADCY5","ADCY2",109,144
"GRIA1","CAMK2A",116,92
"GRIA2","GRIA1",121,116
"GNAQ","PLCB4",73,46
"PLCD4","CACNA1H",25,22
"SLC25A6","VDAC1",69,126
"SLC25A6","VDAC2",69,127
"SLC25A6","SLC25A4",69,137
"SLC25A5","VDAC1",78,126
"SLC25A5","VDAC2",78,127
"SLC25A5","SLC25A4",78,137
"PLCG1","CACNA1H",98,22
"CYCS","SLC25A6",113,69
"CYCS","SLC25A5",113,78
"PPP3R1","PPP3CC",76,148
"PPP3CA","PPP3R1",99,76
"PDGFRB","PLCG1",104,98
"ADRB2","GNAS",105,96
"ATP2B2","ATP2B4",143,142
"PPP3R1","PPP3CC",76,148
"PPP3CA","PPP3R1",99,76
"GRIN1","GRM1",39,33
"PLCB1","GRIN1",63,39
"ITPKA","GRIN1",65,39
"CAMK2B","GRIN1",79,39
"NOS1","GRIN1",88,39
"PRKCG","GRIN1",89,39
"GRIN2A","GRIN1",90,39
"CAMK2A","GRIN1",92,39
"CAMK2A","CAMK2B",92,79
"PTK2B","GRIN1",97,39
"PLCG1","GRIN1",98,39
"PPP3CA","GRIN1",99,39
"PRKCB","GRIN1",102,39
"PRKACB","GRIN1",103,39
"PRKACA","GRIN1",106,39
"GRIA2","GRIA1",121,116
"PPP3R1","PPP3CC",76,148
"PPP3CA","PPP3CC",99,148
"PPP3CA","PPP3R1",99,76
"TOMM40","VDAC3",129,183
"GNAI3","PLCD1",123,168
"GNAI3","PLCG1",123,98
"CAMK2B","GRIN1",79,39
"GRIN2A","GRIN1",90,39
"CAMK2A","GRIN1",92,39
"PPP3CA","GRIN1",99,39
"PRKACA","ADRB1",106,177
"GRIA1","ADRB2",116,105
"GRIA2","GRIA1",121,116
