Gene 1	Gene 2	Weight	Network group	Network
CFI	C6	0.0046467986	Co-expression	Innocenti-Brown-2011
CFI	C4BPA	0.0065741017	Co-expression	Innocenti-Brown-2011
CFI	F10	0.009892431	Co-expression	Innocenti-Brown-2011
CFI	C9	0.006054894	Co-expression	Innocenti-Brown-2011
CFI	CFH	0.013037889	Co-expression	Innocenti-Brown-2011
CFI	C3	0.006137612	Co-expression	Innocenti-Brown-2011
CFI	C8A	0.0056060497	Co-expression	Innocenti-Brown-2011
CFI	SERPIND1	0.0054184627	Co-expression	Innocenti-Brown-2011
CFI	SERPING1	0.006103365	Co-expression	Innocenti-Brown-2011
CFI	C5	0.005368799	Co-expression	Innocenti-Brown-2011
SERPINA1	FGA	0.016804917	Co-expression	Innocenti-Brown-2011
SERPINA1	FGG	0.021367209	Co-expression	Innocenti-Brown-2011
SERPINA1	CFB	0.015430209	Co-expression	Innocenti-Brown-2011
SERPINA1	C4BPA	0.011647289	Co-expression	Innocenti-Brown-2011
SERPINA1	C3	0.011330301	Co-expression	Innocenti-Brown-2011
SERPINA1	SERPING1	0.012139317	Co-expression	Innocenti-Brown-2011
F2	FGA	0.013373363	Co-expression	Innocenti-Brown-2011
F2	FGG	0.016286483	Co-expression	Innocenti-Brown-2011
F2	C2	0.01347672	Co-expression	Innocenti-Brown-2011
F2	F5	0.017014941	Co-expression	Innocenti-Brown-2011
F2	C1R	0.014065807	Co-expression	Innocenti-Brown-2011
F2	C1S	0.014995762	Co-expression	Innocenti-Brown-2011
F2	CFB	0.012262703	Co-expression	Innocenti-Brown-2011
F2	C6	0.0057181	Co-expression	Innocenti-Brown-2011
F2	C4BPA	0.010739471	Co-expression	Innocenti-Brown-2011
F2	F12	0.016542176	Co-expression	Innocenti-Brown-2011
F2	C9	0.008153674	Co-expression	Innocenti-Brown-2011
F2	CFH	0.015650505	Co-expression	Innocenti-Brown-2011
F2	C3	0.010197128	Co-expression	Innocenti-Brown-2011
F2	C8A	0.00895546	Co-expression	Innocenti-Brown-2011
F2	SERPING1	0.008624154	Co-expression	Innocenti-Brown-2011
F2	C5	0.0075837867	Co-expression	Innocenti-Brown-2011
F2	CFI	0.0087973485	Co-expression	Innocenti-Brown-2011
CLU	C6	0.008024676	Co-expression	Innocenti-Brown-2011
CLU	SERPIND1	0.011745577	Co-expression	Innocenti-Brown-2011
CLU	C5	0.0111880815	Co-expression	Innocenti-Brown-2011
PLAU	BDKRB2	0.004114694	Co-expression	Innocenti-Brown-2011
SERPINC1	FGA	0.009266143	Co-expression	Innocenti-Brown-2011
SERPINC1	FGG	0.013104421	Co-expression	Innocenti-Brown-2011
SERPINC1	F5	0.012932766	Co-expression	Innocenti-Brown-2011
SERPINC1	C1R	0.0113439	Co-expression	Innocenti-Brown-2011
SERPINC1	C1S	0.012189453	Co-expression	Innocenti-Brown-2011
SERPINC1	CFB	0.008993234	Co-expression	Innocenti-Brown-2011
SERPINC1	C6	0.0046158424	Co-expression	Innocenti-Brown-2011
SERPINC1	C4BPA	0.007990444	Co-expression	Innocenti-Brown-2011
SERPINC1	F12	0.013010295	Co-expression	Innocenti-Brown-2011
SERPINC1	C9	0.0068458593	Co-expression	Innocenti-Brown-2011
SERPINC1	CFH	0.012777648	Co-expression	Innocenti-Brown-2011
SERPINC1	C3	0.007612819	Co-expression	Innocenti-Brown-2011
SERPINC1	C8A	0.0069990414	Co-expression	Innocenti-Brown-2011
SERPINC1	C5	0.0058498895	Co-expression	Innocenti-Brown-2011
SERPINC1	CFI	0.007226505	Co-expression	Innocenti-Brown-2011
SERPINC1	F2	0.011901778	Co-expression	Innocenti-Brown-2011
F11	VTN	0.013059225	Co-expression	Innocenti-Brown-2011
F11	C8G	0.008188039	Co-expression	Innocenti-Brown-2011
F11	C9	0.006462473	Co-expression	Innocenti-Brown-2011
F11	C8A	0.0072077042	Co-expression	Innocenti-Brown-2011
F11	C5	0.006123561	Co-expression	Innocenti-Brown-2011
F11	CLU	0.01713952	Co-expression	Innocenti-Brown-2011
KLKB1	F5	0.0069112284	Co-expression	Innocenti-Brown-2011
KLKB1	MBL2	0.008183441	Co-expression	Innocenti-Brown-2011
KLKB1	F13B	0.0042733643	Co-expression	Innocenti-Brown-2011
KLKB1	SERPINA5	0.008117737	Co-expression	Innocenti-Brown-2011
KLKB1	F10	0.0061321342	Co-expression	Innocenti-Brown-2011
KLKB1	SERPIND1	0.004072169	Co-expression	Innocenti-Brown-2011
KLKB1	F11	0.004592994	Co-expression	Innocenti-Brown-2011
CPB2	MASP2	0.008173922	Co-expression	Innocenti-Brown-2011
CPB2	FGA	0.007459002	Co-expression	Innocenti-Brown-2011
CPB2	PROS1	0.009938184	Co-expression	Innocenti-Brown-2011
CPB2	FGG	0.009233153	Co-expression	Innocenti-Brown-2011
CPB2	C2	0.0075966385	Co-expression	Innocenti-Brown-2011
CPB2	F5	0.009310079	Co-expression	Innocenti-Brown-2011
CPB2	C1R	0.008908338	Co-expression	Innocenti-Brown-2011
CPB2	C1S	0.008414553	Co-expression	Innocenti-Brown-2011
CPB2	CFB	0.0071999347	Co-expression	Innocenti-Brown-2011
CPB2	C6	0.0036107777	Co-expression	Innocenti-Brown-2011
CPB2	C4BPA	0.006427715	Co-expression	Innocenti-Brown-2011
CPB2	F12	0.007999142	Co-expression	Innocenti-Brown-2011
CPB2	C9	0.0051740124	Co-expression	Innocenti-Brown-2011
CPB2	CFH	0.009495301	Co-expression	Innocenti-Brown-2011
CPB2	C3	0.0057240524	Co-expression	Innocenti-Brown-2011
CPB2	C8A	0.0053288355	Co-expression	Innocenti-Brown-2011
CPB2	SERPING1	0.0048153405	Co-expression	Innocenti-Brown-2011
CPB2	C5	0.0044898735	Co-expression	Innocenti-Brown-2011
CPB2	CFI	0.0055409055	Co-expression	Innocenti-Brown-2011
CPB2	F2	0.008472189	Co-expression	Innocenti-Brown-2011
CPB2	CLU	0.009559312	Co-expression	Innocenti-Brown-2011
CPB2	SERPINC1	0.006570993	Co-expression	Innocenti-Brown-2011
F9	MASP2	0.009605962	Co-expression	Innocenti-Brown-2011
F9	FGB	0.009905998	Co-expression	Innocenti-Brown-2011
F9	FGG	0.009441108	Co-expression	Innocenti-Brown-2011
F9	F5	0.011136389	Co-expression	Innocenti-Brown-2011
F9	C1R	0.009199986	Co-expression	Innocenti-Brown-2011
F9	F13B	0.0057107923	Co-expression	Innocenti-Brown-2011
F9	C6	0.0042591556	Co-expression	Innocenti-Brown-2011
F9	F12	0.010819482	Co-expression	Innocenti-Brown-2011
F9	C9	0.0065588322	Co-expression	Innocenti-Brown-2011
F9	C8A	0.0064701797	Co-expression	Innocenti-Brown-2011
F9	C5	0.00509552	Co-expression	Innocenti-Brown-2011
F9	CFI	0.0059990217	Co-expression	Innocenti-Brown-2011
F9	F2	0.009028139	Co-expression	Innocenti-Brown-2011
F9	CLU	0.013815474	Co-expression	Innocenti-Brown-2011
F9	SERPINC1	0.007812762	Co-expression	Innocenti-Brown-2011
F9	F11	0.008451751	Co-expression	Innocenti-Brown-2011
F9	CPB2	0.005985006	Co-expression	Innocenti-Brown-2011
F13A1	CD59	0.016281802	Co-expression	Innocenti-Brown-2011
SERPINF2	MASP2	0.0057907016	Co-expression	Innocenti-Brown-2011
SERPINF2	VTN	0.007427807	Co-expression	Innocenti-Brown-2011
SERPINF2	C8B	0.004481435	Co-expression	Innocenti-Brown-2011
C1QB	C1QC	0.010133642	Co-expression	Innocenti-Brown-2011
C1QB	C3AR1	0.015767623	Co-expression	Innocenti-Brown-2011
C1QB	CFD	0.015598047	Co-expression	Innocenti-Brown-2011
C1QB	C1QA	0.009140438	Co-expression	Innocenti-Brown-2011
PLG	PROS1	0.012805908	Co-expression	Innocenti-Brown-2011
PLG	VTN	0.011726599	Co-expression	Innocenti-Brown-2011
PLG	C2	0.010208041	Co-expression	Innocenti-Brown-2011
PLG	F5	0.013044657	Co-expression	Innocenti-Brown-2011
PLG	C1R	0.010025335	Co-expression	Innocenti-Brown-2011
PLG	C1S	0.011447787	Co-expression	Innocenti-Brown-2011
PLG	C6	0.0047865394	Co-expression	Innocenti-Brown-2011
PLG	F10	0.011378634	Co-expression	Innocenti-Brown-2011
PLG	F12	0.012367459	Co-expression	Innocenti-Brown-2011
PLG	C9	0.006081435	Co-expression	Innocenti-Brown-2011
PLG	CFH	0.012284924	Co-expression	Innocenti-Brown-2011
PLG	C3	0.0067149648	Co-expression	Innocenti-Brown-2011
PLG	C8A	0.0065383394	Co-expression	Innocenti-Brown-2011
PLG	SERPIND1	0.0066288863	Co-expression	Innocenti-Brown-2011
PLG	C5	0.006214299	Co-expression	Innocenti-Brown-2011
PLG	CFI	0.0068535698	Co-expression	Innocenti-Brown-2011
PLG	F2	0.010311236	Co-expression	Innocenti-Brown-2011
PLG	CLU	0.015837898	Co-expression	Innocenti-Brown-2011
PLG	SERPINC1	0.008153748	Co-expression	Innocenti-Brown-2011
PLG	F11	0.008360688	Co-expression	Innocenti-Brown-2011
PLG	CPB2	0.0056011435	Co-expression	Innocenti-Brown-2011
PLG	F9	0.007203654	Co-expression	Innocenti-Brown-2011
PROC	F5	0.011714375	Co-expression	Innocenti-Brown-2011
PROC	C6	0.004245694	Co-expression	Innocenti-Brown-2011
PROC	F12	0.01108063	Co-expression	Innocenti-Brown-2011
PROC	F9	0.005795738	Co-expression	Innocenti-Brown-2011
KNG1	MASP1	0.0095945	Co-expression	Innocenti-Brown-2011
KNG1	PROS1	0.01231792	Co-expression	Innocenti-Brown-2011
KNG1	C2	0.008506947	Co-expression	Innocenti-Brown-2011
KNG1	F5	0.01093122	Co-expression	Innocenti-Brown-2011
KNG1	C1R	0.009264246	Co-expression	Innocenti-Brown-2011
KNG1	C1S	0.011523171	Co-expression	Innocenti-Brown-2011
KNG1	CFB	0.00681332	Co-expression	Innocenti-Brown-2011
KNG1	C6	0.0042246855	Co-expression	Innocenti-Brown-2011
KNG1	C4BPA	0.0060008583	Co-expression	Innocenti-Brown-2011
KNG1	F10	0.010289286	Co-expression	Innocenti-Brown-2011
KNG1	C9	0.005577586	Co-expression	Innocenti-Brown-2011
KNG1	CFH	0.01156721	Co-expression	Innocenti-Brown-2011
KNG1	C3	0.005879436	Co-expression	Innocenti-Brown-2011
KNG1	C8A	0.005443922	Co-expression	Innocenti-Brown-2011
KNG1	SERPIND1	0.0058892523	Co-expression	Innocenti-Brown-2011
KNG1	SERPING1	0.0056090956	Co-expression	Innocenti-Brown-2011
KNG1	C5	0.0053939396	Co-expression	Innocenti-Brown-2011
KNG1	CFI	0.006679347	Co-expression	Innocenti-Brown-2011
KNG1	F2	0.008734326	Co-expression	Innocenti-Brown-2011
KNG1	CLU	0.011578281	Co-expression	Innocenti-Brown-2011
KNG1	SERPINC1	0.007107719	Co-expression	Innocenti-Brown-2011
KNG1	KLKB1	0.0036871985	Co-expression	Innocenti-Brown-2011
KNG1	CPB2	0.004962471	Co-expression	Innocenti-Brown-2011
KNG1	F9	0.0057787364	Co-expression	Innocenti-Brown-2011
KNG1	PLG	0.0074194083	Co-expression	Innocenti-Brown-2011
PLAT	PLAU	0.0035557905	Co-expression	Innocenti-Brown-2011
PLAT	F3	0.0044145565	Co-expression	Innocenti-Brown-2011
PLAUR	BDKRB2	0.004010493	Co-expression	Innocenti-Brown-2011
PLAUR	PLAU	0.0039433544	Co-expression	Innocenti-Brown-2011
HRG	F13B	0.008558729	Co-expression	Innocenti-Brown-2011
HRG	F12	0.016109064	Co-expression	Innocenti-Brown-2011
HRG	C9	0.007581703	Co-expression	Innocenti-Brown-2011
HRG	CFH	0.015710901	Co-expression	Innocenti-Brown-2011
HRG	SERPIND1	0.009439446	Co-expression	Innocenti-Brown-2011
HRG	CLU	0.02031287	Co-expression	Innocenti-Brown-2011
HRG	SERPINC1	0.010478891	Co-expression	Innocenti-Brown-2011
HRG	F11	0.010649806	Co-expression	Innocenti-Brown-2011
HRG	F9	0.008843657	Co-expression	Innocenti-Brown-2011
HRG	PLG	0.011199647	Co-expression	Innocenti-Brown-2011
HRG	KNG1	0.009191047	Co-expression	Innocenti-Brown-2011
CFP	C1QC	0.0070126047	Co-expression	Innocenti-Brown-2011
CFP	CFD	0.01473972	Co-expression	Innocenti-Brown-2011
CFP	C1QA	0.006999619	Co-expression	Innocenti-Brown-2011
CFP	C1QB	0.01123356	Co-expression	Innocenti-Brown-2011
APOH	FGA	0.012958556	Co-expression	Innocenti-Brown-2011
APOH	FGB	0.015423329	Co-expression	Innocenti-Brown-2011
APOH	FGG	0.019896088	Co-expression	Innocenti-Brown-2011
APOH	C1R	0.0138053605	Co-expression	Innocenti-Brown-2011
APOH	CFB	0.012009359	Co-expression	Innocenti-Brown-2011
APOH	C4BPA	0.011315587	Co-expression	Innocenti-Brown-2011
APOH	F12	0.014048446	Co-expression	Innocenti-Brown-2011
APOH	C9	0.008233366	Co-expression	Innocenti-Brown-2011
APOH	CFH	0.014934429	Co-expression	Innocenti-Brown-2011
APOH	C3	0.010281258	Co-expression	Innocenti-Brown-2011
APOH	C8A	0.009218494	Co-expression	Innocenti-Brown-2011
APOH	C5	0.0067926887	Co-expression	Innocenti-Brown-2011
APOH	CFI	0.00807123	Co-expression	Innocenti-Brown-2011
APOH	F2	0.0149652455	Co-expression	Innocenti-Brown-2011
APOH	SERPINC1	0.012169601	Co-expression	Innocenti-Brown-2011
APOH	CPB2	0.008171103	Co-expression	Innocenti-Brown-2011
APOH	F9	0.009414876	Co-expression	Innocenti-Brown-2011
APOH	PLG	0.009233751	Co-expression	Innocenti-Brown-2011
APOH	KNG1	0.008008294	Co-expression	Innocenti-Brown-2011
APOH	HRG	0.012458129	Co-expression	Innocenti-Brown-2011
GGCX	C4BPA	0.012885623	Co-expression	Innocenti-Brown-2011
GGCX	C9	0.01082534	Co-expression	Innocenti-Brown-2011
GGCX	C8A	0.011229361	Co-expression	Innocenti-Brown-2011
GGCX	C5	0.00945996	Co-expression	Innocenti-Brown-2011
GGCX	F11	0.013887756	Co-expression	Innocenti-Brown-2011
GGCX	CPB2	0.010467842	Co-expression	Innocenti-Brown-2011
GGCX	F9	0.012621018	Co-expression	Innocenti-Brown-2011
SERPINA7	MASP2	0.010982691	Co-expression	Innocenti-Brown-2011
SERPINA7	PROS1	0.0152987	Co-expression	Innocenti-Brown-2011
SERPINA7	FGG	0.011056693	Co-expression	Innocenti-Brown-2011
SERPINA7	C2	0.011148057	Co-expression	Innocenti-Brown-2011
SERPINA7	C1R	0.010717122	Co-expression	Innocenti-Brown-2011
SERPINA7	F13B	0.0064729643	Co-expression	Innocenti-Brown-2011
SERPINA7	CFB	0.009512219	Co-expression	Innocenti-Brown-2011
SERPINA7	C6	0.0048128795	Co-expression	Innocenti-Brown-2011
SERPINA7	SERPINA5	0.013005884	Co-expression	Innocenti-Brown-2011
SERPINA7	C4BPA	0.0084889075	Co-expression	Innocenti-Brown-2011
SERPINA7	F10	0.011192097	Co-expression	Innocenti-Brown-2011
SERPINA7	C9	0.0071011675	Co-expression	Innocenti-Brown-2011
SERPINA7	CFH	0.013222968	Co-expression	Innocenti-Brown-2011
SERPINA7	C3	0.007322025	Co-expression	Innocenti-Brown-2011
SERPINA7	C8A	0.006840014	Co-expression	Innocenti-Brown-2011
SERPINA7	C5	0.005918165	Co-expression	Innocenti-Brown-2011
SERPINA7	CFI	0.0072874436	Co-expression	Innocenti-Brown-2011
SERPINA7	F2	0.010065756	Co-expression	Innocenti-Brown-2011
SERPINA7	SERPINC1	0.0075307577	Co-expression	Innocenti-Brown-2011
SERPINA7	CPB2	0.005875713	Co-expression	Innocenti-Brown-2011
SERPINA7	PLG	0.0074453396	Co-expression	Innocenti-Brown-2011
SERPINA7	KNG1	0.0070551625	Co-expression	Innocenti-Brown-2011
SERPINA7	APOH	0.009921213	Co-expression	Innocenti-Brown-2011
SERPINA7	GGCX	0.014008946	Co-expression	Innocenti-Brown-2011
FGL1	MASP2	0.0145257255	Co-expression	Innocenti-Brown-2011
FGL1	FGA	0.01639215	Co-expression	Innocenti-Brown-2011
FGL1	FGB	0.014143168	Co-expression	Innocenti-Brown-2011
FGL1	FGG	0.02171394	Co-expression	Innocenti-Brown-2011
FGL1	C2	0.01480976	Co-expression	Innocenti-Brown-2011
FGL1	CFB	0.014034943	Co-expression	Innocenti-Brown-2011
FGL1	C4BPB	0.008739124	Co-expression	Innocenti-Brown-2011
FGL1	C4BPA	0.013131195	Co-expression	Innocenti-Brown-2011
FGL1	C9	0.008659139	Co-expression	Innocenti-Brown-2011
FGL1	C3	0.011470366	Co-expression	Innocenti-Brown-2011
FGL1	C8A	0.010156049	Co-expression	Innocenti-Brown-2011
FGL1	C5	0.007759469	Co-expression	Innocenti-Brown-2011
FGL1	F2	0.015498747	Co-expression	Innocenti-Brown-2011
FGL1	SERPINC1	0.011747913	Co-expression	Innocenti-Brown-2011
FGL1	CPB2	0.008910024	Co-expression	Innocenti-Brown-2011
FGL1	F9	0.009625798	Co-expression	Innocenti-Brown-2011
FGL1	PLG	0.009498974	Co-expression	Innocenti-Brown-2011
FGL1	KNG1	0.0076942504	Co-expression	Innocenti-Brown-2011
