Gene 1	Gene 2	Weight	Network group	Network
PIK3R5	ADCY5	0.006438162	Co-expression	Ramaswamy-Golub-2001
SHC3	CCL1	0.012872684	Co-expression	Ramaswamy-Golub-2001
SHC3	CXCR1	0.01838971	Co-expression	Ramaswamy-Golub-2001
CXCR4	GNB4	0.016140385	Co-expression	Ramaswamy-Golub-2001
CXCR4	PRKX	0.013726453	Co-expression	Ramaswamy-Golub-2001
PIK3R3	GNG11	0.018927658	Co-expression	Ramaswamy-Golub-2001
GRK4	CCL1	0.016100056	Co-expression	Ramaswamy-Golub-2001
AKT3	ADCY2	0.016912635	Co-expression	Ramaswamy-Golub-2001
PLCB2	CCR9	0.0022935697	Co-expression	Ramaswamy-Golub-2001
PIK3R2	CCR3	0.0066348705	Co-expression	Ramaswamy-Golub-2001
PIK3R2	CCR9	0.0011743737	Co-expression	Ramaswamy-Golub-2001
GNB3	CCR9	0.0022439964	Co-expression	Ramaswamy-Golub-2001
GNB3	PIK3R2	0.0027678306	Co-expression	Ramaswamy-Golub-2001
PIK3CD	PLCB2	0.014089938	Co-expression	Ramaswamy-Golub-2001
PIK3CD	PIK3R2	0.0060890317	Co-expression	Ramaswamy-Golub-2001
GRK6	CCR9	0.0037268498	Co-expression	Ramaswamy-Golub-2001
GRK6	CCR5	0.014113202	Co-expression	Ramaswamy-Golub-2001
NCF1	CCL23	0.01190612	Co-expression	Ramaswamy-Golub-2001
NCF1	CCL5	0.015873091	Co-expression	Ramaswamy-Golub-2001
GNGT1	XCL1	0.011589157	Co-expression	Ramaswamy-Golub-2001
STAT5B	CCR9	0.005683521	Co-expression	Ramaswamy-Golub-2001
ELMO1	GNG2	0.012554879	Co-expression	Ramaswamy-Golub-2001
ELMO1	PREX1	0.021456592	Co-expression	Ramaswamy-Golub-2001
GRK5	GRK4	0.022756746	Co-expression	Ramaswamy-Golub-2001
ITK	CCR9	0.0029426496	Co-expression	Ramaswamy-Golub-2001
ITK	CCR5	0.01038722	Co-expression	Ramaswamy-Golub-2001
PIK3CG	CCR9	0.0022046824	Co-expression	Ramaswamy-Golub-2001
PIK3CG	PRKX	0.010242938	Co-expression	Ramaswamy-Golub-2001
PIK3CG	STAT2	0.011262856	Co-expression	Ramaswamy-Golub-2001
GNB2	STAT2	0.011269275	Co-expression	Ramaswamy-Golub-2001
FGR	CX3CR1	0.017956872	Co-expression	Ramaswamy-Golub-2001
ADRBK1	XCL1	0.0054462547	Co-expression	Ramaswamy-Golub-2001
ADRBK1	ADCY8	0.0084168045	Co-expression	Ramaswamy-Golub-2001
ADRBK1	CXCR5	0.008154059	Co-expression	Ramaswamy-Golub-2001
ADRBK1	GRK4	0.011461481	Co-expression	Ramaswamy-Golub-2001
ADRBK1	GNGT1	0.010495247	Co-expression	Ramaswamy-Golub-2001
ADRBK1	GRK5	0.010606827	Co-expression	Ramaswamy-Golub-2001
PRKCB	DOCK2	0.011282521	Co-expression	Ramaswamy-Golub-2001
PTK2B	PRKX	0.012848647	Co-expression	Ramaswamy-Golub-2001
PTK2B	CXCR4	0.008710415	Co-expression	Ramaswamy-Golub-2001
PTK2B	STAT2	0.01423559	Co-expression	Ramaswamy-Golub-2001
PTK2B	JAK3	0.008235918	Co-expression	Ramaswamy-Golub-2001
PTK2B	PIK3CG	0.006816908	Co-expression	Ramaswamy-Golub-2001
GNAI1	GNB2	0.008434911	Co-expression	Ramaswamy-Golub-2001
WASL	CCR6	0.023719246	Co-expression	Ramaswamy-Golub-2001
GSK3A	PIK3R3	0.008425924	Co-expression	Ramaswamy-Golub-2001
PXN	GSK3A	0.0071837464	Co-expression	Ramaswamy-Golub-2001
NFKBIB	CXCL3	0.017233677	Co-expression	Ramaswamy-Golub-2001
NFKBIB	CXCL2	0.013545698	Co-expression	Ramaswamy-Golub-2001
NFKBIB	IL8	0.012208813	Co-expression	Ramaswamy-Golub-2001
WAS	CCL8	0.0054729236	Co-expression	Ramaswamy-Golub-2001
WAS	CCR3	0.0063683	Co-expression	Ramaswamy-Golub-2001
WAS	CCR7	0.004602373	Co-expression	Ramaswamy-Golub-2001
WAS	CCR9	0.0011641922	Co-expression	Ramaswamy-Golub-2001
WAS	PRKX	0.00465725	Co-expression	Ramaswamy-Golub-2001
WAS	PLCB2	0.0029222122	Co-expression	Ramaswamy-Golub-2001
WAS	PIK3R2	0.0014364138	Co-expression	Ramaswamy-Golub-2001
WAS	PIK3CD	0.0063511366	Co-expression	Ramaswamy-Golub-2001
WAS	BRAF	0.0032973206	Co-expression	Ramaswamy-Golub-2001
WAS	STAT5B	0.007273722	Co-expression	Ramaswamy-Golub-2001
WAS	ITK	0.0034960092	Co-expression	Ramaswamy-Golub-2001
WAS	PIK3CG	0.0027871628	Co-expression	Ramaswamy-Golub-2001
WAS	FGR	0.0042996174	Co-expression	Ramaswamy-Golub-2001
WAS	PTK2B	0.0031157234	Co-expression	Ramaswamy-Golub-2001
PRKCD	CCL23	0.015272735	Co-expression	Ramaswamy-Golub-2001
PRKCD	CCL5	0.017517094	Co-expression	Ramaswamy-Golub-2001
PRKCZ	CCL20	0.017218832	Co-expression	Ramaswamy-Golub-2001
PRKCZ	CX3CL1	0.013194005	Co-expression	Ramaswamy-Golub-2001
RAP1B	ROCK1	0.009437123	Co-expression	Ramaswamy-Golub-2001
PRKACA	GSK3A	0.012110423	Co-expression	Ramaswamy-Golub-2001
GNAI2	NCF1	0.009080238	Co-expression	Ramaswamy-Golub-2001
GNAI2	WAS	0.0028380405	Co-expression	Ramaswamy-Golub-2001
STAT1	CXCL11	0.024430528	Co-expression	Ramaswamy-Golub-2001
STAT1	CXCL10	0.020790786	Co-expression	Ramaswamy-Golub-2001
STAT1	CXCL9	0.014881285	Co-expression	Ramaswamy-Golub-2001
CHUK	CRKL	0.008765113	Co-expression	Ramaswamy-Golub-2001
VAV1	CCL8	0.008495673	Co-expression	Ramaswamy-Golub-2001
VAV1	CCR9	0.001767745	Co-expression	Ramaswamy-Golub-2001
VAV1	DOCK2	0.00528059	Co-expression	Ramaswamy-Golub-2001
VAV1	GRK6	0.0075444267	Co-expression	Ramaswamy-Golub-2001
VAV1	STAT5B	0.011321309	Co-expression	Ramaswamy-Golub-2001
VAV1	PIK3CG	0.004478129	Co-expression	Ramaswamy-Golub-2001
VAV1	PRKCB	0.006807018	Co-expression	Ramaswamy-Golub-2001
VAV1	PTK2B	0.0049777334	Co-expression	Ramaswamy-Golub-2001
VAV1	WAS	0.0022028142	Co-expression	Ramaswamy-Golub-2001
MAP2K1	GNB2	0.01231057	Co-expression	Ramaswamy-Golub-2001
PIK3CA	GNB4	0.025089554	Co-expression	Ramaswamy-Golub-2001
PIK3CA	PRKX	0.017827248	Co-expression	Ramaswamy-Golub-2001
PIK3CA	CXCR4	0.013961383	Co-expression	Ramaswamy-Golub-2001
PIK3CA	PIK3CG	0.009311869	Co-expression	Ramaswamy-Golub-2001
PIK3CA	VAV1	0.007165685	Co-expression	Ramaswamy-Golub-2001
CSK	DOCK2	0.007878666	Co-expression	Ramaswamy-Golub-2001
CSK	GNB2	0.0059040394	Co-expression	Ramaswamy-Golub-2001
CSK	PRKCB	0.009388083	Co-expression	Ramaswamy-Golub-2001
CSK	VAV1	0.0048000687	Co-expression	Ramaswamy-Golub-2001
RAF1	CCL8	0.0072112638	Co-expression	Ramaswamy-Golub-2001
RAF1	STAT5B	0.0093385605	Co-expression	Ramaswamy-Golub-2001
RAF1	GNB2	0.003498988	Co-expression	Ramaswamy-Golub-2001
RAF1	PRKCB	0.005285631	Co-expression	Ramaswamy-Golub-2001
RAF1	VAV1	0.0028146168	Co-expression	Ramaswamy-Golub-2001
RAF1	MAP2K1	0.007878516	Co-expression	Ramaswamy-Golub-2001
PAK1	VAV1	0.010784802	Co-expression	Ramaswamy-Golub-2001
PAK1	RAF1	0.00865475	Co-expression	Ramaswamy-Golub-2001
PIK3R1	GNG11	0.016718283	Co-expression	Ramaswamy-Golub-2001
PIK3R1	PIK3R3	0.016784186	Co-expression	Ramaswamy-Golub-2001
PIK3R1	GSK3A	0.007804682	Co-expression	Ramaswamy-Golub-2001
MAPK3	CCL11	0.0062197614	Co-expression	Ramaswamy-Golub-2001
MAPK3	CXCR2	0.006564088	Co-expression	Ramaswamy-Golub-2001
MAPK3	CCR9	0.0012193472	Co-expression	Ramaswamy-Golub-2001
MAPK3	STAT2	0.0061055017	Co-expression	Ramaswamy-Golub-2001
MAPK3	GRK6	0.005028398	Co-expression	Ramaswamy-Golub-2001
MAPK3	GNAI1	0.004650516	Co-expression	Ramaswamy-Golub-2001
MAPK3	RAF1	0.0020158333	Co-expression	Ramaswamy-Golub-2001
STAT3	CXCL3	0.008914479	Co-expression	Ramaswamy-Golub-2001
STAT3	CCL22	0.01178268	Co-expression	Ramaswamy-Golub-2001
STAT3	CXCL2	0.007175035	Co-expression	Ramaswamy-Golub-2001
STAT3	CCL4	0.008808652	Co-expression	Ramaswamy-Golub-2001
STAT3	IL8	0.0066242744	Co-expression	Ramaswamy-Golub-2001
STAT3	CCR9	0.0022934913	Co-expression	Ramaswamy-Golub-2001
STAT3	PLCB2	0.0065171476	Co-expression	Ramaswamy-Golub-2001
STAT3	PIK3R2	0.0030465734	Co-expression	Ramaswamy-Golub-2001
STAT3	PIK3CD	0.0142254615	Co-expression	Ramaswamy-Golub-2001
STAT3	WAS	0.002957014	Co-expression	Ramaswamy-Golub-2001
CRK	PIK3R2	0.005669576	Co-expression	Ramaswamy-Golub-2001
GRB2	GNAI2	0.0151448175	Co-expression	Ramaswamy-Golub-2001
GRB2	CSK	0.015124658	Co-expression	Ramaswamy-Golub-2001
NFKBIA	CXCL3	0.008406393	Co-expression	Ramaswamy-Golub-2001
NFKBIA	CCL3	0.008598651	Co-expression	Ramaswamy-Golub-2001
NFKBIA	CXCL2	0.007875586	Co-expression	Ramaswamy-Golub-2001
NFKBIA	CCL4	0.008522763	Co-expression	Ramaswamy-Golub-2001
NFKBIA	IL8	0.007900164	Co-expression	Ramaswamy-Golub-2001
NFKBIA	PLCB2	0.006381375	Co-expression	Ramaswamy-Golub-2001
NFKBIA	PIK3R2	0.0028001284	Co-expression	Ramaswamy-Golub-2001
NFKBIA	NFKBIB	0.008913856	Co-expression	Ramaswamy-Golub-2001
NFKBIA	STAT3	0.006340504	Co-expression	Ramaswamy-Golub-2001
LYN	CXCL2	0.007850955	Co-expression	Ramaswamy-Golub-2001
LYN	IL8	0.007733179	Co-expression	Ramaswamy-Golub-2001
LYN	PLCB2	0.006623843	Co-expression	Ramaswamy-Golub-2001
LYN	PIK3CD	0.01469581	Co-expression	Ramaswamy-Golub-2001
LYN	NCF1	0.008422513	Co-expression	Ramaswamy-Golub-2001
LYN	PRKCD	0.009648245	Co-expression	Ramaswamy-Golub-2001
LYN	GNAI2	0.0073106554	Co-expression	Ramaswamy-Golub-2001
LYN	STAT3	0.0064294636	Co-expression	Ramaswamy-Golub-2001
LYN	NFKBIA	0.0073065823	Co-expression	Ramaswamy-Golub-2001
RELA	MAPK3	0.007247273	Co-expression	Ramaswamy-Golub-2001
HRAS	PRKCZ	0.01831594	Co-expression	Ramaswamy-Golub-2001
AKT1	PIK3R2	0.0028300134	Co-expression	Ramaswamy-Golub-2001
AKT1	PIK3CD	0.012788166	Co-expression	Ramaswamy-Golub-2001
AKT1	GNAI2	0.006164957	Co-expression	Ramaswamy-Golub-2001
AKT1	MAPK3	0.003063104	Co-expression	Ramaswamy-Golub-2001
AKT1	STAT3	0.00629297	Co-expression	Ramaswamy-Golub-2001
AKT1	NFKBIA	0.005942092	Co-expression	Ramaswamy-Golub-2001
AKT1	RELA	0.013539408	Co-expression	Ramaswamy-Golub-2001
RAC1	SHC1	0.005878595	Co-expression	Ramaswamy-Golub-2001
CDC42	GRB2	0.016945746	Co-expression	Ramaswamy-Golub-2001
RHOA	GNB2	0.0049178465	Co-expression	Ramaswamy-Golub-2001
RHOA	CSK	0.00541862	Co-expression	Ramaswamy-Golub-2001
RHOA	RAF1	0.003364738	Co-expression	Ramaswamy-Golub-2001
RHOA	GRB2	0.011740164	Co-expression	Ramaswamy-Golub-2001
GNB1	GNB2	0.005975672	Co-expression	Ramaswamy-Golub-2001
GNB1	FGR	0.009484323	Co-expression	Ramaswamy-Golub-2001
GNB1	NRAS	0.014688469	Co-expression	Ramaswamy-Golub-2001
GNB1	RAF1	0.003952188	Co-expression	Ramaswamy-Golub-2001
GNB1	MAPK3	0.0033184	Co-expression	Ramaswamy-Golub-2001
GNB1	RHOA	0.0054940097	Co-expression	Ramaswamy-Golub-2001
NFKB1	CXCL3	0.009265544	Co-expression	Ramaswamy-Golub-2001
NFKB1	CXCL2	0.00844011	Co-expression	Ramaswamy-Golub-2001
NFKB1	IL8	0.0075194337	Co-expression	Ramaswamy-Golub-2001
NFKB1	PIK3CD	0.013541952	Co-expression	Ramaswamy-Golub-2001
NFKB1	NFKBIB	0.009444374	Co-expression	Ramaswamy-Golub-2001
NFKB1	STAT3	0.006133007	Co-expression	Ramaswamy-Golub-2001
NFKB1	NFKBIA	0.006190504	Co-expression	Ramaswamy-Golub-2001
NFKB1	LYN	0.0071260678	Co-expression	Ramaswamy-Golub-2001
ARRB2	PREX1	0.008708914	Co-expression	Ramaswamy-Golub-2001
ARRB2	FOXO3	0.01177258	Co-expression	Ramaswamy-Golub-2001
ARRB2	GNAI2	0.0064200643	Co-expression	Ramaswamy-Golub-2001
ARRB2	PAK1	0.013342766	Co-expression	Ramaswamy-Golub-2001
ARRB2	GRB2	0.013570527	Co-expression	Ramaswamy-Golub-2001
ARRB2	CDC42	0.007134972	Co-expression	Ramaswamy-Golub-2001
GUCY1A2	BRAF	0.013242751	Co-expression	Ramaswamy-Golub-2001
GUCY1A2	GNB1	0.011708271	Co-expression	Ramaswamy-Golub-2001
GUCY1B3	PRKCB	0.012829059	Co-expression	Ramaswamy-Golub-2001
RGS6	GNG10	0.008016611	Co-expression	Ramaswamy-Golub-2001
RGS6	KRAS	0.017578214	Co-expression	Ramaswamy-Golub-2001
RGS6	GNAI3	0.020615064	Co-expression	Ramaswamy-Golub-2001
RGS7	CCR9	0.0039749173	Co-expression	Ramaswamy-Golub-2001
RGS7	GNB3	0.010169478	Co-expression	Ramaswamy-Golub-2001
ACKR1	CCL22	0.027836252	Co-expression	Ramaswamy-Golub-2001
ACKR1	CCL2	0.011761178	Co-expression	Ramaswamy-Golub-2001
ACKR1	CCR9	0.005054509	Co-expression	Ramaswamy-Golub-2001
ACKR1	PIK3R2	0.0066742864	Co-expression	Ramaswamy-Golub-2001
ACKR1	MAPK3	0.00730443	Co-expression	Ramaswamy-Golub-2001
OPTN	CXCL14	0.015098437	Co-expression	Ramaswamy-Golub-2001
STAT6	ELMO1	0.01937616	Co-expression	Ramaswamy-Golub-2001
STAT6	GNB2	0.009521696	Co-expression	Ramaswamy-Golub-2001
STAT6	CSK	0.010781975	Co-expression	Ramaswamy-Golub-2001
GNAT2	CCR9	0.0021628279	Co-expression	Ramaswamy-Golub-2001
CCL3	CCL14	0.012481633	Co-expression	Boldrick-Relman-2002
CCL7	CCL13	0.016087884	Co-expression	Boldrick-Relman-2002
CCL21	CCL7	0.014037194	Co-expression	Boldrick-Relman-2002
CXCL2	CCL3	0.020551175	Co-expression	Boldrick-Relman-2002
CXCL6	CX3CL1	0.007754749	Co-expression	Boldrick-Relman-2002
CCL18	CCL3	0.011380367	Co-expression	Boldrick-Relman-2002
CXCL9	XCL1	0.017042553	Co-expression	Boldrick-Relman-2002
CCL11	CCL13	0.02688065	Co-expression	Boldrick-Relman-2002
CCL11	CCL7	0.023439959	Co-expression	Boldrick-Relman-2002
CXCL1	XCL1	0.010181202	Co-expression	Boldrick-Relman-2002
CXCL1	CCL3	0.012948163	Co-expression	Boldrick-Relman-2002
CXCL1	CXCL2	0.016258564	Co-expression	Boldrick-Relman-2002
CXCL1	CCL18	0.011594444	Co-expression	Boldrick-Relman-2002
CXCL1	CXCL9	0.013061101	Co-expression	Boldrick-Relman-2002
CCL2	CCL7	0.0247693	Co-expression	Boldrick-Relman-2002
CCL2	CCL11	0.025988186	Co-expression	Boldrick-Relman-2002
CXCL12	CXCL5	0.0133006815	Co-expression	Boldrick-Relman-2002
CCL4	CCL3	0.021731505	Co-expression	Boldrick-Relman-2002
CCL4	CXCL2	0.023670485	Co-expression	Boldrick-Relman-2002
CCL4	CCL18	0.013195346	Co-expression	Boldrick-Relman-2002
CCL4	CXCL1	0.015617996	Co-expression	Boldrick-Relman-2002
IL8	CCL3	0.011931003	Co-expression	Boldrick-Relman-2002
IL8	CXCL2	0.01674889	Co-expression	Boldrick-Relman-2002
IL8	CCL19	0.016306704	Co-expression	Boldrick-Relman-2002
IL8	CXCL1	0.010002764	Co-expression	Boldrick-Relman-2002
IL8	CCL4	0.018178197	Co-expression	Boldrick-Relman-2002
CCL5	CCL14	0.018634131	Co-expression	Boldrick-Relman-2002
GNG10	CCL18	0.010494998	Co-expression	Boldrick-Relman-2002
CXCR2	CCL7	0.013053819	Co-expression	Boldrick-Relman-2002
CXCR2	CCL21	0.015152222	Co-expression	Boldrick-Relman-2002
CXCR5	CXCL2	0.012444321	Co-expression	Boldrick-Relman-2002
CCR1	CCL7	0.01623519	Co-expression	Boldrick-Relman-2002
CCR1	CCL11	0.011787807	Co-expression	Boldrick-Relman-2002
CCR1	CXCR2	0.01314752	Co-expression	Boldrick-Relman-2002
CCR5	CXCR6	0.018424796	Co-expression	Boldrick-Relman-2002
CXCR4	CXCR6	0.013613338	Co-expression	Boldrick-Relman-2002
RASGRP2	CXCR4	0.017752364	Co-expression	Boldrick-Relman-2002
DOCK2	RASGRP2	0.010698619	Co-expression	Boldrick-Relman-2002
TIAM1	CCL7	0.013206566	Co-expression	Boldrick-Relman-2002
TIAM1	CCL21	0.024079876	Co-expression	Boldrick-Relman-2002
TIAM1	CCR1	0.013178851	Co-expression	Boldrick-Relman-2002
STAT2	CXCL13	0.007476943	Co-expression	Boldrick-Relman-2002
STAT2	CXCL9	0.009502098	Co-expression	Boldrick-Relman-2002
GRK6	CCL18	0.012127143	Co-expression	Boldrick-Relman-2002
GRK5	GNG2	0.023209253	Co-expression	Boldrick-Relman-2002
PIK3CB	AKT2	0.021064758	Co-expression	Boldrick-Relman-2002
VAV2	CXCR2	0.020884816	Co-expression	Boldrick-Relman-2002
VAV2	CXCR5	0.012109523	Co-expression	Boldrick-Relman-2002
ITK	CXCL10	0.016508369	Co-expression	Boldrick-Relman-2002
KRAS	PIK3CB	0.017258279	Co-expression	Boldrick-Relman-2002
ADRBK1	DOCK2	0.013611034	Co-expression	Boldrick-Relman-2002
PRKCB	PRKACG	0.005439651	Co-expression	Boldrick-Relman-2002
PRKCB	PIK3CG	0.0041378755	Co-expression	Boldrick-Relman-2002
PRKCB	FGR	0.0042026504	Co-expression	Boldrick-Relman-2002
CRKL	PIK3CD	0.0167572	Co-expression	Boldrick-Relman-2002
CRKL	PIK3CB	0.017055145	Co-expression	Boldrick-Relman-2002
WASL	CCL16	0.00787061	Co-expression	Boldrick-Relman-2002
WASL	ADCY7	0.008461222	Co-expression	Boldrick-Relman-2002
HCK	CCL13	0.018275255	Co-expression	Boldrick-Relman-2002
HCK	CCL5	0.01716795	Co-expression	Boldrick-Relman-2002
HCK	IKBKB	0.017343923	Co-expression	Boldrick-Relman-2002
WAS	DOCK2	0.009350399	Co-expression	Boldrick-Relman-2002
WAS	PRKCB	0.0035878161	Co-expression	Boldrick-Relman-2002
WAS	PTK2B	0.013425181	Co-expression	Boldrick-Relman-2002
PRKCD	CX3CR1	0.010591548	Co-expression	Boldrick-Relman-2002
PRKCD	FGR	0.010724906	Co-expression	Boldrick-Relman-2002
PRKCD	PRKCB	0.003509856	Co-expression	Boldrick-Relman-2002
PRKCD	PTK2B	0.01120605	Co-expression	Boldrick-Relman-2002
PRKCD	GSK3A	0.013478122	Co-expression	Boldrick-Relman-2002
PRKACA	WAS	0.014598816	Co-expression	Boldrick-Relman-2002
JAK2	STAT2	0.011236177	Co-expression	Boldrick-Relman-2002
STAT1	CXCL9	0.013245154	Co-expression	Boldrick-Relman-2002
STAT1	STAT2	0.009265932	Co-expression	Boldrick-Relman-2002
STAT1	JAK2	0.0138622755	Co-expression	Boldrick-Relman-2002
CHUK	PIK3CB	0.014646492	Co-expression	Boldrick-Relman-2002
CHUK	KRAS	0.013317435	Co-expression	Boldrick-Relman-2002
NRAS	CCL3	0.013715849	Co-expression	Boldrick-Relman-2002
VAV1	CXCL6	0.006017367	Co-expression	Boldrick-Relman-2002
VAV1	GRK4	0.014684109	Co-expression	Boldrick-Relman-2002
MAP2K1	PRKACB	0.007675803	Co-expression	Boldrick-Relman-2002
CSK	PRKCB	0.004096455	Co-expression	Boldrick-Relman-2002
CSK	PRKCD	0.00866406	Co-expression	Boldrick-Relman-2002
PIK3R1	CXCR4	0.021921901	Co-expression	Boldrick-Relman-2002
MAPK3	PRKCB	0.0058461935	Co-expression	Boldrick-Relman-2002
RAP1A	PRKCB	0.0042814338	Co-expression	Boldrick-Relman-2002
RAP1A	CHUK	0.014989056	Co-expression	Boldrick-Relman-2002
STAT3	ADCY7	0.014984556	Co-expression	Boldrick-Relman-2002
STAT3	ITK	0.0135058295	Co-expression	Boldrick-Relman-2002
CRK	PIK3CG	0.014431829	Co-expression	Boldrick-Relman-2002
CRK	PRKCD	0.009867793	Co-expression	Boldrick-Relman-2002
CRK	CHUK	0.02138886	Co-expression	Boldrick-Relman-2002
NFKBIA	CCL3	0.014612487	Co-expression	Boldrick-Relman-2002
NFKBIA	CXCL2	0.016437273	Co-expression	Boldrick-Relman-2002
NFKBIA	CCL18	0.012140961	Co-expression	Boldrick-Relman-2002
NFKBIA	CXCL1	0.013381543	Co-expression	Boldrick-Relman-2002
NFKBIA	CCL4	0.017267495	Co-expression	Boldrick-Relman-2002
NFKBIA	IL8	0.011255778	Co-expression	Boldrick-Relman-2002
LYN	CCL19	0.0150683625	Co-expression	Boldrick-Relman-2002
LYN	HCK	0.023686165	Co-expression	Boldrick-Relman-2002
RELA	CCL3	0.012980533	Co-expression	Boldrick-Relman-2002
RELA	CXCL2	0.016495533	Co-expression	Boldrick-Relman-2002
RELA	CXCL1	0.012609322	Co-expression	Boldrick-Relman-2002
RELA	NFKBIA	0.017439242	Co-expression	Boldrick-Relman-2002
GSK3B	PIK3CB	0.016000865	Co-expression	Boldrick-Relman-2002
GSK3B	PIK3CG	0.014192544	Co-expression	Boldrick-Relman-2002
GSK3B	PRKCB	0.0049339384	Co-expression	Boldrick-Relman-2002
GSK3B	CRK	0.017454531	Co-expression	Boldrick-Relman-2002
AKT1	WASL	0.008845767	Co-expression	Boldrick-Relman-2002
MAPK1	PIK3CB	0.016846888	Co-expression	Boldrick-Relman-2002
MAPK1	KRAS	0.015744237	Co-expression	Boldrick-Relman-2002
MAPK1	ROCK1	0.014466623	Co-expression	Boldrick-Relman-2002
MAPK1	CRKL	0.014150414	Co-expression	Boldrick-Relman-2002
MAPK1	CHUK	0.0142389415	Co-expression	Boldrick-Relman-2002
MAPK1	RAP1A	0.011083598	Co-expression	Boldrick-Relman-2002
RAC1	FGR	0.017354913	Co-expression	Boldrick-Relman-2002
RAC1	PRKCB	0.0051499503	Co-expression	Boldrick-Relman-2002
RAC1	HCK	0.015193445	Co-expression	Boldrick-Relman-2002
RAC1	PRKCD	0.011343884	Co-expression	Boldrick-Relman-2002
RAC1	CSK	0.013755834	Co-expression	Boldrick-Relman-2002
CDC42	CCL5	0.0127576105	Co-expression	Boldrick-Relman-2002
CDC42	KRAS	0.0144359395	Co-expression	Boldrick-Relman-2002
CDC42	PRKCD	0.007837563	Co-expression	Boldrick-Relman-2002
CDC42	CRK	0.014842604	Co-expression	Boldrick-Relman-2002
RHOA	PRKCB	0.007085519	Co-expression	Boldrick-Relman-2002
GNB1	PIK3CG	0.01183588	Co-expression	Boldrick-Relman-2002
GNB1	WASL	0.00930379	Co-expression	Boldrick-Relman-2002
NFKB1	CXCL10	0.02105297	Co-expression	Boldrick-Relman-2002
NFKB1	RELA	0.024348151	Co-expression	Boldrick-Relman-2002
ACKR2	TIAM1	0.027226726	Co-expression	Boldrick-Relman-2002
