Study,parent,DataType,Contrast,name,LogFC,size,PValue,AdjPValue
MSBB,Posterior Cingulate Cortex,Microarray,AD-DNAD,DDIT4,-1.377008062,1.377008062,0.002981964,0.895980156
MSBB,Posterior Cingulate Cortex,Microarray,AD-PC,TPI1,-1.423499993,1.423499993,0.003482653,0.277940609
MSBB,Posterior Cingulate Cortex,Microarray,AD-PC,BTG1,1.827538157,1.827538157,0.004820476,0.31104233
MSBB,Posterior Cingulate Cortex,Microarray,PC-NCI,PGF,-1.250278523,1.250278523,0.00861616,0.269516383
MSBB,Precentral Gyrus,Microarray,B2-B1,ADM,-1.565335011,1.565335011,0.002931557,0.843708798
MSBB,Precentral Gyrus,Microarray,B3-B1,ADM,-1.40948879,1.40948879,0.009260272,0.913860057
MSBB,Precentral Gyrus,Microarray,B3-B1,VEGFA,-1.506681963,1.506681963,0.002242136,0.913860057
MSBB,Precentral Gyrus,Microarray,AD-DNAD,ANKRD37,-1.221581732,1.221581732,0.000199658,0.522034919
MSBB,Precentral Gyrus,Microarray,AD-DNAD,VEGFA,-1.120026141,1.120026141,0.000283798,0.522034919
MSBB,Precentral Gyrus,Microarray,AD-DNAD,DDIT4,-1.338593432,1.338593432,0.005592446,0.808859544
MSBB,Precentral Gyrus,Microarray,AD-DNAD,ANKRD37,-1.247435689,1.247435689,0.001754777,0.999249766
MSBB,Precentral Gyrus,Microarray,AD-DNAD,VEGFA,-2.23084034,2.23084034,0.001802224,0.999249766
MSBB,Parahippocampal Gyrus,Microarray,PC-NCI,FOS,2.024536243,2.024536243,0.001032944,0.615485515
MSBB,Parahippocampal Gyrus,Microarray,PC-NCI,FOS,3.51671876,3.51671876,0.003331963,0.999898254
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-DNAD,FOS,1.17820761,1.17820761,0.000972548,0.414068737
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-DNAD,SERPINE1,1.067156188,1.067156188,0.00184277,0.419910641
MSBB,Parahippocampal Gyrus,RNA-Seq,B3-B1,NOS3,1.181273931,1.181273931,1.27E-08,4.93E-07
MSBB,Parahippocampal Gyrus,RNA-Seq,B3-B1,SERPINE1,1.302155441,1.302155441,2.31E-07,4.62E-06
MSBB,Parahippocampal Gyrus,RNA-Seq,C3-C0,SERPINE1,1.301512665,1.301512665,7.08E-08,2.22E-06
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,SERPINE1,1.097559928,1.097559928,2.83E-05,0.000358945
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-PC,HIF3A,1.202662558,1.202662558,0.00032576,0.008704956
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-PC,NOS3,1.152718919,1.152718919,0.002152976,0.014195984
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-PC,SERPINE1,1.221993441,1.221993441,0.008026743,0.029703152
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-DNAD,NOS3,1.16825266,1.16825266,1.03E-05,0.000537763
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-DNAD,SERPINE1,1.039820208,1.039820208,0.00121535,0.011237086
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,NOS3,1.018922296,1.018922296,2.20E-06,2.83E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,SERPINE1,1.324366936,1.324366936,1.61E-06,2.23E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-DNAD,FOS,1.592260176,1.592260176,4.19E-05,0.006118832
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-DNAD,ADM,1.072716035,1.072716035,0.009539611,0.05467018
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-DNAD,HMOX1,1.233772577,1.233772577,6.25E-06,0.004039681
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-DNAD,NOS3,1.408879123,1.408879123,0.000800245,0.019477937
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-DNAD,ANGPTL4,1.228512835,1.228512835,0.00049207,0.015672258
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-DNAD,SERPINE1,1.975657452,1.975657452,0.000167027,0.009871292
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-DNAD,PLAU,1.034101756,1.034101756,0.000843656,0.019974357
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,HIF3A,1.134647144,1.134647144,8.66E-07,1.40E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,NOS3,1.271636759,1.271636759,1.25E-06,1.84E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,SERPINE1,1.64769403,1.64769403,2.04E-07,4.75E-06
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,PLAU,1.048476225,1.048476225,1.50E-07,3.80E-06
MSBB,Putamen,Microarray,AD-DNAD,NCOA1,1.482327436,1.482327436,1.54E-05,0.015291381
MSBB,Putamen,Microarray,AD-DNAD,VDAC1,1.329252885,1.329252885,0.005635687,0.114747218
MSBB,Putamen,Microarray,AD-DNAD,MIF,1.142598806,1.142598806,0.001272469,0.063188
MSBB,Putamen,Microarray,AD-DNAD,PFKP,1.605310539,1.605310539,0.000168609,0.03180759
MSBB,Putamen,Microarray,DNAD-NCI,SLC2A3,-1.575181967,1.575181967,0.001607923,0.027230504
MSBB,Putamen,Microarray,DNAD-NCI,TPI1,-1.548767489,1.548767489,8.59E-06,0.00428887
MSBB,Putamen,Microarray,DNAD-NCI,NCOA1,-1.8023164,1.8023164,2.86E-06,0.003828549
MSBB,Putamen,Microarray,DNAD-NCI,VDAC1,-1.996474278,1.996474278,0.000252347,0.01264504
MSBB,Putamen,Microarray,DNAD-NCI,BTG1,-1.177896189,1.177896189,0.007133542,0.057022405
MSBB,Putamen,Microarray,DNAD-NCI,HIF3A,1.096928889,1.096928889,6.00E-05,0.008014551
MSBB,Putamen,Microarray,DNAD-NCI,PGK1,-1.079994578,1.079994578,0.002501629,0.033887376
MSBB,Putamen,Microarray,DNAD-NCI,MIF,-1.598147133,1.598147133,7.11E-05,0.008495363
MSBB,Putamen,Microarray,DNAD-NCI,ALDOA,-1.0883253,1.0883253,6.75E-06,0.004077916
MSBB,Putamen,Microarray,DNAD-NCI,PFKP,-2.181022511,2.181022511,7.11E-06,0.004077916
MSBB,Putamen,Microarray,DNAD-NCI,DNAJC5,-1.243637633,1.243637633,0.000529128,0.016691316
MSBB,Putamen,Microarray,DNAD-NCI,EGR1,-1.058315122,1.058315122,0.002933238,0.036387521
MSBB,Putamen,Microarray,DNAD-NCI,BHLHE40,-1.436354522,1.436354522,0.001715189,0.028188584
MSBB,Putamen,Microarray,AD-DNAD,NCOA1,1.295058669,1.295058669,0.000573971,0.223401379
MSBB,Putamen,Microarray,AD-DNAD,BTG1,1.150283106,1.150283106,0.009725135,0.31748411
MSBB,Putamen,Microarray,AD-DNAD,PFKP,1.593034071,1.593034071,0.001603519,0.235565156
MSBB,Putamen,Microarray,AD-NCI,PGK1,-1.008391728,1.008391728,8.39E-06,0.016092308
MSBB,Putamen,Microarray,AD-NCI,EGR1,-1.049665278,1.049665278,0.002892152,0.072814051
MSBB,Putamen,Microarray,AD-PC,TXNIP,2.609231738,2.609231738,0.006351999,0.999995687
MSBB,Putamen,Microarray,DNAD-NCI,SLC2A3,-1.575181967,1.575181967,0.003113488,0.05108224
MSBB,Putamen,Microarray,DNAD-NCI,TPI1,-1.548767489,1.548767489,2.99E-05,0.011473127
MSBB,Putamen,Microarray,DNAD-NCI,NCOA1,-1.8023164,1.8023164,1.87E-05,0.010821192
MSBB,Putamen,Microarray,DNAD-NCI,VDAC1,-1.996474278,1.996474278,0.000417897,0.024067871
MSBB,Putamen,Microarray,DNAD-NCI,HIF3A,1.096928889,1.096928889,0.000533539,0.026065799
MSBB,Putamen,Microarray,DNAD-NCI,PGK1,-1.079994578,1.079994578,0.00123013,0.035219076
MSBB,Putamen,Microarray,DNAD-NCI,MIF,-1.598147133,1.598147133,0.000602899,0.026751545
MSBB,Putamen,Microarray,DNAD-NCI,ALDOA,-1.0883253,1.0883253,2.90E-05,0.011473127
MSBB,Putamen,Microarray,DNAD-NCI,PFKP,-2.181022511,2.181022511,9.63E-05,0.015259223
MSBB,Putamen,Microarray,DNAD-NCI,DNAJC5,-1.243637633,1.243637633,0.000695638,0.02818625
MSBB,Putamen,Microarray,DNAD-NCI,EGR1,-1.058315122,1.058315122,0.004918493,0.062060223
MSBB,Putamen,Microarray,DNAD-NCI,BHLHE40,-1.436354522,1.436354522,0.003927968,0.056301717
MSBB,Superior Parietal Lobule,Microarray,B3-B2,EGR1,-1.371531988,1.371531988,0.002781046,0.644084606
MSBB,Superior Parietal Lobule,Microarray,C3-C0,TXNIP,-1.177015792,1.177015792,0.001235152,0.235552321
MSBB,Superior Parietal Lobule,Microarray,C3-C0,ADM,-1.200286538,1.200286538,0.003973248,0.310580152
MSBB,Superior Parietal Lobule,Microarray,C3-C0,DDIT4,-1.102256562,1.102256562,0.003165992,0.292400863
MSBB,Superior Parietal Lobule,Microarray,AD-DNAD,TXNIP,-1.144457657,1.144457657,0.007414726,0.11306003
MSBB,Superior Parietal Lobule,Microarray,AD-DNAD,DDIT4,-1.095406244,1.095406244,0.004899443,0.096168011
MSBB,Superior Parietal Lobule,Microarray,AD-NCI,ADM,-1.18154811,1.18154811,0.001770492,0.375718001
MSBB,Superior Parietal Lobule,Microarray,DNAD-NCI,TXNIP,1.608813617,1.608813617,0.000708206,0.033652593
MSBB,Superior Parietal Lobule,Microarray,DNAD-NCI,TXNIP,1.608813617,1.608813617,0.001372507,0.038004996
MSBB,Superior Temporal Gyrus,Microarray,AD-DNAD,DDIT4,-1.025260652,1.025260652,0.008711531,0.99981787
MSBB,Superior Temporal Gyrus,Microarray,DNAD-NCI,MET,-1.14059544,1.14059544,9.01E-05,0.228786108
MSBB,Superior Temporal Gyrus,Microarray,AD-NCI,VDAC1,-1.041901758,1.041901758,0.002237619,0.105555679
MSBB,Superior Temporal Gyrus,Microarray,DNAD-NCI,MET,-1.14059544,1.14059544,0.000774706,0.348703893
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-DNAD,FOS,1.009928248,1.009928248,0.007012608,0.999899279
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-PC,TPI1,-1.185430956,1.185430956,0.000284198,0.043792473
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-PC,VDAC1,-1.072305196,1.072305196,0.001896573,0.070130677
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-DNAD,FOS,1.350555662,1.350555662,0.000605026,0.149691649
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-DNAD,SERPINE1,1.349646405,1.349646405,0.003514748,0.226269144
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-PC,TPI1,-1.184714344,1.184714344,0.000206026,0.041228714
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-PC,VDAC1,-1.071489232,1.071489232,0.001483496,0.066903611
MSBB,Temporal Pole,Microarray,AD-PC,TXNIP,2.973772779,2.973772779,0.001938391,0.489438318
MayoBB,Cerebellum,RNA-Seq,AD-PA,MMP9,1.157609693,1.157609693,0.000325062,0.000867188
MayoBB,Cerebellum,RNA-Seq,PSP-NCI,HNF4A,-1.339239275,1.339239275,5.29E-09,4.40E-07
MayoBB,Temporal Cortex,RNA-Seq,AD-PA,ANXA2,1.024532396,1.024532396,1.09E-07,1.73E-05
MayoBB,Temporal Cortex,RNA-Seq,AD-PSP,TXNIP,1.11978594,1.11978594,1.76E-12,2.76E-09
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,MMP9,1.68175799,1.68175799,3.80E-08,2.80E-06
MayoBB,Temporal Cortex,RNA-Seq,AD-PA,MMP9,1.773723175,1.773723175,4.04E-05,0.001853644
MayoBB,Temporal Cortex,RNA-Seq,AD-PSP,TXNIP,1.101730342,1.101730342,2.44E-12,2.79E-09
MayoBB,Temporal Cortex,RNA-Seq,AD-PSP,MMP9,1.938481402,1.938481402,2.50E-10,7.36E-08
