Study,parent,DataType,Contrast,name,LogFC,size,PValue,AdjPValue
MSBB,Inferior Frontal Gyrus,RNA-Seq,AD-NCI,MAPK1,-0.235741795,0.235741795,0.001191993,0.006209336
MSBB,Inferior Frontal Gyrus,RNA-Seq,AD-NCI,PIK3CB,-0.326997109,0.326997109,0.00030611,0.003141378
MSBB,Inferior Frontal Gyrus,RNA-Seq,AD-NCI,MTOR,-0.200155472,0.200155472,0.000170706,0.002063903
MSBB,Inferior Frontal Gyrus,RNA-Seq,AD-NCI,FOXO1,0.306461634,0.306461634,8.01E-05,0.001194347
MSBB,Inferior Frontal Gyrus,RNA-Seq,AD-NCI,BRAF,-0.347298215,0.347298215,2.12E-07,3.94E-05
MSBB,Inferior Frontal Gyrus,RNA-Seq,AD-NCI,KRAS,-0.36515563,0.36515563,1.76E-05,0.000426304
MSBB,Inferior Frontal Gyrus,RNA-Seq,AD-NCI,MAPK1,-0.294350493,0.294350493,0.000586582,0.004995033
MSBB,Inferior Temporal Gyrus,Microarray,AD-NCI,MAPK1,-0.101230218,0.101230218,0.007885099,0.34010265
MSBB,Inferior Temporal Gyrus,Microarray,AD-NCI,MAP2K7,0.269510265,0.269510265,0.00535139,0.130334787
MSBB,Inferior Temporal Gyrus,Microarray,AD-NCI,MAPK1,-0.145047085,0.145047085,0.000578809,0.055273758
MSBB,Inferior Temporal Gyrus,Microarray,AD-NCI,FOXO1,0.569708484,0.569708484,0.003313568,0.166580387
MSBB,Inferior Temporal Gyrus,Microarray,AD-NCI,MAP2K7,0.32134865,0.32134865,0.006977695,0.219788828
MSBB,Middle Temporal Gyrus,Microarray,AD-NCI,FOXO1,0.250740954,0.250740954,0.001183823,0.472466942
MSBB,Occipital Visual Cortex,Microarray,AD-NCI,BRAF,0.198585943,0.198585943,0.006049918,0.837098826
MSBB,Posterior Cingulate Cortex,Microarray,AD-NCI,SOCS3,-0.645663837,0.645663837,0.00700269,0.938862872
MSBB,Posterior Cingulate Cortex,Microarray,AD-NCI,SOCS3,-0.803226957,0.803226957,0.004326867,0.433117849
MSBB,Posterior Cingulate Cortex,Microarray,AD-NCI,KRAS,0.948847775,0.948847775,0.004637397,0.433117849
MSBB,Posterior Cingulate Cortex,Microarray,AD-NCI,SOCS3,-0.890259727,0.890259727,0.001062828,0.642791721
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,PIK3CB,-0.116241975,0.116241975,0.003489373,0.032086863
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,FOXO1,0.239476877,0.239476877,5.19E-05,0.00320761
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,BRAF,-0.078156822,0.078156822,0.00318788,0.030246416
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,KRAS,-0.11323032,0.11323032,0.002180176,0.023807155
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,FOXO1,0.263381929,0.263381929,0.000103853,0.006218412
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,BRAF,-0.09179345,0.09179345,0.002301833,0.030537106
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,KRAS,-0.123149149,0.123149149,0.0035418,0.039136817
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,FOXO1,0.299338011,0.299338011,2.43E-05,0.001516814
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,BRAF,-0.100352402,0.100352402,0.001472191,0.016368372
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,KRAS,-0.143163008,0.143163008,0.001147573,0.013922495
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,FOXO1,0.387479148,0.387479148,1.53E-06,0.00060229
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,BRAF,-0.126084206,0.126084206,0.000521833,0.008959387
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,KRAS,-0.174786832,0.174786832,0.000679001,0.010365497
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,SOCS3,0.965398535,0.965398535,0.000166324,0.001054783
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,PIK3CB,-0.331439659,0.331439659,4.46E-06,9.51E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,MTOR,-0.109690276,0.109690276,0.001482976,0.005137148
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,FOXO1,0.466163609,0.466163609,1.95E-09,6.08E-07
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,BRAF,-0.194679523,0.194679523,4.26E-06,9.20E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,KRAS,-0.271684694,0.271684694,7.27E-06,0.000134905
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,MAPK1,-0.195876973,0.195876973,0.002289448,0.007262908
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,SOCS3,1.077136464,1.077136464,0.000168654,0.001148077
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,PIK3CB,-0.342870365,0.342870365,2.39E-05,0.000316951
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,FOXO1,0.55219215,0.55219215,4.33E-10,1.66E-07
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,BRAF,-0.21040474,0.21040474,1.07E-05,0.000176038
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,KRAS,-0.289835905,0.289835905,2.14E-05,0.000292145
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,MAP2K7,0.251953603,0.251953603,0.002667911,0.008472901
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,MAPK1,-0.204823035,0.204823035,0.004308289,0.01251625
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,STAT6,0.184846484,0.184846484,0.006513671,0.014940818
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,SOCS3,1.325883313,1.325883313,7.34E-06,5.40E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,PIK3CB,-0.387451259,0.387451259,1.01E-05,6.88E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,FOXO1,0.634048645,0.634048645,5.78E-12,3.02E-09
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,BRAF,-0.240073352,0.240073352,2.12E-06,2.76E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,KRAS,-0.338718834,0.338718834,3.42E-06,3.60E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,MAP2K7,0.344433671,0.344433671,4.14E-05,0.000212223
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,MAPK1,-0.256107239,0.256107239,0.00070407,0.00221036
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,STAT6,0.235237755,0.235237755,0.003417557,0.008264664
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,SOCS3,1.595815945,1.595815945,7.72E-06,5.75E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,PIK3CB,-0.488601536,0.488601536,8.02E-07,1.33E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,MTOR,-0.133181798,0.133181798,0.008016409,0.017334386
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,FOXO1,0.773149344,0.773149344,9.88E-13,1.54E-09
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,BRAF,-0.297179525,0.297179525,2.15E-07,4.95E-06
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,KRAS,-0.416874573,0.416874573,4.97E-07,9.24E-06
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,MAP2K7,0.432628539,0.432628539,2.42E-05,0.000128813
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,MAPK1,-0.314744518,0.314744518,0.0001877,0.000688368
MSBB,Putamen,Microarray,AD-NCI,BRAF,-0.501423624,0.501423624,0.005399904,0.285616276
MSBB,Putamen,Microarray,AD-NCI,MTOR,0.146979574,0.146979574,0.008899732,0.148908282
MSBB,Putamen,Microarray,AD-NCI,BRAF,-0.644316148,0.644316148,0.003558612,0.114008898
MSBB,Putamen,Microarray,AD-NCI,KRAS,-0.984242741,0.984242741,0.005406323,0.129009857
MSBB,Putamen,Microarray,AD-NCI,MAPK1,0.183949901,0.183949901,0.001141899,0.085993157
MSBB,Putamen,Microarray,AD-NCI,BRAF,-0.85413961,0.85413961,0.000627165,0.045364294
MSBB,Putamen,Microarray,AD-NCI,MAPK1,0.216080268,0.216080268,0.001620203,0.059573481
MSBB,Superior Parietal Lobule,Microarray,AD-NCI,SOCS3,-0.871580382,0.871580382,0.001891235,0.681957057
MSBB,Superior Parietal Lobule,Microarray,AD-NCI,SOCS3,-1.077787523,1.077787523,0.001586824,0.374594375
MSBB,Superior Parietal Lobule,Microarray,AD-NCI,MAPK1,0.447787927,0.447787927,0.004128469,0.398302453
MSBB,Superior Parietal Lobule,Microarray,AD-NCI,BRAF,-0.184818105,0.184818105,0.002487373,0.733904543
MSBB,Superior Parietal Lobule,Microarray,AD-NCI,MAPK1,0.387857348,0.387857348,0.005157965,0.733904543
MSBB,Superior Temporal Gyrus,Microarray,AD-NCI,SOCS1,0.177654262,0.177654262,0.002624473,0.089275032
MSBB,Superior Temporal Gyrus,Microarray,AD-NCI,MTOR,0.13067729,0.13067729,0.008111762,0.116532293
MSBB,Superior Temporal Gyrus,Microarray,AD-NCI,BRAF,-0.525485245,0.525485245,0.000904214,0.076908753
MSBB,Superior Temporal Gyrus,Microarray,AD-NCI,KRAS,0.169706445,0.169706445,0.005321942,0.104014524
MSBB,Superior Temporal Gyrus,Microarray,AD-NCI,MAP2K7,0.144310036,0.144310036,0.003205831,0.094191432
MSBB,Superior Temporal Gyrus,Microarray,AD-NCI,SOCS1,0.189273064,0.189273064,0.006193701,0.320467372
MSBB,Superior Temporal Gyrus,Microarray,AD-NCI,SOCS1,0.257984343,0.257984343,0.005785313,0.129761563
MSBB,Superior Temporal Gyrus,Microarray,AD-NCI,MTOR,0.201625486,0.201625486,0.004660108,0.123471277
MSBB,Superior Temporal Gyrus,Microarray,AD-NCI,BRAF,-0.647198152,0.647198152,0.004809094,0.124762632
MSBB,Superior Temporal Gyrus,Microarray,AD-NCI,KRAS,0.253084538,0.253084538,0.00304007,0.111275016
MSBB,Superior Temporal Gyrus,Microarray,AD-NCI,MAPK1,-0.554618909,0.554618909,0.001898868,0.10217873
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,PIK3CB,-0.223760503,0.223760503,0.005191721,0.085220308
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,FOXO1,0.179745176,0.179745176,0.008271378,0.106742508
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,BRAF,-0.141656292,0.141656292,0.002810597,0.063542312
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,KRAS,-0.170339148,0.170339148,0.009828768,0.116125392
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,PIK3CB,-0.328128509,0.328128509,0.000818649,0.021249357
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,FOXO1,0.233944597,0.233944597,0.003842214,0.047091991
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,BRAF,-0.205205221,0.205205221,0.000404058,0.015256258
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,KRAS,-0.237576929,0.237576929,0.00393957,0.047641573
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,PIK3CB,-0.397054638,0.397054638,0.000572338,0.017365064
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,FOXO1,0.273360609,0.273360609,0.004589313,0.055046472
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,BRAF,-0.259996787,0.259996787,8.13E-05,0.007341422
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,KRAS,-0.297203019,0.297203019,0.001560094,0.029281895
MSBB,Temporal Pole,Microarray,AD-NCI,FOXO1,0.398137405,0.398137405,0.003349747,0.530364465
MSBB,Temporal Pole,Microarray,AD-NCI,FOXO1,0.589872926,0.589872926,0.004625035,0.688765808
MayoBB,Cerebellum,RNA-Seq,AD-NCI,JAK2,0.394302602,0.394302602,3.86E-07,7.92E-06
MayoBB,Cerebellum,RNA-Seq,AD-NCI,SOCS3,1.001183131,1.001183131,1.18E-06,2.05E-05
MayoBB,Cerebellum,RNA-Seq,AD-NCI,PIK3CB,0.305823828,0.305823828,9.62E-06,0.000117569
MayoBB,Cerebellum,RNA-Seq,AD-NCI,MTOR,0.229792427,0.229792427,0.000782482,0.001201559
MayoBB,Cerebellum,RNA-Seq,AD-NCI,FOXO1,0.353341143,0.353341143,2.64E-05,0.000265283
MayoBB,Cerebellum,RNA-Seq,AD-NCI,BRAF,0.421519158,0.421519158,6.73E-08,1.82E-06
MayoBB,Cerebellum,RNA-Seq,AD-NCI,KRAS,0.382359471,0.382359471,9.30E-07,1.67E-05
MayoBB,Cerebellum,RNA-Seq,AD-NCI,MAPK1,0.273810131,0.273810131,1.96E-06,3.13E-05
MayoBB,Cerebellum,RNA-Seq,AD-NCI,JAK2,0.266886982,0.266886982,3.32E-05,8.39E-05
MayoBB,Cerebellum,RNA-Seq,AD-NCI,SOCS3,0.974416997,0.974416997,2.48E-05,6.39E-05
MayoBB,Cerebellum,RNA-Seq,AD-NCI,PIK3CB,0.175614577,0.175614577,0.001571604,0.003031895
MayoBB,Cerebellum,RNA-Seq,AD-NCI,FOXO1,0.24521071,0.24521071,0.002487678,0.004645994
MayoBB,Cerebellum,RNA-Seq,AD-NCI,BRAF,0.286324863,0.286324863,4.70E-06,1.35E-05
MayoBB,Cerebellum,RNA-Seq,AD-NCI,KRAS,0.246451872,0.246451872,0.000122606,0.00028362
MayoBB,Cerebellum,RNA-Seq,AD-NCI,MAPK1,0.146284294,0.146284294,0.000904334,0.001814231
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,JAK2,0.448786366,0.448786366,2.42E-08,9.66E-07
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,STAT6,0.391041392,0.391041392,1.93E-08,7.96E-07
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,SOCS3,1.100758047,1.100758047,3.31E-06,6.47E-05
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,MTOR,0.364115822,0.364115822,1.11E-05,0.000183572
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,FOXO1,0.67072103,0.67072103,8.64E-13,1.81E-10
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,KRAS,0.26085266,0.26085266,0.006555429,0.009565472
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,MAPK1,0.28552568,0.28552568,0.000864047,0.003227897
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,JAK2,0.294245121,0.294245121,9.66E-08,5.90E-06
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,STAT6,0.236729837,0.236729837,4.37E-05,0.000145684
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,SOCS3,1.08028524,1.08028524,1.63E-05,0.000145684
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,MTOR,0.194805423,0.194805423,0.000200455,0.000540669
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,FOXO1,0.534665132,0.534665132,8.66E-11,2.24E-08
ROSMAP,Dorsolateral Prefrontal Cortex,Microarray,AD-NCI,SOCS3,-0.023161137,0.023161137,0.00095407,0.081754956
ROSMAP,Dorsolateral Prefrontal Cortex,Microarray,AD-NCI,FOXO1,0.112358318,0.112358318,0.001131401,0.033323763
ROSMAP,Dorsolateral Prefrontal Cortex,Microarray,AD-NCI,FOXO1,0.135237256,0.135237256,0.002337156,0.052013832
ROSMAP,Dorsolateral Prefrontal Cortex,Microarray,AD-NCI,FOXO1,0.183178871,0.183178871,0.000857976,0.036058464
ROSMAP,Dorsolateral Prefrontal Cortex,Microarray,AD-NCI,FOXO1,0.08509497,0.08509497,0.00151249,0.040012606
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,FOXO1,0.15746115,0.15746115,0.000425224,0.033007386
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,FOXO1,0.183479598,0.183479598,0.000373909,0.005306596
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,BRAF,-0.214340761,0.214340761,0.000392653,0.005497242
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,KRAS,-0.211780919,0.211780919,0.000489383,0.006519936
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,MAPK1,-0.149639797,0.149639797,0.007223904,0.049794866
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,FOXO1,0.24455674,0.24455674,0.000149048,0.00318822
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,BRAF,-0.211496263,0.211496263,0.003677811,0.032142171
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,KRAS,-0.189554652,0.189554652,0.009100928,0.063331523
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,FOXO1,0.322757904,0.322757904,0.000424261,0.021152111
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,PIK3CB,-0.138525695,0.138525695,0.0046161,0.033079779
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,MTOR,-0.107500683,0.107500683,0.003816361,0.028358241
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,FOXO1,0.136434338,0.136434338,0.000638473,0.007023146
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,BRAF,-0.162085775,0.162085775,0.00053994,0.006178181
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,KRAS,-0.172240195,0.172240195,0.00025145,0.003428645
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,MAPK1,-0.134376697,0.134376697,0.001850237,0.016107998
