Study,parent,DataType,Contrast,name,LogFC,size,PValue,AdjPValue
MSBB,Inferior Frontal Gyrus,RNA-Seq,AD-NCI,A2M,0.2883088,0.2883088,0.008324744,0.044070999
MSBB,Inferior Frontal Gyrus,RNA-Seq,AD-NCI,APOA1,0.169243078,0.169243078,0.005621122,0.035553844
MSBB,Inferior Frontal Gyrus,RNA-Seq,AD-NCI,IGHG2,0.276295298,0.276295298,0.008223686,0.043729316
MSBB,Inferior Frontal Gyrus,RNA-Seq,AD-NCI,C3,0.407216543,0.407216543,0.004493932,0.031571765
MSBB,Inferior Frontal Gyrus,RNA-Seq,AD-NCI,IGLV3-25,-0.573348589,0.573348589,0.000513568,0.001543654
MSBB,Inferior Frontal Gyrus,RNA-Seq,AD-NCI,FGA,-0.333128054,0.333128054,0.009407715,0.018369613
MSBB,Inferior Frontal Gyrus,RNA-Seq,AD-NCI,C3,0.376819845,0.376819845,0.000526793,0.001578001
MSBB,Inferior Frontal Gyrus,RNA-Seq,AD-NCI,IGLV3-25,-0.680636534,0.680636534,0.000487642,0.002024473
MSBB,Inferior Frontal Gyrus,RNA-Seq,AD-NCI,C3,0.436501673,0.436501673,0.000619514,0.00240279
MSBB,Inferior Frontal Gyrus,RNA-Seq,AD-NCI,A2M,0.318452335,0.318452335,0.001079923,0.005813021
MSBB,Inferior Frontal Gyrus,RNA-Seq,AD-NCI,IGLV3-25,-0.661689067,0.661689067,0.002101876,0.007346983
MSBB,Inferior Frontal Gyrus,RNA-Seq,AD-NCI,C7,0.466366703,0.466366703,0.002847208,0.009061887
MSBB,Inferior Frontal Gyrus,RNA-Seq,AD-NCI,C3,0.51214593,0.51214593,0.000203208,0.001922258
MSBB,Inferior Frontal Gyrus,RNA-Seq,AD-NCI,A2M,0.325096575,0.325096575,0.006453675,0.021008312
MSBB,Inferior Frontal Gyrus,RNA-Seq,AD-NCI,C7,0.470843566,0.470843566,0.009325476,0.027107877
MSBB,Inferior Frontal Gyrus,RNA-Seq,AD-NCI,C3,0.595438957,0.595438957,0.000149284,0.001876172
MSBB,Inferior Temporal Gyrus,Microarray,AD-NCI,FN1,-0.163042149,0.163042149,0.008795708,0.154056612
MSBB,Inferior Temporal Gyrus,Microarray,AD-NCI,TF,0.842109426,0.842109426,0.000582757,0.055358936
MSBB,Inferior Temporal Gyrus,Microarray,AD-NCI,A2M,0.558469792,0.558469792,0.005122437,0.196867398
MSBB,Inferior Temporal Gyrus,Microarray,AD-NCI,TF,0.917442924,0.917442924,0.001470315,0.123054894
MSBB,NA,Microarray,AD-NCI,TF,-0.833008284,0.833008284,0.002965374,0.999970259
MSBB,Posterior Cingulate Cortex,Microarray,AD-NCI,IGHG1,0.204731424,0.204731424,0.005056988,0.433117849
MSBB,Precentral Gyrus,Microarray,AD-NCI,C1R,-0.492195448,0.492195448,0.005175172,0.999845803
MSBB,Precentral Gyrus,Microarray,AD-NCI,IGHG1,0.247793614,0.247793614,0.005413907,0.8738857
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,C1R,0.319278079,0.319278079,0.000989029,0.014735964
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,A2M,0.222129468,0.222129468,0.004110209,0.035692888
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,C3,0.391172555,0.391172555,8.66E-05,0.004170917
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,FN1,0.30519687,0.30519687,0.000787119,0.012996924
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,C1R,0.302456905,0.302456905,0.00558035,0.050770763
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,A2M,0.231591207,0.231591207,0.008813542,0.065913835
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,C3,0.396712997,0.396712997,0.000400634,0.011919894
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,FN1,0.298092875,0.298092875,0.004055775,0.042570493
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,C1R,0.386308567,0.386308567,0.000684507,0.010316428
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,A2M,0.274315126,0.274315126,0.001933185,0.019292246
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,C7,0.400718033,0.400718033,0.004392055,0.033030762
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,C3,0.480297609,0.480297609,5.27E-05,0.002272548
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,FN1,0.316444776,0.316444776,0.002790697,0.024446029
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,TF,0.401751813,0.401751813,0.004585137,0.033946786
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,C1R,0.44274747,0.44274747,0.000448988,0.008306063
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,A2M,0.284987625,0.284987625,0.007193288,0.045912124
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,C3,0.57132342,0.57132342,2.07E-05,0.001706861
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,C1R,0.536622396,0.536622396,2.06E-06,5.53E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,A2M,0.477508673,0.477508673,4.28E-07,1.87E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,SERPINA1,0.638473682,0.638473682,0.000237158,0.00126457
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,C7,0.561841984,0.561841984,2.93E-05,0.000355344
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,IGHG2,0.600639808,0.600639808,0.008916998,0.022011843
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,C3,0.698150989,0.698150989,3.70E-09,9.08E-07
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,FN1,0.586403158,0.586403158,5.63E-07,2.23E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,C1R,0.602166734,0.602166734,2.27E-06,5.62E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,A2M,0.56453924,0.56453924,1.17E-07,6.81E-06
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,SERPINA1,0.720085206,0.720085206,0.000261484,0.001429572
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,C7,0.69917171,0.69917171,5.72E-06,0.000110875
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,IGHG2,0.756175684,0.756175684,0.00377885,0.011246464
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,C3,0.79398425,0.79398425,2.05E-09,4.60E-07
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,FN1,0.681076995,0.681076995,2.66E-07,1.20E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,C1R,0.724401163,0.724401163,5.16E-08,1.77E-06
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,A2M,0.666353631,0.666353631,3.25E-09,2.30E-07
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,SERPINA1,0.80798016,0.80798016,9.72E-05,0.000422045
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,C7,0.783650868,0.783650868,1.61E-06,2.23E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,IGHG2,1.006290036,1.006290036,0.00032857,0.001158392
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,C3,0.897291164,0.897291164,4.04E-10,5.14E-08
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,FN1,0.772235026,0.772235026,2.25E-08,9.52E-07
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,C1R,0.851366592,0.851366592,2.34E-08,9.43E-07
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,A2M,0.731286408,0.731286408,8.08E-08,2.38E-06
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,SERPINA1,0.967147815,0.967147815,1.93E-05,0.00010637
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,APOE,0.311697799,0.311697799,0.003155862,0.007724469
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,IGLV3-25,0.532654414,0.532654414,0.000112747,0.000455869
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,C7,0.837972171,0.837972171,6.87E-06,5.64E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,IGHG2,1.302175235,1.302175235,2.22E-06,2.79E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,C3,1.055262458,1.055262458,1.46E-10,2.94E-08
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,FN1,0.829797697,0.829797697,3.04E-07,6.40E-06
MSBB,Putamen,Microarray,AD-NCI,IGHG1,0.143888994,0.143888994,0.007252586,0.140339288
MSBB,Putamen,Microarray,AD-NCI,TF,0.774490837,0.774490837,0.008769502,0.148297165
MSBB,Putamen,Microarray,AD-NCI,IGHG1,0.167968546,0.167968546,0.009136916,0.110401907
MSBB,Putamen,Microarray,AD-NCI,TF,0.927381935,0.927381935,0.005444781,0.091035593
MSBB,Superior Temporal Gyrus,Microarray,AD-NCI,APOE,0.251275822,0.251275822,0.007339038,0.11288613
MSBB,Superior Temporal Gyrus,Microarray,AD-NCI,IGLV3-25,0.146649141,0.146649141,0.009195102,0.120795858
MSBB,Superior Temporal Gyrus,Microarray,AD-NCI,IGHG1,0.258579868,0.258579868,0.006606503,0.135777983
MSBB,Superior Temporal Gyrus,Microarray,AD-NCI,FGA,0.268263729,0.268263729,0.002327278,0.106304523
MSBB,Superior Temporal Gyrus,Microarray,AD-NCI,C7,0.272194545,0.272194545,0.004371338,0.12160579
MSBB,Superior Temporal Gyrus,Microarray,AD-NCI,FN1,0.786831503,0.786831503,0.00987704,0.151086087
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,A2M,0.271894313,0.271894313,0.005757344,0.089536562
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,SERPINA1,0.466508734,0.466508734,0.007781812,0.103867535
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,C3,0.422193394,0.422193394,0.00029932,0.028408122
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,A2M,0.31582668,0.31582668,0.004971315,0.172862467
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,C7,0.448934455,0.448934455,0.007031553,0.193786496
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,C3,0.44198354,0.44198354,0.000861578,0.093981113
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,A2M,0.447202251,0.447202251,0.000281155,0.012906925
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,SERPINA1,0.598528165,0.598528165,0.005115255,0.054722567
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,C7,0.532041845,0.532041845,0.003471642,0.044620236
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,C3,0.571407743,0.571407743,5.75E-05,0.00664362
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,FN1,0.417500822,0.417500822,0.006728558,0.063106882
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,A2M,0.509315032,0.509315032,0.000713221,0.019345513
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,SERPINA1,0.763771163,0.763771163,0.001682686,0.030655121
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,GC,-0.607322603,0.607322603,0.009737226,0.0860488
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,C3,0.669322831,0.669322831,8.99E-05,0.007610371
MSBB,Temporal Pole,Microarray,AD-NCI,A2M,0.505245521,0.505245521,0.007734143,0.999936195
MSBB,Temporal Pole,Microarray,AD-NCI,A2M,0.795823006,0.795823006,0.000391866,0.688765808
MayoBB,Cerebellum,RNA-Seq,AD-NCI,C1R,0.343610474,0.343610474,0.00324288,0.004546968
MayoBB,Cerebellum,RNA-Seq,AD-NCI,SERPINA1,0.079325113,0.079325113,0.000147367,0.000304207
MayoBB,Cerebellum,RNA-Seq,AD-NCI,IGHG1,0.079325113,0.079325113,0.000147367,0.000304207
MayoBB,Cerebellum,RNA-Seq,AD-NCI,APOE,-0.390651065,0.390651065,2.28E-05,0.000236218
MayoBB,Cerebellum,RNA-Seq,AD-NCI,IGLV3-25,0.085526968,0.085526968,0.00012719,0.000304207
MayoBB,Cerebellum,RNA-Seq,AD-NCI,FGA,0.085549062,0.085549062,6.72E-05,0.000304207
MayoBB,Cerebellum,RNA-Seq,AD-NCI,C7,0.942314275,0.942314275,2.84E-09,1.30E-07
MayoBB,Cerebellum,RNA-Seq,AD-NCI,IGHG2,0.158790597,0.158790597,4.94E-05,0.000304207
MayoBB,Cerebellum,RNA-Seq,AD-NCI,GC,0.085786204,0.085786204,4.63E-05,0.000304207
MayoBB,Cerebellum,RNA-Seq,AD-NCI,FN1,0.466679367,0.466679367,0.000105352,0.000304207
MayoBB,Cerebellum,RNA-Seq,AD-NCI,SERPINA1,-0.205888231,0.205888231,4.25E-06,1.23E-05
MayoBB,Cerebellum,RNA-Seq,AD-NCI,IGHG1,-0.205888231,0.205888231,4.25E-06,1.23E-05
MayoBB,Cerebellum,RNA-Seq,AD-NCI,APOE,-0.507409934,0.507409934,5.08E-08,2.24E-06
MayoBB,Cerebellum,RNA-Seq,AD-NCI,C7,1.133192755,1.133192755,3.82E-08,1.78E-06
MayoBB,Cerebellum,RNA-Seq,AD-NCI,IGHG2,-0.205888231,0.205888231,4.25E-06,1.23E-05
MayoBB,Cerebellum,RNA-Seq,AD-NCI,FN1,0.347878246,0.347878246,0.002082343,0.003942229
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,C1R,0.899844823,0.899844823,7.78E-12,1.10E-09
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,SERPINA1,0.088558914,0.088558914,0.00161467,0.003227897
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,IGHG1,0.601758649,0.601758649,0.000267954,0.002656515
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,FGA,0.129879568,0.129879568,2.98E-05,0.00042706
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,C7,1.471573524,1.471573524,3.05E-15,2.04E-12
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,IGHG2,0.325351056,0.325351056,1.21E-05,0.000198394
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,GC,0.097160267,0.097160267,0.000598107,0.003227897
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,FN1,0.855895399,0.855895399,7.03E-09,3.35E-07
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,C1R,0.786371528,0.786371528,2.84E-09,3.52E-07
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,SERPINA1,-0.20294027,0.20294027,4.76E-05,0.000145684
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,IGHG1,-0.20294027,0.20294027,4.76E-05,0.000145684
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,C7,1.593389408,1.593389408,5.60E-13,4.56E-10
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,IGHG2,-0.20294027,0.20294027,4.76E-05,0.000145684
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,FN1,0.710957731,0.710957731,4.46E-07,1.99E-05
ROSMAP,Dorsolateral Prefrontal Cortex,Microarray,AD-NCI,TF,0.286622856,0.286622856,0.001806263,0.043905829
ROSMAP,Dorsolateral Prefrontal Cortex,Microarray,AD-NCI,TF,0.31830005,0.31830005,0.007929137,0.106471666
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,TF,0.234667039,0.234667039,0.000202032,0.022719209
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,APOA1,-0.233497862,0.233497862,0.001156575,0.012435519
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,FGA,0.162591493,0.162591493,8.30E-05,0.001832265
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,C3,0.277911088,0.277911088,0.003858277,0.030920382
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,TF,0.227958431,0.227958431,0.002425853,0.021741259
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,APOA1,-0.315019632,0.315019632,0.000667845,0.009224371
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,FGA,0.254773659,0.254773659,8.44E-06,0.000427909
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,GC,0.154701569,0.154701569,0.000653514,0.009066118
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,APOA1,-0.439935895,0.439935895,0.000602716,0.024741155
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,FGA,0.258846096,0.258846096,0.006065595,0.085519689
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,APOA1,-0.166995604,0.166995604,0.002688444,0.021606911
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,FGA,0.117795156,0.117795156,0.000234569,0.003257103
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,C3,0.199753607,0.199753607,0.00730964,0.047404092
