Study,parent,DataType,Contrast,name,LogFC,size,PValue,AdjPValue
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,BRCA1,0.192090198,0.192090198,0.000333176,0.008156577
MSBB,Parahippocampal Gyrus,RNA-Seq,C3-C0,BRCA1,0.239192579,0.239192579,2.14E-05,0.000669696
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,BRCA1,0.216538765,0.216538765,0.000432549,0.012415884
MSBB,Parahippocampal Gyrus,RNA-Seq,DNAD-NCI,BRCA1,0.168654727,0.168654727,0.043097019,0.992485071
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,BRCA1,0.240038222,0.240038222,0.000275506,0.005892602
MSBB,Parahippocampal Gyrus,RNA-Seq,DNAD-NCI,BRCA1,0.168762338,0.168762338,0.045355425,0.977143965
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,BRCA1,0.264409992,0.264409992,0.000840602,0.011972115
MSBB,Parahippocampal Gyrus,RNA-Seq,B2-B1,BRCA1,0.142528258,0.142528258,0.045878783,0.354844864
MSBB,Parahippocampal Gyrus,RNA-Seq,B3-B1,BRCA1,0.296436216,0.296436216,9.64E-06,6.32E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,B3-B2,BRCA1,0.153907958,0.153907958,0.018527418,0.063266366
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,BRCA1,0.293433844,0.293433844,7.05E-07,2.60E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,C2-C0,BRCA1,0.172844049,0.172844049,0.038641372,0.149699728
MSBB,Parahippocampal Gyrus,RNA-Seq,C3-C0,BRCA1,0.356578054,0.356578054,1.20E-08,5.64E-07
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,BRCA1,0.343606396,0.343606396,4.78E-07,1.83E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,DNAD-NCI,BRCA1,0.209375288,0.209375288,0.022125298,0.723590811
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,BRCA1,0.369553713,0.369553713,9.95E-07,1.62E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,DNAD-NCI,BRCA1,0.208488997,0.208488997,0.028408424,0.630346881
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,BRCA1,0.422714944,0.422714944,2.91E-06,3.36E-05
MSBB,Putamen,Microarray,AD-NCI,BRCA1,0.185418283,0.185418283,0.008520175,0.285616276
MSBB,Putamen,Microarray,C2-C0,BRCA1,0.131769623,0.131769623,0.040957669,0.303814134
MSBB,Putamen,Microarray,AD-NCI,BRCA1,0.179465126,0.179465126,0.036886207,0.228833753
MSBB,Putamen,Microarray,DNAD-NCI,BRCA1,0.428881011,0.428881011,0.005606649,0.050142337
MSBB,Putamen,Microarray,AD-NCI,BRCA1,0.217526213,0.217526213,0.018752032,0.145884651
MSBB,Putamen,Microarray,DNAD-NCI,BRCA1,0.428881011,0.428881011,0.004554845,0.06022637
MSBB,Superior Parietal Lobule,Microarray,C1-C0,BRCA1,-0.155308697,0.155308697,0.012120731,0.326725969
MSBB,Superior Parietal Lobule,Microarray,AD-DNAD,BRCA1,-0.152695024,0.152695024,0.024012924,0.179612652
MSBB,Superior Temporal Gyrus,RNA-Seq,C3-C0,BRCA1,0.155722927,0.155722927,0.004648558,0.085336755
MayoBB,Cerebellum,RNA-Seq,AD-NCI,BRCA1,0.207078393,0.207078393,0.00431646,0.005955966
MayoBB,Cerebellum,RNA-Seq,AD-PSP,BRCA1,0.214909804,0.214909804,0.002657224,0.004561681
MayoBB,Cerebellum,RNA-Seq,AD-PSP,BRCA1,0.153969315,0.153969315,0.029856725,0.126150687
MayoBB,Temporal Cortex,RNA-Seq,AD-PA,BRCA1,0.369061847,0.369061847,0.00304543,0.042018037
MayoBB,Temporal Cortex,RNA-Seq,AD-PSP,BRCA1,0.269653572,0.269653572,0.002949504,0.029583901
MayoBB,Temporal Cortex,RNA-Seq,AD-PA,BRCA1,0.28567894,0.28567894,0.02093222,0.059385318
MayoBB,Temporal Cortex,RNA-Seq,AD-PSP,BRCA1,0.259819875,0.259819875,0.00328121,0.023401886
MayoBB,Temporal Cortex,RNA-Seq,PA-NCI,BRCA1,-0.284435227,0.284435227,0.022436594,0.25264958
MayoBB,Temporal Cortex,RNA-Seq,PSP-NCI,BRCA1,-0.258576162,0.258576162,0.003903594,0.007402899
MayoEGWAS,Temporal Cortex,Microarray,AD-DNAD,BRCA1,0.17142723,0.17142723,6.45E-07,3.28E-06
ROSMAP,Dorsolateral Prefrontal Cortex,Microarray,C1-C0,BRCA1,0.023389547,0.023389547,0.040630661,0.999081589
ROSMAP,Dorsolateral Prefrontal Cortex,Microarray,C3-C0,BRCA1,0.020459614,0.020459614,0.02219148,0.200458366
ROSMAP,Dorsolateral Prefrontal Cortex,Microarray,AD-DNAD,BRCA1,0.043284863,0.043284863,0.046721502,0.617891934
