Study,parent,DataType,Contrast,name,LogFC,size,PValue,AdjPValue
MSBB,Inferior Frontal Gyrus,RNA-Seq,AD-NCI,EGR1,-0.836259802,0.836259802,3.22E-09,4.50E-06
MSBB,Inferior Frontal Gyrus,RNA-Seq,AD-NCI,PGF,0.464262938,0.464262938,0.0039266,0.018255239
MSBB,Inferior Frontal Gyrus,RNA-Seq,AD-NCI,MET,-0.507892113,0.507892113,0.00105682,0.007601927
MSBB,Inferior Frontal Gyrus,RNA-Seq,AD-NCI,PLAU,0.434233093,0.434233093,0.006212317,0.020781925
MSBB,Inferior Frontal Gyrus,RNA-Seq,AD-NCI,SLC16A3,0.442223409,0.442223409,0.003309931,0.016305281
MSBB,Inferior Frontal Gyrus,RNA-Seq,AD-NCI,ATR,-0.209764688,0.209764688,0.000300647,0.003096992
MSBB,Itg,Microarray,AD-NCI,PLAU,-0.138326825,0.138326825,0.008427378,0.15192378
MSBB,Middle Temporal Gyrus,Microarray,AD-NCI,MET,-0.520633637,0.520633637,0.001863782,0.489824907
MSBB,Middle Temporal Gyrus,Microarray,AD-NCI,MET,-0.531633246,0.531633246,0.005193736,0.637222614
MSBB,Middle Temporal Gyrus,Microarray,AD-NCI,VEGFA,-0.887205811,0.887205811,0.008567329,0.637222614
MSBB,Middle Temporal Gyrus,Microarray,AD-NCI,MET,-0.579699467,0.579699467,0.008781204,0.47107408
MSBB,PC,Microarray,AD-NCI,PGF,0.152016874,0.152016874,0.009026493,0.938862872
MSBB,Pre. Gy.,Microarray,AD-NCI,MMP9,-0.213813139,0.213813139,0.006982964,0.999565871
MSBB,Pre. Gy.,Microarray,AD-NCI,MMP9,-0.314661929,0.314661929,0.00369056,0.999845803
MSBB,Parahippocampal Gyrus,Microarray,AD-NCI,MET,-0.588222562,0.588222562,0.001404207,0.567107619
MSBB,Parahippocampal Gyrus,Microarray,AD-NCI,MET,-0.58427814,0.58427814,0.006692175,0.951509435
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,PGF,0.250967441,0.250967441,0.009619917,0.060420901
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,MET,-0.325225273,0.325225273,0.000946263,0.014363743
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,HMOX1,0.370608446,0.370608446,0.000737339,0.012591716
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,EIF4EBP1,0.159422819,0.159422819,0.009427719,0.059749081
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,SERPINE1,0.507205315,0.507205315,0.002174877,0.023780346
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,MET,-0.288351433,0.288351433,0.009606866,0.069096833
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,HMOX1,0.349924016,0.349924016,0.00432029,0.04407861
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,HMOX1,0.384499344,0.384499344,0.003249845,0.026995313
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,SERPINE1,0.566949056,0.566949056,0.00528723,0.03713594
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,HMOX1,0.485770159,0.485770159,0.000234129,0.005861583
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,PLAU,0.322664131,0.322664131,0.001919849,0.01975534
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,EIF4EBP1,0.211327293,0.211327293,0.009587242,0.055594704
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,SERPINE1,0.741909285,0.741909285,0.000621845,0.009850823
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,EGR1,-0.337479666,0.337479666,0.005897108,0.015647143
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,PGF,0.594580346,0.594580346,4.30E-05,0.000462412
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,MET,-0.639498829,0.639498829,4.48E-07,1.92E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,HMOX1,0.647768447,0.647768447,1.51E-06,4.46E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,PLAU,0.49654913,0.49654913,0.000687225,0.002846956
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,LGALS3,0.327098404,0.327098404,7.79E-05,0.000683306
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,SLC16A3,0.442155846,0.442155846,0.000913045,0.003547866
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,EIF4EBP1,0.381268914,0.381268914,3.53E-05,0.000406286
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,ATR,-0.276370596,0.276370596,2.25E-05,0.000299503
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,SERPINE1,0.974554094,0.974554094,2.46E-05,0.000316771
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,EGR1,-0.467479653,0.467479653,0.000856195,0.003524185
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,PGF,0.672485965,0.672485965,3.97E-05,0.000455795
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,MET,-0.621163537,0.621163537,1.70E-05,0.000248583
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,HMOX1,0.722583008,0.722583008,1.60E-06,4.29E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,PLAU,0.665285617,0.665285617,5.10E-05,0.000544447
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,LGALS3,0.311071424,0.311071424,0.001156215,0.004414951
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,SLC16A3,0.441606432,0.441606432,0.003098374,0.009563296
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,EIF4EBP1,0.444993037,0.444993037,2.61E-05,0.000337679
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,ATR,-0.320152635,0.320152635,1.08E-05,0.000177924
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,SERPINE1,1.097559928,1.097559928,2.83E-05,0.000358945
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,EGR1,-0.558696527,0.558696527,8.23E-05,0.000368041
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,PGF,0.840741485,0.840741485,5.46E-07,1.04E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,MET,-0.677582094,0.677582094,1.98E-05,0.000116957
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,HMOX1,0.815598802,0.815598802,1.89E-07,4.60E-06
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,PLAU,0.806392022,0.806392022,5.13E-06,4.64E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,LGALS3,0.310998895,0.310998895,0.002374659,0.006254783
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,SLC16A3,0.544843036,0.544843036,0.000361343,0.001257319
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,EIF4EBP1,0.545018749,0.545018749,8.54E-07,1.44E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,ATR,-0.389826638,0.389826638,6.94E-07,1.23E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,SERPINE1,1.324366936,1.324366936,1.61E-06,2.23E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,EGR1,-0.503777284,0.503777284,7.55E-05,0.000330353
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,PGF,0.9246562,0.9246562,2.30E-06,2.86E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,MET,-0.820208546,0.820208546,4.19E-06,4.29E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,HMOX1,0.978803294,0.978803294,9.11E-09,4.61E-07
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,PLAU,1.048476225,1.048476225,1.50E-07,3.80E-06
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,LGALS3,0.359955841,0.359955841,0.00123488,0.003445194
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,MMP9,0.853528601,0.853528601,0.007724034,0.016778228
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,SLC16A3,0.76505541,0.76505541,2.82E-05,0.000146265
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,EIF4EBP1,0.618377501,0.618377501,9.83E-07,1.54E-05
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,ATR,-0.444209281,0.444209281,3.56E-07,7.15E-06
MSBB,Parahippocampal Gyrus,RNA-Seq,AD-NCI,SERPINE1,1.64769403,1.64769403,2.04E-07,4.75E-06
MSBB,Putamen,Microarray,AD-NCI,MET,0.130938326,0.130938326,0.008866839,0.285616276
MSBB,Putamen,Microarray,AD-NCI,LGALS3,-0.91040124,0.91040124,0.002937712,0.109267119
MSBB,Putamen,Microarray,AD-NCI,EGR1,-1.049665278,1.049665278,0.002892152,0.072814051
MSBB,Putamen,Microarray,AD-NCI,LGALS3,-1.057343551,1.057343551,0.005307025,0.09003655
MSBB,Putamen,Microarray,AD-NCI,ATR,-0.676789885,0.676789885,0.009209245,0.110788575
MSBB,SPL,Microarray,AD-NCI,PLAU,-0.146793998,0.146793998,0.003400797,0.388717193
MSBB,SPL,Microarray,AD-NCI,LGALS3,-0.643244365,0.643244365,0.009055456,0.429701648
MSBB,Superior Temporal Gyrus,Microarray,AD-NCI,EGR1,-0.715788766,0.715788766,0.004741818,0.101115907
MSBB,Superior Temporal Gyrus,Microarray,AD-NCI,MET,-0.738240719,0.738240719,8.32E-06,0.046702172
MSBB,Superior Temporal Gyrus,Microarray,AD-NCI,EIF4EBP1,0.167117385,0.167117385,0.003683156,0.096037109
MSBB,Superior Temporal Gyrus,Microarray,AD-NCI,ATR,-0.556431631,0.556431631,0.000471529,0.071137308
MSBB,Superior Temporal Gyrus,Microarray,AD-NCI,MET,-0.736320906,0.736320906,8.51E-05,0.320467372
MSBB,Superior Temporal Gyrus,Microarray,AD-NCI,PLAU,0.149649626,0.149649626,0.008937114,0.320467372
MSBB,Superior Temporal Gyrus,Microarray,AD-NCI,EIF4EBP1,0.18041709,0.18041709,0.007408803,0.320467372
MSBB,Superior Temporal Gyrus,Microarray,AD-NCI,ATR,-0.536449117,0.536449117,0.00347836,0.320467372
MSBB,Superior Temporal Gyrus,Microarray,AD-NCI,PLAU,0.230575663,0.230575663,0.003774529,0.117318246
MSBB,Superior Temporal Gyrus,Microarray,AD-NCI,EIF4EBP1,0.254112619,0.254112619,0.004969894,0.125567383
MSBB,Superior Temporal Gyrus,Microarray,AD-NCI,ATR,-0.735950176,0.735950176,0.002121388,0.104547914
MSBB,Superior Temporal Gyrus,Microarray,AD-NCI,SERPINE1,0.282929551,0.282929551,0.007112144,0.137872128
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,MET,-0.268770762,0.268770762,0.003509807,0.139159638
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,EGR1,-0.388737528,0.388737528,0.001430999,0.079092945
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,ATR,-0.093943244,0.093943244,0.004333297,0.098150278
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,EGR1,-0.401426035,0.401426035,0.001658397,0.051418623
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,MET,-0.41453705,0.41453705,0.001527853,0.050097918
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,ATR,-0.20608904,0.20608904,0.000771056,0.0383645
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,EGR1,-0.478114956,0.478114956,0.001192224,0.107372684
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,ATR,-0.22144247,0.22144247,0.001753828,0.122578206
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,EGR1,-0.616721897,0.616721897,1.78E-05,0.003743019
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,PGF,0.373767286,0.373767286,0.00587039,0.058758956
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,MET,-0.467719113,0.467719113,0.003074979,0.04187495
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,ATR,-0.341044717,0.341044717,5.26E-06,0.0020732
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,EGR1,-0.567254179,0.567254179,0.000108435,0.008126841
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,PGF,0.451041539,0.451041539,0.003693383,0.04840028
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,MET,-0.533086844,0.533086844,0.004065091,0.051148164
MSBB,Superior Temporal Gyrus,RNA-Seq,AD-NCI,ATR,-0.386050763,0.386050763,1.04E-05,0.00321652
MayoBB,Cerebellum,RNA-Seq,AD-NCI,PGF,0.299713488,0.299713488,0.000480769,0.000769846
MayoBB,Cerebellum,RNA-Seq,AD-NCI,MET,0.388466099,0.388466099,0.000349466,0.000578346
MayoBB,Cerebellum,RNA-Seq,AD-NCI,MMP9,0.311006397,0.311006397,2.30E-05,0.000237134
MayoBB,Cerebellum,RNA-Seq,AD-NCI,SERPINE1,0.504558613,0.504558613,0.00102037,0.001536522
MayoBB,Cerebellum,RNA-Seq,AD-NCI,HIF1AN,0.346697877,0.346697877,1.39E-09,7.46E-08
MayoBB,Cerebellum,RNA-Seq,AD-NCI,MET,0.475060784,0.475060784,0.004046116,0.007293247
MayoBB,Cerebellum,RNA-Seq,AD-NCI,LGALS3,-0.309609687,0.309609687,0.000604518,0.001245379
MayoBB,Cerebellum,RNA-Seq,AD-NCI,MMP9,0.670574676,0.670574676,0.002035092,0.00385949
MayoBB,Cerebellum,RNA-Seq,AD-NCI,ATR,-0.204969299,0.204969299,0.001361518,0.002652244
MayoBB,Cerebellum,RNA-Seq,AD-NCI,HIF1AN,0.224505044,0.224505044,1.55E-08,8.83E-07
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,PGF,0.470027137,0.470027137,3.57E-06,6.91E-05
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,PLAU,0.368405441,0.368405441,0.000175298,0.001892054
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,LGALS3,0.452857678,0.452857678,6.20E-05,0.000794358
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,MMP9,0.74593299,0.74593299,1.46E-08,6.27E-07
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,EIF4EBP1,0.264837653,0.264837653,0.00162637,0.003227897
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,SERPINE1,0.587996969,0.587996969,0.000691768,0.003227897
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,HIF1AN,0.219713478,0.219713478,0.000120501,0.001389791
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,PGF,0.432375348,0.432375348,0.000847246,0.002003757
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,PLAU,0.341046161,0.341046161,0.007508114,0.014612553
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,LGALS3,0.323719818,0.323719818,0.004653334,0.009475223
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,MMP9,1.68175799,1.68175799,3.80E-08,2.80E-06
MayoBB,Temporal Cortex,RNA-Seq,AD-NCI,SERPINE1,0.623077296,0.623077296,0.003322109,0.006979855
ROSMAP,Dorsolateral Prefrontal Cortex,Microarray,AD-NCI,LGALS3,-0.030477479,0.030477479,0.005056415,0.173490427
ROSMAP,Dorsolateral Prefrontal Cortex,Microarray,AD-NCI,LGALS3,-0.038225891,0.038225891,0.003736261,0.067393913
ROSMAP,Dorsolateral Prefrontal Cortex,Microarray,AD-NCI,ATR,0.017070244,0.017070244,0.002889807,0.058182163
ROSMAP,Dorsolateral Prefrontal Cortex,Microarray,AD-NCI,EGR1,-0.371027246,0.371027246,6.95E-05,0.005928685
ROSMAP,Dorsolateral Prefrontal Cortex,Microarray,AD-NCI,LGALS3,-0.066397248,0.066397248,8.38E-05,0.006714127
ROSMAP,Dorsolateral Prefrontal Cortex,Microarray,AD-NCI,EGR1,-0.490536843,0.490536843,7.20E-05,0.009304538
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,EGR1,-0.304718659,0.304718659,0.001654906,0.067462483
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,PGF,0.208913966,0.208913966,0.001200579,0.057934951
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,MET,-0.205931132,0.205931132,0.009020649,0.166442741
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,EIF4EBP1,0.152722521,0.152722521,0.002370101,0.083141004
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,EGR1,-0.508910327,0.508910327,4.74E-06,0.00025741
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,PGF,0.337090413,0.337090413,5.93E-06,0.000302025
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,MET,-0.386233024,0.386233024,2.75E-05,0.00085954
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,EIF4EBP1,0.174151389,0.174151389,0.003097169,0.026159047
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,ATR,-0.157128449,0.157128449,0.003230326,0.027043092
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,HIF1AN,-0.126379658,0.126379658,0.003764534,0.030333916
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,EGR1,-0.638500739,0.638500739,2.04E-06,0.000159275
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,PGF,0.380672624,0.380672624,1.17E-05,0.000535057
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,MET,-0.386704222,0.386704222,0.00050962,0.007558616
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,EIF4EBP1,0.185326417,0.185326417,0.007355431,0.053948512
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,ATR,-0.163245354,0.163245354,0.008222791,0.058692664
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,HIF1AN,-0.137557276,0.137557276,0.008862353,0.062084234
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,EGR1,-0.691503441,0.691503441,0.000164881,0.012574894
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,EGR1,-0.354883372,0.354883372,3.85E-05,0.000865697
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,PGF,0.260526987,0.260526987,6.73E-06,0.00025173
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,MET,-0.307338034,0.307338034,1.67E-05,0.000475853
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,EIF4EBP1,0.160229753,0.160229753,0.000443061,0.005309227
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,ATR,-0.136113053,0.136113053,0.001009195,0.010077271
ROSMAP,Dorsolateral Prefrontal Cortex,RNA-Seq,AD-NCI,HIF1AN,-0.099307276,0.099307276,0.003273786,0.02521143
